,TaxClassAtTimeOfSale,Baths,Beds,YearBuilt,NumComplaints3moPointOneMile,NumFelonies3moPointOneMile,min_dist_park,min_dist_subway,SaleDate,ZipCode_10001,ZipCode_10002,ZipCode_10003,ZipCode_10004,ZipCode_10005,ZipCode_10006,ZipCode_10007,ZipCode_10009,ZipCode_10010,ZipCode_10011,ZipCode_10012,ZipCode_10013,ZipCode_10014,ZipCode_10016,ZipCode_10017,ZipCode_10018,ZipCode_10019,ZipCode_10021,ZipCode_10022,ZipCode_10023,ZipCode_10024,ZipCode_10025,ZipCode_10026,ZipCode_10027,ZipCode_10028,ZipCode_10029,ZipCode_10030,ZipCode_10031,ZipCode_10032,ZipCode_10033,ZipCode_10034,ZipCode_10035,ZipCode_10036,ZipCode_10037,ZipCode_10038,ZipCode_10039,ZipCode_10040,ZipCode_10065,ZipCode_10069,ZipCode_10075,ZipCode_10128,ZipCode_10280,BuildingCategory_CONDOS ,BuildingCategory_COOPS ,BuildingCategory_OTHERS,SalePrice,BOM_DATE,MedianSalesPrice,SalesVolume
3275,2,1,1,0,9,29,0.394869581,0.071705576,2017-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,733752,2017-12-01,1116000.0,1008
3276,2,1,1,0,11,36,0.394869581,0.071705576,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,750000,2017-12-01,1116000.0,1008
3277,2,1,1,0,0,34,0.394869581,0.071705576,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,760000,2017-06-01,1200000.0,1431
3278,2,1,1,0,11,36,0.394869581,0.071705576,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,760000,2017-12-01,1116000.0,1008
3279,2,1,1,0,0,36,0.394869581,0.071705576,2017-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,760000,2017-04-01,1150000.0,932
3280,2,1,1,0,0,34,0.394869581,0.071705576,2017-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,799000,2017-05-01,1125000.0,1268
3281,2,1,1,0,0,42,0.394869581,0.071705576,2017-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,860000,2017-03-01,1050162.0,1068
3282,2,1,1,0,7,42,0.394869581,0.071705576,2017-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1100000,2017-11-01,1100000.0,936
3283,2,1,1,0,0,31,0.394869581,0.071705576,2018-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,725000,2018-04-01,1057500.0,928
3284,2,1,1,0,0,27,0.394869581,0.071705576,2018-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,740000,2018-02-01,1100000.0,810
3285,2,1,1,0,5,35,0.394869581,0.071705576,2018-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,750000,2018-09-01,1006579.0,852
3286,2,1,1,0,2,35,0.394869581,0.071705576,2018-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,750000,2018-08-01,1049500.0,1194
3287,2,1,1,0,0,26,0.394869581,0.071705576,2018-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,750000,2018-02-01,1100000.0,810
3288,2,1,1,0,8,40,0.394869581,0.071705576,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,755000,2018-11-01,1028432.0,819
3289,2,1,1,0,8,40,0.394869581,0.071705576,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,755000,2018-11-01,1028432.0,819
3290,2,1,1,0,7,41,0.394869581,0.071705576,2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,760000,2018-11-01,1028432.0,819
3291,2,1,1,0,7,41,0.394869581,0.071705576,2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,760000,2018-11-01,1028432.0,819
3292,2,1,1,0,0,26,0.394869581,0.071705576,2018-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,775000,2018-02-01,1100000.0,810
3293,2,1,1,0,0,31,0.394869581,0.071705576,2018-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,778000,2018-04-01,1057500.0,928
3294,2,1,1,0,6,33,0.394869581,0.071705576,2018-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,790000,2018-09-01,1006579.0,852
3295,2,1,1,0,2,37,0.394869581,0.071705576,2018-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,840000,2018-08-01,1049500.0,1194
3296,2,1,1,0,5,33,0.394869581,0.071705576,2018-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,955000,2018-09-01,1006579.0,852
3297,2,1,1,0,0,36,0.394869581,0.071705576,2018-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1500000,2018-06-01,996200.0,1154
3298,2,4,4,0,0,6,0.11267256199999999,0.072884117,2015-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1100000,2015-01-01,990000.0,975
3299,2,4,4,0,0,23,0.11267256199999999,0.072884117,2015-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1185000,2015-03-01,890000.0,1049
3300,2,4,4,0,0,26,0.11267256199999999,0.072884117,2015-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1200000,2015-06-01,997104.5,1496
3301,2,4,4,0,0,27,0.11267256199999999,0.072884117,2015-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1775000,2015-04-01,916425.0,1148
3302,2,4,4,0,51,24,0.11267256199999999,0.072884117,2015-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2300000,2015-12-01,1016693.0,1263
3303,2,4,4,0,36,19,0.11267256199999999,0.072884117,2015-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2520000,2015-10-01,1010000.0,1294
3304,2,4,4,0,48,20,0.11267256199999999,0.072884117,2015-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2800000,2015-11-01,1150000.0,1067
3305,2,4,4,0,0,25,0.11267256199999999,0.072884117,2015-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3043333,2015-04-01,916425.0,1148
3306,2,4,4,0,44,21,0.11267256199999999,0.072884117,2015-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3250000,2015-11-01,1150000.0,1067
3307,2,4,4,0,36,20,0.11267256199999999,0.072884117,2015-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3295000,2015-10-01,1010000.0,1294
3308,2,4,4,0,21,17,0.11267256199999999,0.072884117,2015-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3900000,2015-09-01,981500.0,1345
3309,2,4,4,0,0,25,0.11267256199999999,0.072884117,2015-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6300000,2015-06-01,997104.5,1496
3310,2,4,4,0,1,23,0.11267256199999999,0.072884117,2016-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,425000,2016-07-01,1045000.0,1132
3311,2,4,4,0,6,27,0.11267256199999999,0.072884117,2016-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1590000,2016-09-01,984000.0,1147
3312,2,4,4,0,0,21,0.11267256199999999,0.072884117,2016-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1685000,2016-06-01,998500.0,1346
3313,2,4,4,0,11,20,0.11267256199999999,0.072884117,2016-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2387500,2016-12-01,991500.0,1072
3314,2,4,4,0,11,28,0.11267256199999999,0.072884117,2016-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2450000,2016-12-01,991500.0,1072
3315,2,4,4,0,0,14,0.11267256199999999,0.072884117,2017-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1235000,2017-04-01,1150000.0,932
3316,2,4,4,0,0,23,0.11267256199999999,0.072884117,2017-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1280000,2017-01-01,1100000.0,1124
3317,2,4,4,0,20,23,0.11267256199999999,0.072884117,2017-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1690000,2017-11-01,1100000.0,936
3318,2,4,4,0,9,30,0.11267256199999999,0.072884117,2017-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2050000,2017-10-01,960000.0,1031
3319,2,4,4,0,8,30,0.11267256199999999,0.072884117,2017-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2303675,2017-09-01,1072500.0,1072
3320,2,4,4,0,20,20,0.11267256199999999,0.072884117,2017-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2397000,2017-12-01,1116000.0,1008
3321,2,4,4,0,0,23,0.11267256199999999,0.072884117,2017-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3725000,2017-01-01,1100000.0,1124
3322,2,4,4,0,0,15,0.11267256199999999,0.072884117,2017-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4100000,2017-05-01,1125000.0,1268
3323,2,4,4,0,0,18,0.11267256199999999,0.072884117,2017-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5100000,2017-05-01,1125000.0,1268
3324,2,4,4,0,0,12,0.11267256199999999,0.072884117,2018-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,290000,2018-02-01,1100000.0,810
3325,2,4,4,0,2,19,0.11267256199999999,0.072884117,2018-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1099625,2018-07-01,1094500.0,1106
3326,2,4,4,0,0,17,0.11267256199999999,0.072884117,2018-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1400000,2018-03-01,1097500.0,948
3327,2,4,4,0,13,27,0.11267256199999999,0.072884117,2018-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1460000,2018-12-01,1050000.0,880
3328,2,4,4,0,13,27,0.11267256199999999,0.072884117,2018-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1460000,2018-12-01,1050000.0,880
3329,2,4,4,0,12,25,0.11267256199999999,0.072884117,2018-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2610000,2018-11-01,1028432.0,819
3330,2,4,4,0,12,25,0.11267256199999999,0.072884117,2018-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2610000,2018-11-01,1028432.0,819
3331,2,4,4,0,10,23,0.11267256199999999,0.072884117,2018-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3300000,2018-10-01,985000.0,1054
3332,2,4,4,0,10,23,0.11267256199999999,0.072884117,2018-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3300000,2018-10-01,985000.0,1054
3333,2,4,4,0,0,16,0.11267256199999999,0.072884117,2018-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4200000,2018-03-01,1097500.0,948
3334,2,4,4,0,2,19,0.11267256199999999,0.072884117,2018-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4687875,2018-07-01,1094500.0,1106
3335,2,1,1,2005,30,32,0.399430766,0.176514563,2015-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,600000,2015-09-01,981500.0,1345
3336,2,1,1,2005,21,29,0.399430766,0.176514563,2015-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,975000,2015-08-01,890000.0,1410
3337,2,1,1,2005,28,30,0.399430766,0.176514563,2015-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1695000,2015-09-01,981500.0,1345
3338,2,1,1,2005,0,39,0.399430766,0.176514563,2015-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1711000,2015-05-01,908000.0,1144
3339,2,1,1,2005,41,39,0.399430766,0.176514563,2016-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,650000,2016-10-01,975000.0,967
3340,2,1,1,2005,15,37,0.399430766,0.176514563,2016-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,650000,2016-07-01,1045000.0,1132
3341,2,1,1,2005,0,32,0.399430766,0.176514563,2016-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,996888,2016-05-01,1152811.0,1180
3342,2,1,1,2005,0,33,0.399430766,0.176514563,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,998000,2016-06-01,998500.0,1346
3343,2,1,1,2005,0,36,0.399430766,0.176514563,2016-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1125000,2016-01-01,1140000.0,996
3344,2,1,1,2005,19,40,0.399430766,0.176514563,2016-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1150000,2016-08-01,965000.0,1309
3345,2,1,1,2005,0,29,0.399430766,0.176514563,2016-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1675000,2016-03-01,986333.0,1239
3346,2,1,1,2005,0,36,0.399430766,0.176514563,2017-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,655000,2017-06-01,1200000.0,1431
3347,2,1,1,2005,10,35,0.399430766,0.176514563,2017-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,675000,2017-07-01,1195000.0,1125
3348,2,1,1,2005,20,46,0.399430766,0.176514563,2017-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,990000,2017-10-01,960000.0,1031
3349,2,1,1,2005,17,37,0.399430766,0.176514563,2017-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1040000,2017-08-01,1100000.0,1461
3350,2,1,1,2005,28,45,0.399430766,0.176514563,2017-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1250000,2017-12-01,1116000.0,1008
3351,2,1,1,2005,0,33,0.399430766,0.176514563,2017-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1450000,2017-05-01,1125000.0,1268
3352,2,1,1,2005,14,39,0.399430766,0.176514563,2017-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1757500,2017-08-01,1100000.0,1461
3353,2,1,1,2005,22,36,0.399430766,0.176514563,2018-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,660000,2018-12-01,1050000.0,880
3354,2,1,1,2005,22,36,0.399430766,0.176514563,2018-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,660000,2018-12-01,1050000.0,880
3355,2,1,1,2005,13,32,0.399430766,0.176514563,2018-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1275000,2018-10-01,985000.0,1054
3356,2,1,1,2005,13,32,0.399430766,0.176514563,2018-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1275000,2018-10-01,985000.0,1054
3357,2,1,1,2005,10,28,0.399430766,0.176514563,2018-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1675000,2018-09-01,1006579.0,852
3358,2,1,1,2005,7,45,0.399430766,0.176514563,2018-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1700000,2018-07-01,1094500.0,1106
3359,2,1,1,1930,7,14,0.043582101,0.114034016,2015-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1160000,2015-08-01,890000.0,1410
3360,2,1,2,1926,11,7,0.548914537,0.16878010899999998,2015-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,539000,2015-10-01,1010000.0,1294
3361,2,1,3,1912,0,5,0.254191944,0.31536482,2015-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,375000,2015-09-01,981500.0,1345
3362,2,1,1,1926,0,0,0.372527906,0.283981102,2015-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,354900,2015-01-01,990000.0,975
3363,2,1,1,1956,0,15,0.437536406,0.23748862,2015-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,480000,2015-07-01,960000.0,1568
3364,2,1,3,1940,1,6,0.517673492,0.183453881,2015-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,559000,2015-09-01,981500.0,1345
3365,2,1,3,1940,0,3,0.517673492,0.183453881,2019-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,745000,2019-02-01,1098750.0,788
3366,2,1,0,1912,9,16,0.353308319,0.082575921,2015-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,390000,2015-07-01,960000.0,1568
3367,2,1,0,1932,0,5,0.41791201,0.120024456,2015-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,495000,2015-01-01,990000.0,975
