,ZipCode,BuildingCategoryNum,BuildingClassAtTimeOfSale,TaxClassAtTimeOfSale,Baths,Beds,YearBuilt,NumComplaints3moPointOneMile,NumFelonies3moPointOneMile,min_dist_park,min_dist_subway,halfMileAvgPrice6mo,SalePrice
67,10002,10,D4,2,1,1,1960,0,5,0.072851302,0.138087796,,775000
68,10002,10,D4,2,1,1,1960,27,7,0.072851302,0.138087796,1372904.91,799000
69,10002,10,D4,2,1,1,1960,27,7,0.072851302,0.138087796,1372904.91,799000
70,10002,10,D4,2,1,1,1960,11,12,0.072851302,0.138087796,1011054.57,802000
71,10002,10,D4,2,1,1,1960,0,5,0.08803036,0.169911533,,815000
72,10002,10,D4,2,1,2,1960,0,6,0.088248566,0.177758763,,1025000
73,10002,10,D4,2,1,2,1960,8,11,0.078359184,0.147841285,844160.71,1052500
74,10002,10,D4,2,1,2,1960,0,5,0.078359184,0.147841285,,1100000
75,10002,10,D4,2,2,3,1960,2,5,0.09202781,0.170579209,1026693.7,1575000
76,10002,10,D4,2,1,0,1960,0,10,0.153372654,0.217243343,,475000
77,10002,10,D4,2,1,1,1960,0,10,0.153372654,0.217243343,,800000
78,10002,10,D4,2,1,1,1960,12,20,0.153372654,0.217243343,982628.93,835000
79,10002,10,D4,2,1,2,1960,0,10,0.153509251,0.217425464,,1030000
80,10002,10,D4,2,1,2,1960,12,20,0.153509251,0.217425464,966673.69,1150000
81,10002,10,D4,2,1,3,1960,0,14,0.217719747,0.262491204,,1210000
82,10002,10,D4,2,1,1,1955,4,3,0.523130728,0.510672571,988969.37,585000
83,10002,10,D4,2,1,1,1955,0,9,0.542914125,0.532794129,967649.86,635000
84,10002,10,D4,2,1,1,1955,1,2,0.52830142,0.513450297,967127,650000
85,10002,10,D4,2,3,3,1955,0,9,0.542914125,0.532794129,794092.89,695000
86,10002,10,D4,2,1,2,1955,0,1,0.52830142,0.513450297,,700000
87,10002,10,D4,2,1,1,1955,0,4,0.52830142,0.513450297,871705.29,775000
88,10002,10,D4,2,1,2,1955,3,3,0.523130728,0.510672571,991080.01,815000
89,10002,10,D4,2,1,2,1955,1,7,0.523130728,0.510672571,961278.44,852000
90,10002,10,D4,2,1,2,1955,1,7,0.523130728,0.510672571,961278.44,875000
91,10002,10,D4,2,1,2,1955,0,0,0.52830142,0.513450297,,925000
92,10002,10,D4,2,1,2,1955,0,0,0.523130728,0.510672571,,941800
93,10002,10,D4,2,1,3,1955,0,4,0.542914125,0.532794129,1036979,1150000
