,ZipCode,BuildingCategoryNum,BuildingClassAtTimeOfSale,TaxClassAtTimeOfSale,Baths,Beds,YearBuilt,NumComplaints3moPointOneMile,NumFelonies3moPointOneMile,min_dist_park,min_dist_subway,halfMileAvgPrice6mo,SalePrice
2765,10036,13,R4,2,2,2,2006,0,6,0.36213179,0.452872315,,1325000
2766,10036,13,R4,2,2,2,2006,0,10,0.36213179,0.452872315,,1547870
2767,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,267771
2768,10036,13,R4,2,1,1,2005,6,5,0.521046949,0.419064402,1269667.84,680000
2769,10036,13,R4,2,1,1,2005,0,0,0.521046949,0.419064402,,750000
2770,10036,13,R4,2,1,1,2005,0,3,0.521046949,0.419064402,,795000
2771,10036,13,R4,2,1,1,2005,0,0,0.521046949,0.419064402,,815000
2772,10036,13,R4,2,1,1,2005,9,5,0.521046949,0.419064402,1385281.92,822500
2773,10036,13,R4,2,1,1,2005,9,5,0.521046949,0.419064402,1381418.11,825000
2774,10036,13,R4,2,1,1,2005,11,6,0.521046949,0.419064402,1259825.49,840000
2775,10036,13,R4,2,1,1,2005,7,7,0.521046949,0.419064402,1346533,843000
2776,10036,13,R4,2,1,1,2005,7,4,0.521046949,0.419064402,1223430.55,850000
2777,10036,13,R4,2,1,1,2005,0,0,0.521046949,0.419064402,,850000
2778,10036,13,R4,2,1,1,2005,10,6,0.521046949,0.419064402,1409495.76,850000
2779,10036,13,R4,2,1,1,2005,8,5,0.521046949,0.419064402,1209314.73,855000
2780,10036,13,R4,2,1,1,2005,0,0,0.521046949,0.419064402,,860000
2781,10036,13,R4,2,1,1,2005,0,11,0.521046949,0.419064402,,880000
2782,10036,13,R4,2,1,1,2005,3,13,0.521046949,0.419064402,1249365.97,890000
2783,10036,13,R4,2,1,1,2005,0,12,0.521046949,0.419064402,,900000
2784,10036,13,R4,2,1,1,2005,0,11,0.521046949,0.419064402,,906000
2785,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,940000
2786,10036,13,R4,2,1,1,2005,7,5,0.521046949,0.419064402,1256226.61,945000
2787,10036,13,R4,2,1,1,2005,0,4,0.521046949,0.419064402,,948000
2788,10036,13,R4,2,1,1,2005,8,5,0.521046949,0.419064402,1209314.73,998500
2789,10036,13,R4,2,1,1,2005,0,10,0.521046949,0.419064402,,999500
2790,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,999988
2791,10036,13,R4,2,1,1,2005,5,8,0.521046949,0.419064402,1162057.39,1017500
2792,10036,13,R4,2,1,1,2005,0,7,0.521046949,0.419064402,,1050000
2793,10036,13,R4,2,1,1,2005,0,7,0.521046949,0.419064402,,1100000
2794,10036,13,R4,2,1,1,2005,10,6,0.521046949,0.419064402,2688215.96,1200000
2795,10036,13,R4,2,1,1,2005,2,13,0.521046949,0.419064402,1387626.82,1550000
2796,10036,13,R4,2,1,1,2005,9,5,0.521046949,0.419064402,1381249.16,1590000
2797,10036,13,R4,2,1,1,2005,11,5,0.521046949,0.419064402,1368805.35,1600000
2798,10036,13,R4,2,1,1,2005,5,9,0.521046949,0.419064402,1239551.38,1600000
2799,10036,13,R4,2,1,1,2005,9,6,0.521046949,0.419064402,2631330.56,1688000
2800,10036,13,R4,2,1,1,2005,7,8,0.521046949,0.419064402,1236074.86,1800000
2801,10036,13,R4,2,1,1,2005,8,5,0.521046949,0.419064402,1270916.5,1850000
2802,10036,13,R4,2,1,1,2005,9,5,0.521046949,0.419064402,1381418.11,2050000
2803,10036,13,R4,2,1,1,2005,0,0,0.521046949,0.419064402,,2100000
2804,10036,13,R4,2,1,1,2005,0,5,0.521046949,0.419064402,,750000
2805,10036,13,R4,2,1,1,2005,9,19,0.521046949,0.419064402,1171052.07,756001
2806,10036,13,R4,2,1,1,2005,8,15,0.521046949,0.419064402,1157896.25,760000
2807,10036,13,R4,2,1,1,2005,2,7,0.521046949,0.419064402,1112704.55,765000
2808,10036,13,R4,2,1,1,2005,9,19,0.521046949,0.419064402,1179034.95,777000
2809,10036,13,R4,2,1,1,2005,6,9,0.521046949,0.419064402,1140040.92,785000
2810,10036,13,R4,2,1,1,2005,0,8,0.521046949,0.419064402,,799000
2811,10036,13,R4,2,1,1,2005,0,5,0.521046949,0.419064402,,800000
2812,10036,13,R4,2,1,1,2005,0,11,0.521046949,0.419064402,,817000
2813,10036,13,R4,2,1,1,2005,2,10,0.521046949,0.419064402,1125127.73,840000
2814,10036,13,R4,2,1,1,2005,0,5,0.521046949,0.419064402,,850000
2815,10036,13,R4,2,1,1,2005,10,17,0.521046949,0.419064402,1186282.54,860000
2816,10036,13,R4,2,1,1,2005,0,4,0.521046949,0.419064402,,868000
2817,10036,13,R4,2,1,1,2005,2,8,0.521046949,0.419064402,1143755.56,870000
2818,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,875000
2819,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,880000
2820,10036,13,R4,2,1,1,2005,10,14,0.521046949,0.419064402,1184619.72,920000
2821,10036,13,R4,2,1,1,2005,7,10,0.521046949,0.419064402,1169235.85,971000
2822,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,985000
2823,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,990000
2824,10036,13,R4,2,1,1,2005,0,11,0.521046949,0.419064402,,992000
2825,10036,13,R4,2,1,1,2005,9,19,0.521046949,0.419064402,1171052.07,998000
2826,10036,13,R4,2,1,1,2005,0,12,0.521046949,0.419064402,,999000
2827,10036,13,R4,2,1,1,2005,10,15,0.521046949,0.419064402,1185183.85,1007002
2828,10036,13,R4,2,1,1,2005,10,12,0.521046949,0.419064402,1189369.9,1090000
2829,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,1155000
2830,10036,13,R4,2,1,1,2005,0,12,0.521046949,0.419064402,,1165000
2831,10036,13,R4,2,1,1,2005,6,9,0.521046949,0.419064402,1130138.46,1170000
2832,10036,13,R4,2,1,1,2005,0,9,0.521046949,0.419064402,,1175000
2833,10036,13,R4,2,1,1,2005,8,16,0.521046949,0.419064402,1160782.37,1185000
2834,10036,13,R4,2,1,1,2005,9,18,0.521046949,0.419064402,1177033.42,1237500
2835,10036,13,R4,2,1,1,2005,0,15,0.521046949,0.419064402,,1247000
2836,10036,13,R4,2,1,1,2005,0,12,0.521046949,0.419064402,,1448695
2837,10036,13,R4,2,1,1,2005,8,19,0.521046949,0.419064402,1116159.36,1464000
2838,10036,13,R4,2,1,1,2005,0,8,0.521046949,0.419064402,,1600000
2839,10036,13,R4,2,1,1,2005,0,10,0.521046949,0.419064402,,1645000
2840,10036,13,R4,2,1,1,2005,8,18,0.521046949,0.419064402,1169490.75,1650000
2841,10036,13,R4,2,1,1,2005,0,5,0.521046949,0.419064402,,1685000
2842,10036,13,R4,2,1,1,2005,9,19,0.521046949,0.419064402,1162837.26,1825000
2843,10036,13,R4,2,1,1,2005,3,17,0.521046949,0.419064402,1498325.48,680000
2844,10036,13,R4,2,1,1,2005,10,14,0.521046949,0.419064402,1854407.22,705000
2845,10036,13,R4,2,1,1,2005,0,11,0.521046949,0.419064402,,770000
2846,10036,13,R4,2,1,1,2005,12,15,0.521046949,0.419064402,1133590.92,785000
2847,10036,13,R4,2,1,1,2005,13,15,0.521046949,0.419064402,1278310.9,799000
2848,10036,13,R4,2,1,1,2005,0,16,0.521046949,0.419064402,,822665
2849,10036,13,R4,2,1,1,2005,0,12,0.521046949,0.419064402,,825000
2850,10036,13,R4,2,1,1,2005,13,15,0.521046949,0.419064402,1319660.85,830913
2851,10036,13,R4,2,1,1,2005,10,13,0.521046949,0.419064402,1375004.41,840000
2852,10036,13,R4,2,1,1,2005,0,14,0.521046949,0.419064402,,850000
2853,10036,13,R4,2,1,1,2005,19,15,0.521046949,0.419064402,1868443.51,860000
2854,10036,13,R4,2,1,1,2005,19,15,0.521046949,0.419064402,1868443.51,900000
2855,10036,13,R4,2,1,1,2005,0,11,0.521046949,0.419064402,,930000
2856,10036,13,R4,2,1,1,0,9,17,0.521046949,0.419064402,2044348.43,935000
2857,10036,13,R4,2,1,1,2005,11,17,0.521046949,0.419064402,1419980.25,935000
2858,10036,13,R4,2,1,1,2005,18,13,0.521046949,0.419064402,1372064.59,935752
2859,10036,13,R4,2,1,1,2005,17,13,0.521046949,0.419064402,1374459.18,950000
2860,10036,13,R4,2,1,1,2005,9,13,0.521046949,0.419064402,1375004.41,990000
2861,10036,13,R4,2,1,1,2005,11,14,0.521046949,0.419064402,1105103.85,999000
2862,10036,13,R4,2,1,1,2005,12,14,0.521046949,0.419064402,1100500.48,999000
2863,10036,13,R4,2,1,1,2005,13,15,0.521046949,0.419064402,1329055.53,1034375
2864,10036,13,R4,2,1,1,2005,12,16,0.521046949,0.419064402,1509234.15,1140000
2865,10036,13,R4,2,1,1,2005,5,13,0.521046949,0.419064402,1568851.7,1166000
2866,10036,13,R4,2,1,1,2005,20,14,0.521046949,0.419064402,1948232.29,1169000
2867,10036,13,R4,2,1,1,2005,19,15,0.521046949,0.419064402,2019978.89,1200000
2868,10036,13,R4,2,1,1,2005,13,15,0.521046949,0.419064402,1319660.85,1235000
2869,10036,13,R4,2,1,1,2005,0,9,0.521046949,0.419064402,,1250000
2870,10036,13,R4,2,1,1,2005,0,10,0.521046949,0.419064402,,1275000
2871,10036,13,R4,2,1,1,2005,20,14,0.521046949,0.419064402,1997272.65,1275000
2872,10036,13,R4,2,1,1,2005,11,14,0.521046949,0.419064402,1105103.85,1500000
2873,10036,13,R4,2,1,1,2005,0,15,0.521046949,0.419064402,,1663820
2874,10036,13,R4,2,1,1,2005,0,12,0.521046949,0.419064402,,1680000
2875,10036,13,R4,2,1,1,2005,9,14,0.521046949,0.419064402,2269986.62,1738888
2876,10036,13,R4,2,1,1,2005,0,12,0.521046949,0.419064402,,1787500
2877,10036,13,R4,2,1,1,2005,12,14,0.521046949,0.419064402,1100500.48,1950000
2878,10036,13,R4,2,1,1,2005,18,15,0.521046949,0.419064402,1846568.35,2175000
2879,10036,13,R4,2,1,1,2005,5,22,0.521046949,0.419064402,1155838.04,505000
2880,10036,13,R4,2,1,1,2005,5,22,0.521046949,0.419064402,1155838.04,505000
2881,10036,13,R4,2,1,1,2005,0,12,0.521046949,0.419064402,,765000
2882,10036,13,R4,2,1,1,2005,0,17,0.521046949,0.419064402,,800000
2883,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,800000
2884,10036,13,R4,2,1,1,2005,0,20,0.521046949,0.419064402,,860000
2885,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,890000
2886,10036,13,R4,2,1,1,2005,4,22,0.521046949,0.419064402,1142424.9,894000
2887,10036,13,R4,2,1,1,2005,4,22,0.521046949,0.419064402,1142424.9,894000
2888,10036,13,R4,2,1,1,2005,4,19,0.521046949,0.419064402,1046493.72,925000
2889,10036,13,R4,2,1,1,2005,4,19,0.521046949,0.419064402,1046493.72,950000
2890,10036,13,R4,2,1,1,2005,4,19,0.521046949,0.419064402,1089823.17,965000
2891,10036,13,R4,2,1,1,2005,0,19,0.521046949,0.419064402,,978770
2892,10036,13,R4,2,1,1,2005,4,19,0.521046949,0.419064402,1078590.12,1035000
2893,10036,13,R4,2,1,1,2005,4,19,0.521046949,0.419064402,1078590.12,1035000
2894,10036,13,R4,2,1,1,2005,1,21,0.521046949,0.419064402,1060873.71,1100000
2895,10036,13,R4,2,1,1,2005,0,15,0.521046949,0.419064402,,1180000
2896,10036,13,R4,2,1,1,2005,5,22,0.521046949,0.419064402,1133132.17,1227000
2897,10036,13,R4,2,1,1,2005,5,22,0.521046949,0.419064402,1133132.17,1227000
2898,10036,13,R4,2,1,1,2005,5,22,0.521046949,0.419064402,1117175.94,1435732
2899,10036,13,R4,2,1,1,2005,5,22,0.521046949,0.419064402,1117175.94,1435732
2900,10036,13,R4,2,1,1,2005,0,13,0.521046949,0.419064402,,1550000
2901,10036,13,R4,2,1,1,2005,5,22,0.521046949,0.419064402,1155838.04,1750000
2902,10036,13,R4,2,1,1,2005,5,22,0.521046949,0.419064402,1155838.04,1750000
2903,10036,13,R4,2,1,1,2005,0,15,0.521046949,0.419064402,,2000000
2904,10009,2,S2,1,3,3,1930,0,3,0.236364331,0.07608775,,4750000
2905,10009,8,D3,2,3,3,2017,0,0,0.236364331,0.07608775,,12370800
2906,10003,9,C6,2,1,0,1900,0,9,0.360858789,0.150792213,,372550
2907,10009,10,D4,2,1,1,1929,19,12,0.262774698,0.233082225,1461410.06,800000
2908,10003,10,D4,2,2,2,1928,0,26,0.286844091,0.191964348,,2650000
2909,10003,12,R2,2,2,2,1900,50,16,0.440609102,0.186872918,2114429.56,1750000
2910,10009,13,R4,2,2,2,0,7,15,0.245464808,0.097148442,1399313.65,1100000
2911,10009,13,R4,2,2,2,0,0,16,0.245464808,0.097148442,,1310000
2912,10009,13,R4,2,2,2,0,24,15,0.245464808,0.097148442,1760859.34,1590000
2913,10009,13,R4,2,2,2,0,0,11,0.245464808,0.097148442,,1940000
2914,10009,13,R4,2,2,2,0,15,12,0.245464808,0.097148442,1288571.31,2050000
2915,10009,13,R4,2,2,2,0,34,12,0.245464808,0.097148442,1297412.31,1986075
2916,10009,13,R4,2,2,2,0,34,12,0.245464808,0.097148442,1297412.31,1986075
2917,10001,10,D0,2,2,3,1927,0,38,0.268071345,0.099271012,,2650000
2918,10001,10,D0,2,2,3,1927,0,28,0.268071345,0.099271012,,3600000
2919,10018,13,R4,2,2,2,2010,0,23,0.244692916,0.213398189,,5300000
2920,10018,13,R4,2,2,2,2010,13,10,0.244692916,0.213398189,1253475.32,1735000
2921,10005,10,D4,2,2,3,1911,0,15,0.29165996,0.107997145,,1450000
2922,10011,10,D4,2,1,0,1964,0,20,0.544498425,0.05182407,,487500
2923,10011,10,D4,2,1,0,1964,8,0,0.544498425,0.05182407,1334392.86,565000
2924,10011,10,D4,2,1,1,1964,0,2,0.544498425,0.05182407,,637000
2925,10011,10,D4,2,1,1,1964,25,21,0.544498425,0.05182407,2006290.22,840000
2926,10011,10,D4,2,1,1,1964,25,21,0.544498425,0.05182407,2006290.22,840000
2927,10011,10,D4,2,1,1,1964,11,18,0.544498425,0.05182407,1765979.57,665000
2928,10011,10,D4,2,1,1,1964,10,0,0.544498425,0.05182407,2176867.12,775000
2929,10011,10,D4,2,1,0,1964,14,20,0.544498425,0.05182407,1901049.39,672000
2930,10011,10,D4,2,1,0,1964,6,28,0.544498425,0.05182407,2162526.26,780000
2931,10011,10,D4,2,1,1,1964,0,15,0.544498425,0.05182407,,675000
2932,10011,10,D4,2,1,1,1964,16,0,0.544498425,0.05182407,1966383.03,770000
2933,10011,10,D4,2,3,3,1925,0,19,0.193388744,0.154726081,,3690000
2934,10010,10,D4,2,2,2,2005,0,26,0.24268657,0.123947609,,1895000
