TaxClassAtTimeOfSale,Baths,Beds,YearBuilt,NumComplaints3moPointOneMile,NumFelonies3moPointOneMile,min_dist_park,min_dist_subway,halfMileAvgPrice6mo,ZipCode_10001,ZipCode_10002,ZipCode_10003,ZipCode_10004,ZipCode_10005,ZipCode_10006,ZipCode_10007,ZipCode_10009,ZipCode_10010,ZipCode_10011,ZipCode_10012,ZipCode_10013,ZipCode_10014,ZipCode_10016,ZipCode_10017,ZipCode_10018,ZipCode_10019,ZipCode_10021,ZipCode_10022,ZipCode_10023,ZipCode_10024,ZipCode_10025,ZipCode_10026,ZipCode_10027,ZipCode_10028,ZipCode_10029,ZipCode_10030,ZipCode_10031,ZipCode_10032,ZipCode_10033,ZipCode_10034,ZipCode_10035,ZipCode_10036,ZipCode_10037,ZipCode_10038,ZipCode_10039,ZipCode_10040,ZipCode_10065,ZipCode_10069,ZipCode_10075,ZipCode_10128,ZipCode_10280,BuildingCategory_CONDOS ,BuildingCategory_COOPS ,BuildingCategory_OTHERS,SalePrice
2,1,2,1960,12,20,0.153509251,0.217425464,966673.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1150000
2,1,3,1960,0,14,0.217719747,0.262491204,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1210000
2,1,1,1955,4,3,0.523130728,0.510672571,988969.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,585000
2,1,1,1955,0,9,0.542914125,0.532794129,967649.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,635000
2,1,1,1955,1,2,0.52830142,0.513450297,967127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,650000
2,3,3,1955,0,9,0.542914125,0.532794129,794092.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,695000
2,1,2,1955,0,1,0.52830142,0.513450297,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,700000
2,1,1,1955,0,4,0.52830142,0.513450297,871705.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,775000
2,1,2,1955,3,3,0.523130728,0.510672571,991080.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,815000
2,1,2,1955,1,7,0.523130728,0.510672571,961278.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,852000
2,1,2,1955,1,7,0.523130728,0.510672571,961278.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,875000
2,1,2,1955,0,0,0.52830142,0.513450297,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,925000
2,1,2,1955,0,0,0.523130728,0.510672571,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,941800
2,1,3,1955,0,4,0.542914125,0.532794129,1036979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1150000
2,1,3,1955,0,3,0.542914125,0.532794129,826419.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1185000
2,2,2,1955,0,0,0.523130728,0.510672571,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1360000
2,1,1,1949,0,6,0.338084353,0.326945486,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,535000
2,1,1,1929,7,8,0.371450235,0.369252578,1013799.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,559000
2,1,1,1929,0,2,0.371450235,0.369252578,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,590000
2,1,1,1949,0,6,0.434304744,0.417501683,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,599000
2,1,1,1929,4,11,0.371450235,0.369252578,877677.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,640000
2,1,2,1949,11,7,0.434304744,0.417501683,995343.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,770000
