,Address,latitude,longitude,GeoCode
535,"400 5 AVENUE, New York, NY",40.750075200000005,-73.9837835,"(-73.983783500000001, 40.750075200000005)"
536,"400 FIFTH AVENUE, New York, NY",40.750075200000005,-73.9837835,"(-73.983783500000001, 40.750075200000005)"
537,"400 5TH AVENUE, New York, NY",40.750075200000005,-73.9837835,"(-73.983783500000001, 40.750075200000005)"
538,"355 WEST 39TH STREET, New York, NY",40.7564899,-73.9934938,"(-73.993493799999996, 40.756489899999998)"
539,"215 WEST 29TH STREET, New York, NY",40.7483946,-73.99370040000001,"(-73.993700400000009, 40.748394599999997)"
540,"3 HANOVER SQUARE, New York, NY",40.7049944,-74.0096537,"(-74.009653700000001, 40.704994399999997)"
541,"55 LIBERTY STREET, New York, NY",40.708804799999996,-74.009407,"(-74.009406999999996, 40.708804799999996)"
542,"176 BROADWAY, New York, NY",40.7099611,-74.00967800000001,"(-74.009678000000008, 40.709961100000001)"
543,"20 WEST STREET, New York, NY",40.70616879999999,-74.01576700000001,"(-74.015767000000011, 40.706168799999993)"
544,"88 GREENWICH STREET, New York, NY",40.707777899999996,-74.013832,"(-74.013831999999994, 40.707777899999996)"
545,"88 GREENWICH ST, New York, NY",40.707777899999996,-74.013832,"(-74.013831999999994, 40.707777899999996)"
546,"40 BROAD STREET, New York, NY",40.706027500000005,-74.01176540000002,"(-74.011765400000016, 40.706027500000005)"
547,"15 WILLIAM STREET, New York, NY",40.705253799999994,-74.0103402,"(-74.010340200000002, 40.705253799999994)"
548,"15 BROAD STREET, New York, NY",40.7067114,-74.01045699999999,"(-74.010456999999988, 40.706711400000003)"
549,"55 WALL STREET, New York, NY",40.7060805,-74.0093235,"(-74.009323499999994, 40.706080499999999)"
550,"82 BEAVER STREET, New York, NY",40.7052536,-74.00857420000001,"(-74.008574200000012, 40.705253599999999)"
551,"1 WALL STREET COURT, New York, NY",40.7053061,-74.00828759999999,"(-74.008287599999989, 40.705306100000001)"
552,"21-23 S. WILLIAM STREET, New York, NY",40.704320200000005,-74.0105559,"(-74.0105559, 40.704320200000005)"
553,"21-23 SOUTH WILLIAM STREET, New York, NY",40.704320200000005,-74.0105559,"(-74.0105559, 40.704320200000005)"
554,"21 SOUTH WILLIAM STREET, New York, NY",40.704364899999995,-74.0106636,"(-74.010663600000001, 40.704364899999995)"
555,"75 WALL STREET, New York, NY",40.7051691,-74.008024,"(-74.008024000000006, 40.705169099999999)"
556,"130 WATER STREET, New York, NY",40.7055852,-74.0070786,"(-74.0070786, 40.705585200000002)"
557,"164 PEARL STREET, New York, NY",40.7058765,-74.00740340000002,"(-74.007403400000015, 40.705876500000002)"
558,"56 PINE STREET, New York, NY",40.706832299999995,-74.0083798,"(-74.0083798, 40.706832299999995)"
559,"50 PINE STREET, New York, NY",40.706930799999995,-74.0085978,"(-74.008597800000004, 40.706930799999995)"
560,"20 PINE STREET, New York, NY",40.7075665,-74.00967659999999,"(-74.009676599999992, 40.707566499999999)"
561,"18 PINE STREET, New York, NY",40.70695429999999,-74.00904609999999,"(-74.009046099999992, 40.706954299999992)"
562,"120 GREENWICH STREET, New York, NY",40.709183200000005,-74.01333620000001,"(-74.013336200000012, 40.709183200000005)"
563,"123 WASHINGTON STREET, New York, NY",40.7092191,-74.01375340000001,"(-74.013753400000013, 40.709219099999999)"
564,"67 LIBERTY STREET, New York, NY",40.7091489,-74.00974959999999,"(-74.009749599999992, 40.709148900000002)"
565,"80 JOHN STREET, New York, NY",40.7082117,-74.00694870000001,"(-74.006948700000009, 40.7082117)"
566,"90 WILLIAM STREET, New York, NY",40.7081041,-74.00747309999998,"(-74.007473099999984, 40.7081041)"
567,"170 JOHN STREET, New York, NY",40.7060643,-74.0043451,"(-74.004345099999995, 40.706064300000001)"
568,"99 JOHN STREET, New York, NY",40.7083595,-74.0060041,"(-74.006004099999998, 40.7083595)"
569,"99 JOHN ST, New York, NY",40.7083595,-74.0060041,"(-74.006004099999998, 40.7083595)"
570,"59 JOHN STREET, New York, NY",40.708983,-74.0072266,"(-74.007226599999996, 40.708983000000003)"
571,"102 FULTON STREET, New York, NY",40.709565000000005,-74.00683640000001,"(-74.006836400000012, 40.709565000000005)"
572,"71 NASSAU STREET, New York, NY",40.7096829,-74.00840649999999,"(-74.008406499999992, 40.709682899999997)"
573,"71 NASSAU ST, New York, NY",40.7096829,-74.00840649999999,"(-74.008406499999992, 40.709682899999997)"
574,"130 FULTON STREET, New York, NY",40.7102589,-74.0080526,"(-74.008052599999999, 40.710258899999999)"
575,"65 NASSAU STREET, New York, NY",40.70948189999999,-74.0086895,"(-74.008689500000003, 40.709481899999993)"
576,"28 EAST 21ST STREET, New York, NY",40.7393724,-73.9888954,"(-73.988895400000004, 40.739372400000001)"
577,"10 WEST 15TH STREET, New York, NY",40.73687879999999,-73.9941595,"(-73.994159499999995, 40.736878799999992)"
578,"10 WEST 15 STREET, New York, NY",40.73687879999999,-73.9941595,"(-73.994159499999995, 40.736878799999992)"
579,"10 WEST 15TH, New York, NY",40.73687879999999,-73.9941595,"(-73.994159499999995, 40.736878799999992)"
580,"40 WEST 15TH STREET, New York, NY",40.7374651,-73.9951533,"(-73.995153299999998, 40.737465100000001)"
581,"30 WEST 15TH STREET, New York, NY",40.7372563,-73.99477929999999,"(-73.99477929999999, 40.737256299999999)"
582,"16 WEST 16TH STREET, New York, NY",40.74072329999999,-74.00072809999999,"(-74.000728099999989, 40.740723299999992)"
583,"16 WEST 16, New York, NY",40.74072329999999,-74.00072809999999,"(-74.000728099999989, 40.740723299999992)"
584,"54 WEST 16TH STREET, New York, NY",40.7384289,-73.99569749999999,"(-73.995697499999991, 40.738428900000002)"
585,"16 WEST 16TH, New York, NY",40.74072329999999,-74.00072809999999,"(-74.000728099999989, 40.740723299999992)"
586,"4 WEST 16, New York, NY",40.7374018,-73.9933561,"(-73.9933561, 40.737401800000001)"
587,"4 WEST 16TH STREET, New York, NY",40.7374018,-73.9933561,"(-73.9933561, 40.737401800000001)"
588,"14 WEST 17TH STREET, New York, NY",40.7381537,-73.99332940000001,"(-73.993329400000007, 40.738153699999998)"
589,"40 WEST 17TH STREET, New York, NY",40.738594,-73.994412,"(-73.994411999999997, 40.738593999999999)"
590,"12 WEST 17TH STREET, New York, NY",40.7381223,-73.99326429999999,"(-73.993264299999993, 40.738122300000001)"
591,"4 WEST 21ST STREET, New York, NY",40.7404258,-73.9914049,"(-73.991404900000006, 40.740425799999997)"
592,"40 WEST 22ND STREET, New York, NY",40.7415598,-73.9923231,"(-73.992323099999993, 40.741559799999997)"
593,"15 WEST 24TH STREET, New York, NY",40.7429471,-73.990239,"(-73.990239000000003, 40.742947100000002)"
594,"208 FIFTH AVENUE, New York, NY",40.743286700000006,-73.988817,"(-73.988816999999997, 40.743286700000006)"
595,"22 WEST 26TH STREET, New York, NY",40.7440082,-73.99009170000001,"(-73.990091700000008, 40.744008200000003)"
596,"7 EAST 14TH STREET, New York, NY",40.735795,-73.9925067,"(-73.992506700000007, 40.735795000000003)"
597,"7 EAST 14 STREET, New York, NY",40.735795,-73.9925067,"(-73.992506700000007, 40.735795000000003)"
598,"7-11 EAST 14TH STREET, New York, NY",40.7285922,-73.97600059999999,"(-73.976000599999992, 40.728592200000001)"
599,"105 FIFTH AVENUE, New York, NY",40.7382195,-73.9915949,"(-73.991594899999996, 40.7382195)"
600,"105 5 AVENUE, New York, NY",40.7382195,-73.9915949,"(-73.991594899999996, 40.7382195)"
601,"222 PARK AVENUE SOUTH, New York, NY",40.7375166,-73.98895440000001,"(-73.988954400000011, 40.737516599999999)"
602,"874 BROADWAY, New York, NY",40.73780429999999,-73.9897579,"(-73.989757900000001, 40.737804299999993)"
603,"40 EAST 19 STREET, New York, NY",40.7379287,-73.989138,"(-73.989137999999997, 40.737928699999998)"
604,"40 EAST 19TH STREET, New York, NY",40.7379287,-73.989138,"(-73.989137999999997, 40.737928699999998)"
605,"131 5 AVENUE, New York, NY",40.7393855,-73.9907391,"(-73.990739099999999, 40.739385499999997)"
606,"889 BROADWAY, New York, NY",40.7387741,-73.9901945,"(-73.990194500000001, 40.738774100000001)"
607,"30 EAST 22ND STREET, New York, NY",40.7398263,-73.98808100000001,"(-73.988081000000008, 40.739826299999997)"
608,"33 EAST 22ND STREET, New York, NY",40.7400376,-73.9876681,"(-73.987668099999993, 40.740037600000001)"
609,"21 EAST 22ND STREET, New York, NY",40.7404797,-73.9884715,"(-73.988471500000003, 40.740479700000002)"
610,"13-21 EAST 22ND STREET, New York, NY",40.740446999999996,-73.988439,"(-73.988439, 40.740446999999996)"
611,"66 MADISON AVENUE, New York, NY",40.74369779999999,-73.9861709,"(-73.986170900000005, 40.743697799999993)"
612,"48 WEST 22ND STREET, New York, NY",40.7417242,-73.9925297,"(-73.992529700000006, 40.7417242)"
613,"43-45 EAST 19TH STREET, New York, NY",40.738188799999996,-73.9886561,"(-73.9886561, 40.738188799999996)"
614,"28 EAST 22ND STREET, New York, NY",40.7398393,-73.9881728,"(-73.988172800000001, 40.7398393)"
615,"50 WEST 15TH ST, New York, NY",40.7374472,-73.99544499999999,"(-73.995444999999989, 40.737447199999998)"
616,"22 WEST 15TH STREET, New York, NY",40.737088799999995,-73.9946875,"(-73.994687499999998, 40.737088799999995)"
617,"50 WEST 15TH STREET, New York, NY",40.7374472,-73.99544499999999,"(-73.995444999999989, 40.737447199999998)"
618,"108 5 AVENUE, New York, NY",40.737246899999995,-73.9930806,"(-73.993080599999999, 40.737246899999995)"
619,"35 WEST 15TH STREET, New York, NY",40.737495,-73.9947042,"(-73.994704200000001, 40.737495000000003)"
620,"108 FIFTH AVENUE, New York, NY",40.737246899999995,-73.9930806,"(-73.993080599999999, 40.737246899999995)"
621,"63 WEST 17TH STREET, New York, NY",40.7394026,-73.9950777,"(-73.995077699999996, 40.739402599999998)"
622,"12 WEST 18TH STREET, New York, NY",40.7388719,-73.99295490000002,"(-73.992954900000015, 40.738871899999999)"
623,"15 WEST 17TH ST, New York, NY",40.7384889,-73.9931265,"(-73.993126500000002, 40.7384889)"
624,"32 WEST 18TH STREET, New York, NY",40.7390659,-73.9937922,"(-73.993792200000001, 40.7390659)"
625,"16 WEST 19TH STREET, New York, NY",40.739461799999994,-73.9925543,"(-73.992554299999995, 40.739461799999994)"
626,"8 WEST 19TH STREET, New York, NY",40.739261799999994,-73.9922161,"(-73.992216099999993, 40.739261799999994)"
627,"650 SIXTH AVENUE, New York, NY",40.7407484,-73.9939939,"(-73.993993900000007, 40.740748400000001)"
628,"650 AVENUE OF THE AMER, New York, NY",40.7407484,-73.9939939,"(-73.993993900000007, 40.740748400000001)"
629,"27 WEST 19TH STREET, New York, NY",40.739906500000004,-73.9927696,"(-73.992769600000003, 40.739906500000004)"
630,"27 WEST 19 ST, New York, NY",40.739906500000004,-73.9927696,"(-73.992769600000003, 40.739906500000004)"
631,"15 WEST 20TH STREET, New York, NY",40.740333500000006,-73.9919787,"(-73.991978700000004, 40.740333500000006)"
632,"9 WEST 20TH STREET, New York, NY",40.740268799999996,-73.99179509999999,"(-73.99179509999999, 40.740268799999996)"
633,"1107 BROADWAY, New York, NY",40.742712700000006,-73.989604,"(-73.989604, 40.742712700000006)"
634,"15 UNION SQUARE WEST, New York, NY",40.7358934,-73.9917033,"(-73.991703299999998, 40.735893400000002)"
635,"13 EAST 16TH STREET, New York, NY",40.7371164,-73.99157240000001,"(-73.99157240000001, 40.737116399999998)"
636,"7 EAST 17TH STREET, New York, NY",40.7378555,-73.99134240000001,"(-73.991342400000008, 40.737855500000002)"
637,"240 PARK AVENUE SOUTH, New York, NY",40.7380595,-73.98828879999999,"(-73.988288799999992, 40.738059499999999)"
638,"42 EAST 20TH STREET, New York, NY",40.7384602,-73.9885638,"(-73.988563799999994, 40.738460199999999)"
639,"254 PARK AVENUE SOUTH, New York, NY",40.73861289999999,-73.98782800000001,"(-73.987828000000007, 40.738612899999993)"
640,"260 PARK AVENUE SOUTH, New York, NY",40.7388862,-73.9877132,"(-73.987713200000002, 40.738886200000003)"
641,"7 EAST 20TH STREET, New York, NY",40.7395035,-73.9902122,"(-73.990212200000002, 40.739503499999998)"
642,"141 5 AVENUE, New York, NY",40.739927,-73.9903819,"(-73.990381900000003, 40.739927000000002)"
643,"280 PARK AVENUE SOUTH, New York, NY",40.7395698,-73.9875483,"(-73.9875483, 40.739569799999998)"
644,"49 EAST 21ST STREET, New York, NY",40.7392949,-73.98773659999999,"(-73.987736599999991, 40.739294899999997)"
645,"5 EAST 22ND STREET, New York, NY",40.740742499999996,-73.9890576,"(-73.989057599999995, 40.740742499999996)"
646,"23 EAST 22ND STREET, New York, NY",40.740302299999996,-73.9881731,"(-73.988173099999997, 40.740302299999996)"
647,"43 EAST 25TH STREET, New York, NY",40.742067,-73.98609300000001,"(-73.986093000000011, 40.742066999999999)"
648,"225 5 AVENUE, New York, NY",40.74374470000001,-73.98755129999999,"(-73.987551299999993, 40.743744700000008)"
649,"225 FIFTH AVENUE, New York, NY",40.74374470000001,-73.98755129999999,"(-73.987551299999993, 40.743744700000008)"
650,"15 EAST 26TH STREET, New York, NY",40.7432963,-73.9870705,"(-73.987070500000002, 40.743296299999997)"
651,"398 PARK AVENUE SOUTH, New York, NY",40.7430869,-73.9845393,"(-73.984539299999994, 40.743086900000002)"
652,"241 5 AVENUE, New York, NY",40.744217600000006,-73.98724990000001,"(-73.987249900000009, 40.744217600000006)"
653,"241 FIFTH AVENUE, New York, NY",40.744217600000006,-73.98724990000001,"(-73.987249900000009, 40.744217600000006)"
654,"400 PARK AVENUE SOUTH, New York, NY",40.7431302,-73.9845083,"(-73.984508300000002, 40.743130200000003)"
655,"76 MADISON AVENUE, New York, NY",40.743971,-73.9860561,"(-73.986056099999999, 40.743971000000002)"
656,"35 WEST 20TH STREET, New York, NY",40.7407661,-73.9928511,"(-73.992851099999996, 40.740766100000002)"
657,"16 WEST 21ST STREET, New York, NY",40.7405391,-73.99179509999999,"(-73.99179509999999, 40.740539099999999)"
658,"40 EAST 20TH STREET, New York, NY",40.7384365,-73.98863309999999,"(-73.988633099999987, 40.738436499999999)"
659,"5 EAST 17TH STREET, New York, NY",40.737945700000004,-73.9914342,"(-73.9914342, 40.737945700000004)"
660,"69 FIFTH AVENUE, New York, NY",40.7360697,-73.9932183,"(-73.993218299999995, 40.736069700000002)"
661,"69 5 AVENUE, New York, NY",40.7360697,-73.9932183,"(-73.993218299999995, 40.736069700000002)"
662,"73 5 AVENUE, New York, NY",40.7367004,-73.9928107,"(-73.992810700000007, 40.736700399999997)"
663,"42 WEST 15TH STREET, New York, NY",40.7373279,-73.9952843,"(-73.995284299999994, 40.737327899999997)"
664,"351 SECOND AVENUE, New York, NY",40.736355700000004,-73.9823316,"(-73.982331599999995, 40.736355700000004)"
665,"259 3 AVENUE, New York, NY",40.7373046,-73.98398449999999,"(-73.983984499999991, 40.737304600000002)"
666,"141 EAST 18TH STREET, New York, NY",40.7363164,-73.9861824,"(-73.986182400000004, 40.7363164)"
667,"133 EAST 15TH STREET, New York, NY",40.734528399999995,-73.9875253,"(-73.987525300000001, 40.734528399999995)"
668,"130 EAST 17TH STREET, New York, NY",40.7354666,-73.9867907,"(-73.9867907, 40.735466600000002)"
669,"210 EAST 17TH STREET, New York, NY",40.7347431,-73.9852297,"(-73.985229700000005, 40.734743100000003)"
670,"149 E 19TH STREET, New York, NY",40.7366107,-73.9852458,"(-73.985245800000001, 40.7366107)"
671,"158 EAST 22ND STREET, New York, NY",40.738152,-73.98419799999999,"(-73.984197999999992, 40.738151999999999)"
672,"206 EAST18TH STREET, New York, NY",40.7353669,-73.9850001,"(-73.985000099999993, 40.735366900000002)"
673,"22 IRVING PLACE, New York, NY",40.734848,-73.9879091,"(-73.987909099999996, 40.734848)"
674,"142 EAST 16TH STREET, New York, NY",40.7347075,-73.98688259999999,"(-73.986882599999987, 40.734707499999999)"
675,"145 EAST 15 STREET, New York, NY",40.734305299999995,-73.9869055,"(-73.986905500000006, 40.734305299999995)"
676,"145 EAST 15TH STREET, New York, NY",40.734305299999995,-73.9869055,"(-73.986905500000006, 40.734305299999995)"
677,"105 EAST 15TH STREET, New York, NY",40.7352838,-73.98899990000001,"(-73.98899990000001, 40.735283799999998)"
678,"142 EAST 16 STREET, New York, NY",40.7347075,-73.98688259999999,"(-73.986882599999987, 40.734707499999999)"
679,"105 EAST 16TH STREET, New York, NY",40.735882200000006,-73.9885869,"(-73.988586900000001, 40.735882200000006)"
680,"130 EAST 18, New York, NY",40.736106400000004,-73.9865382,"(-73.986538199999998, 40.736106400000004)"
681,"130 EAST 18TH STREET, New York, NY",40.736106400000004,-73.9865382,"(-73.986538199999998, 40.736106400000004)"
682,"132 EAST 19TH STREET, New York, NY",40.7365461,-73.98596429999999,"(-73.985964299999992, 40.736546099999998)"
683,"112 EAST 19TH STREET, New York, NY",40.7370769,-73.9872089,"(-73.987208899999999, 40.737076899999998)"
684,"26 GRAMERCY PARK SOUTH, New York, NY",40.7371269,-73.98561,"(-73.985609999999994, 40.7371269)"
685,"81 IRVING PLACE, New York, NY",40.737297399999996,-73.9867282,"(-73.986728200000002, 40.737297399999996)"
686,"32 GRAMERCY PARK SOUTH, New York, NY",40.736945399999996,-73.98489040000001,"(-73.984890400000012, 40.736945399999996)"
687,"105 EAST 19TH STREET, New York, NY",40.737642799999996,-73.9873939,"(-73.987393900000001, 40.737642799999996)"
688,"32 GRAMERCY PARK S, New York, NY",40.736945399999996,-73.98489040000001,"(-73.984890400000012, 40.736945399999996)"
689,"38 GRAMERCY PARK, New York, NY",40.7376376,-73.9846788,"(-73.984678799999998, 40.737637599999999)"
690,"34 GRAMERCY PARK EAST, New York, NY",40.7373549,-73.98486240000001,"(-73.984862400000011, 40.7373549)"
691,"34 GRAMERCY PARK, New York, NY",40.7373549,-73.98486240000001,"(-73.984862400000011, 40.7373549)"
692,"4 LEXINGTON AVENUE, New York, NY",40.738819799999995,-73.9855281,"(-73.985528099999996, 40.738819799999995)"
693,"102 EAST 22ND STREET, New York, NY",40.7391206,-73.9864234,"(-73.986423400000007, 40.7391206)"
694,"7 LEXINGTON AVENUE, New York, NY",40.7385907,-73.98513790000001,"(-73.985137900000012, 40.738590700000003)"
695,"102 EAST 22 STREET, New York, NY",40.7391206,-73.9864234,"(-73.986423400000007, 40.7391206)"
696,"4 LEXINGTON AVE, New York, NY",40.738819799999995,-73.9855281,"(-73.985528099999996, 40.738819799999995)"
697,"44 GRAMERCY PARK, New York, NY",40.738113899999995,-73.98477059999999,"(-73.98477059999999, 40.738113899999995)"
698,"60 GRAMERCY PARK NORTH, New York, NY",40.738721500000004,-73.9863316,"(-73.9863316, 40.738721500000004)"
699,"45 GRAMERCY PARK NORTH, New York, NY",40.738153000000004,-73.98504609999999,"(-73.985046099999991, 40.738153000000004)"
700,"44 GRAMERCY PARK NORTH, New York, NY",40.738113899999995,-73.98477059999999,"(-73.98477059999999, 40.738113899999995)"
701,"330 THIRD AVENUE, New York, NY",40.739748,-73.9827778,"(-73.982777799999994, 40.739747999999999)"
702,"330 3 AVENUE, New York, NY",40.739748,-73.9827778,"(-73.982777799999994, 40.739747999999999)"
703,"50 LEXINGTON AVENUE, New York, NY",40.7406448,-73.9842426,"(-73.984242600000002, 40.740644799999998)"
704,"160 EAST 26TH STREET, New York, NY",40.7407858,-73.9823415,"(-73.982341500000004, 40.740785799999998)"
705,"160 EAST 27TH STREET, New York, NY",40.741431799999994,-73.9817405,"(-73.981740500000001, 40.741431799999994)"
706,"150 EAST 27TH STREET, New York, NY",40.7415796,-73.98212149999999,"(-73.982121499999991, 40.741579600000001)"
707,"140 EAST 28TH STREET, New York, NY",40.742142,-73.9818368,"(-73.981836799999996, 40.742142000000001)"
708,"230 EAST 15TH STREET, New York, NY",40.7332359,-73.9854248,"(-73.985424800000004, 40.733235899999997)"
709,"210 EAST 15TH STREET, New York, NY",40.733493100000004,-73.9860791,"(-73.986079099999998, 40.733493100000004)"
710,"210 EAST 15 STREET, New York, NY",40.733493100000004,-73.9860791,"(-73.986079099999998, 40.733493100000004)"
711,"201 EAST 15TH STREET, New York, NY",40.733973399999996,-73.9862509,"(-73.986250900000002, 40.733973399999996)"
712,"200 EAST 16TH STREET, New York, NY",40.734413399999994,-73.9860577,"(-73.986057700000003, 40.734413399999994)"
713,"200 EAST 16TH, New York, NY",40.734413399999994,-73.9860577,"(-73.986057700000003, 40.734413399999994)"
714,"200 E 16TH STREET, New York, NY",40.734413399999994,-73.9860577,"(-73.986057700000003, 40.734413399999994)"
715,"201 EAST 17TH STREET, New York, NY",40.7351956,-73.9853559,"(-73.985355900000002, 40.735195599999997)"
716,"201 E 17TH STREET, New York, NY",40.7351956,-73.9853559,"(-73.985355900000002, 40.735195599999997)"
717,"211 EAST 18TH STREET, New York, NY",40.7354659,-73.9841568,"(-73.984156799999994, 40.735465900000001)"
718,"205 THIRD AVENUE, New York, NY",40.735952000000005,-73.98477059999999,"(-73.98477059999999, 40.735952000000005)"
719,"242 EAST 19TH STREET, New York, NY",40.735490000000006,-73.9832385,"(-73.983238499999999, 40.735490000000006)"
720,"205 3 AVENUE, New York, NY",40.735952000000005,-73.98477059999999,"(-73.98477059999999, 40.735952000000005)"
721,"205 THIRD AVE, New York, NY",40.735952000000005,-73.98477059999999,"(-73.98477059999999, 40.735952000000005)"
722,"201 EAST 21ST STREET, New York, NY",40.7376153,-73.9841373,"(-73.9841373, 40.737615300000002)"
723,"207 EAST 21ST STREET, New York, NY",40.737487200000004,-73.9833473,"(-73.983347300000005, 40.737487200000004)"
724,"201 EAST 21, New York, NY",40.7376153,-73.9841373,"(-73.9841373, 40.737615300000002)"
725,"200 EAST 24TH STREET, New York, NY",40.7391221,-73.9824903,"(-73.982490299999995, 40.739122100000003)"
726,"200 EAST 24TH, New York, NY",40.7391221,-73.9824903,"(-73.982490299999995, 40.739122100000003)"
727,"215 EAST 24TH STREET, New York, NY",40.739268599999996,-73.98158509999999,"(-73.98158509999999, 40.739268599999996)"
728,"245 EAST 24TH STREET, New York, NY",40.7388152,-73.98068520000001,"(-73.980685200000011, 40.738815199999998)"
729,"245 EAST24TH STREET, New York, NY",40.7388152,-73.98068520000001,"(-73.980685200000011, 40.738815199999998)"
730,"201 EAST 25TH STREET, New York, NY",40.740113,-73.9818255,"(-73.981825499999999, 40.740113000000001)"
731,"245 EAST 25TH STREET, New York, NY",40.7395312,-73.980372,"(-73.980372000000003, 40.739531200000002)"
732,"201 E 25TH STREET, New York, NY",40.740113,-73.9818255,"(-73.981825499999999, 40.740113000000001)"
733,"201 EAST 25 STREET, New York, NY",40.740113,-73.9818255,"(-73.981825499999999, 40.740113000000001)"
734,"200 EAST 27TH STREET, New York, NY",40.7409294,-73.9807589,"(-73.980758899999998, 40.740929399999999)"
735,"200 EAST 27 STREET, New York, NY",40.7409294,-73.9807589,"(-73.980758899999998, 40.740929399999999)"
736,"236 EAST 28TH STREET, New York, NY",40.741172999999996,-73.9793588,"(-73.9793588, 40.741172999999996)"
737,"208 EAST 28 STREET, New York, NY",40.74149,-73.9802711,"(-73.980271099999996, 40.741489999999999)"
738,"236 EAST 28 STREET, New York, NY",40.741172999999996,-73.9793588,"(-73.9793588, 40.741172999999996)"
739,"208 EAST 28TH STREET, New York, NY",40.74149,-73.9802711,"(-73.980271099999996, 40.741489999999999)"
740,"13 GRAMERCY PARK SOUTH, New York, NY",40.7377321,-73.9869348,"(-73.9869348, 40.737732100000002)"
741,"48 GRAMERCY PARK NORTH, New York, NY",40.738288399999995,-73.9851838,"(-73.985183800000001, 40.738288399999995)"
742,"237 EAST 24TH ST., New York, NY",40.738936200000005,-73.98101120000001,"(-73.981011200000012, 40.738936200000005)"
743,"237 EAST 24TH STREET, New York, NY",40.738936200000005,-73.98101120000001,"(-73.981011200000012, 40.738936200000005)"
744,"1 IRVING PLACE, New York, NY",40.7348649,-73.9891759,"(-73.989175900000006, 40.734864899999998)"
745,"220 3RD AVENUE, New York, NY",40.736311900000004,-73.98519329999999,"(-73.985193299999992, 40.736311900000004)"
746,"220 3 AVENUE, New York, NY",40.736311900000004,-73.98519329999999,"(-73.985193299999992, 40.736311900000004)"
747,"18 GRAMERCY PARK SOUTH, New York, NY",40.737488,-73.9864547,"(-73.986454699999996, 40.737487999999999)"
748,"244 3 AVENUE, New York, NY",40.7371804,-73.9847137,"(-73.9847137, 40.7371804)"
749,"151 EAST 20 STREET, New York, NY",40.7372032,-73.9848515,"(-73.984851500000005, 40.737203200000003)"
750,"36 GRAMERCY PARK EAST, New York, NY",40.7375223,-73.9849542,"(-73.984954200000004, 40.737522300000002)"
751,"7 GRAMERCY PARK WEST, New York, NY",40.738178999999995,-73.9869973,"(-73.986997299999999, 40.738178999999995)"
752,"160 EAST 22ND STREET, New York, NY",40.7382684,-73.9840801,"(-73.9840801, 40.738268400000003)"
753,"148 EAST 24TH STREET, New York, NY",40.739750799999996,-73.9838798,"(-73.983879799999997, 40.739750799999996)"
754,"121 EAST 23RD STREET, New York, NY",40.7399554,-73.9854365,"(-73.985436500000006, 40.739955399999999)"
755,"117 EAST 24TH STREET, New York, NY",40.7406588,-73.98488540000001,"(-73.98488540000001, 40.740658799999999)"
756,"114 EAST 27TH STREET, New York, NY",40.742248,-73.98394809999999,"(-73.983948099999992, 40.742247999999996)"
757,"114 EAST 27TH, New York, NY",40.742248,-73.98394809999999,"(-73.983948099999992, 40.742247999999996)"
758,"205 EAST 16TH STREET, New York, NY",40.73459570000001,-73.9855511,"(-73.985551099999995, 40.734595700000007)"
759,"305 2ND AVENUE, New York, NY",40.73473370000001,-73.98345079999999,"(-73.983450799999986, 40.734733700000007)"
760,"305 2 AVENUE, New York, NY",40.73473370000001,-73.98345079999999,"(-73.983450799999986, 40.734733700000007)"
761,"305 SECOND AVENUE, New York, NY",40.73473370000001,-73.98345079999999,"(-73.983450799999986, 40.734733700000007)"
762,"233 EAST 17TH STREET, New York, NY",40.7347898,-73.98433440000001,"(-73.984334400000009, 40.734789800000001)"
763,"205 EAST 22ND, New York, NY",40.73806879999999,-73.982957,"(-73.982956999999999, 40.738068799999994)"
764,"205 EAST 22ND STREET, New York, NY",40.73806879999999,-73.982957,"(-73.982956999999999, 40.738068799999994)"
765,"57 IRVING PLACE, New York, NY",40.736315000000005,-73.98742,"(-73.98742, 40.736315000000005)"
766,"136 EAST 19TH STREET, New York, NY",40.736565,-73.9856561,"(-73.9856561, 40.736564999999999)"
767,"295 3 AVENUE, New York, NY",40.738451899999994,-73.9830718,"(-73.983071800000005, 40.738451899999994)"
768,"295 THIRD AVENUE, New York, NY",40.738451899999994,-73.9830718,"(-73.983071800000005, 40.738451899999994)"
769,"289 3 AVENUE, New York, NY",40.738316,-73.983138,"(-73.983137999999997, 40.738315999999998)"
770,"157 EAST 18TH STREET, New York, NY",40.736089899999996,-73.9855513,"(-73.985551299999997, 40.736089899999996)"
771,"61 LEXINGTON AVENUE, New York, NY",40.7408555,-73.9835123,"(-73.983512300000001, 40.740855500000002)"
772,"235 EAST 22ND STREET, New York, NY",40.7376713,-73.9816456,"(-73.981645599999993, 40.737671300000002)"
773,"82 EAST 10TH STREET, New York, NY",40.7309222,-73.98998780000001,"(-73.989987800000009, 40.730922200000002)"
774,"20 EAST 10TH STREET, New York, NY",40.7328093,-73.9944579,"(-73.9944579, 40.7328093)"
775,"16 EAST 10TH STREET, New York, NY",40.732859499999996,-73.9946071,"(-73.994607099999996, 40.732859499999996)"
776,"10 WEST 10TH STREET, New York, NY",40.7335721,-73.9962727,"(-73.996272700000006, 40.733572100000004)"
777,"18 WEST 11TH STREET, New York, NY",40.734171999999994,-73.99595500000001,"(-73.995955000000009, 40.734171999999994)"
