StreetNum,StreetName,AptNum,ZipCode,Beds,Baths
170,WEST 74TH STREET ,809,10023,1,1
41,WEST 72ND STREET  PENTHOUSE,B,10023,1,1
205,WEST 76TH STREET ,6H,10023,2,2
15,WEST 72ND STREET ,15U,10023,0,1
166,WEST 76TH STREET ,4E,10023,0,1
263,WEST END AVENUE ,2E,10023,1,1
304,WEST 75TH STREET ,4B,10023,1,1
154,WEST 77TH STREET,,10024,1,1
201,WEST 72ND STREET ,7G,10023,1,1
253,WEST 73RD STREET,,10023,2,2
11,RIVERSIDE DR,2NE,10023,3,2
304,WEST 75TH STREET ,9C,10023,0,1
40,WEST 77TH STREET ,16D,10024,1,1
235,WEST 75TH STREET ,710,10023,2,2
244,WEST 74TH STREET ,3D,10023,2,1
15,WEST 72ND STREET ,7B,10023,1,1
49,WEST 72ND STREET  FRONT,2-E,10023,1,1
53,WEST 76TH STREET ,9,10023,2,1
41,WEST 72ND STREET ,11A,10023,2,2
41,WEST 72ND STREET  PENTHOUSE,A,10023,2,1
27,WEST 72ND STREET ,507,10023,2,2
174,WEST 76TH STREET ,11J,10023,2,1
2166,BROADWAY,21C,10024,0,1
2166,BROADWAY,5E,10024,2,2
205,WEST 76TH STREET ,801,10023,2,2
2109,BROADWAY,831,10023,1,1
23,WEST 73RD STREET ,1003,10023,2,2
41,72ND,#PHB,10023,1,1
41,72ND,#PHA,10023,1,1
263,WEST END AVENUE ,4G,10023,2,2
354,WEST END AVENUE,,10024,7,4
33,RIVERSIDE DR,4E,10023,1,1
240,WEST 75TH STREET ,4C,10023,1,1
205,WEST 76TH STREET ,803,10023,1,1
11,RIVERSIDE DR,6ME,10023,2,1
23,WEST 73RD STREET ,302B,10023,0,1
171,WEST 73RD STREET ,2,10023,2,2
15,WEST 72ND STREET ,18B,10023,2,2
235,WEST 75TH STREET ,204,10023,2,2
498,WEST END AVENUE ,12A,10024,5,1
522,WEST END AVENUE ,8D,10024,1,1
302,WEST 79TH STREET ,5D,10024,1,1
202,WEST 78TH STREET ,4E,10024,2,1
500,WEST END AVENUE ,7J,10024,1,2
2250,BROADWAY,5K,10024,0,1
225,WEST 83RD STREET ,8Z,10024,1,1
200,WEST 86TH STREET ,15M,10024,3,2
200,WEST 86TH STREET ,15LM,10024,4,3
130,WEST 79TH STREET ,5B,10024,0,1
334,WEST 85TH STREET ,4B,10024,2,1
490,WEST END AVENUE ,6D,10024,4,3
76,WEST 85TH STREET ,5EE,10024,1,1
110,WEST 86TH STREET ,11C,10024,1,1
310,WEST 79TH STREET ,3E,10024,4,3
110-118,RIVERSIDE DR,7A,10024,3,2
219,WEST 81ST STREET ,7H,10024,1,1
321,WEST 78TH STREET ,9D,10024,2,3
302,WEST 86TH STREET ,5C,10024,2,2
492,AMSTERDAM AVENUE ,4N,10024,1,1
401,WEST END AVENUE ,2F,10024,2,1
257,CENTRAL PARK WEST,6D,10024,4,3
401,WEST END AVENUE ,9D,10024,1,1
320,WEST 84TH STREET ,1F,10024,1,1
155,WEST 80TH STREET ,3F,10024,1,1
321,WEST 78TH STREET ,9B,10024,2,2
54,RIVERSIDE DR,7A,10024,4,4
450,WEST END AVENUE ,18A,10024,2,2
225,WEST 83RD STREET ,12Z,10024,1,1
102,WEST 85TH STREET ,3D,10024,1,1
54,WEST 82ND STREET ,2,10024,2,2
123,WEST 80TH STREET ,1F,10024,0,1
105,WEST 78TH STREET ,3,10024,1,1
105,WEST 78TH STREET ,3RDFLR,10024,1,1
320,WEST 84TH STREET ,1E,10024,1,1
522,WEST END AVENUE ,11C,10024,1,1
257,CENTRAL PARK,12D,10024,2,2
257,CENTRAL PARK,3E,10024,2,2
400,WEST END AVENUE ,8E,10024,2,2
130,WEST 86TH STREET ,13C,10024,2,2
250,WEST 82ND STREET ,21,10024,4,3
170,WEST 85TH STREET ,5WF,10024,2,1
464,COLUMBUS AVENUE ,1,10024,1,1
200,WEST 86TH STREET ,PENTHOUSE,10024,2,2
131,WEST 85TH STREET ,2C,10024,1,1
200,WEST 79TH STREET ,3-K,10024,1,1
200,WEST 86TH STREET ,11E,10024,2,2
400,WEST END AVENUE ,8D,10024,2,3
101,WEST 79TH STREET ,5E,10024,1,2
139,WEST 82ND STREET ,PHA,10024,2,2
110,WEST 86TH STREET ,4D,10024,1,1
127,WEST 79TH STREET ,8J,10024,1,1
101,WEST 79TH STREET ,9C,10024,2,2
522,WEST END AVENUE ,4A,10024,2,2
110,RIVERSIDE DR,1J,10024,1,1
118,WEST 79TH STREET ,7B,10024,3,3
225,WEST 83RD STREET ,15E,10024,2,2
170,WEST 81ST STREET ,2D,10024,1,1
23,WEST 83RD STREET REET 3R,3R,10024,1,1
400,WEST END AVENUE ,3-C,10024,2,2
304,WEST 78TH STREET ,5,10024,1,1
211,CENTRAL PARK WEST,3H,10024,3,3
27,WEST 84TH STREET ,1RW,10024,1,1
390,WEST END AVENUE ,2H,10024,3,3
52,RIVERSIDE DR,1B,10024,1,1
375,WEST END AVENUE ,7A,10024,2,2
302,WEST 86TH STREET ,10B,10024,3,2
211,CENTRAL PARK WEST,8J,10024,3,3
470,WEST END AVENUE ,2D,10024,2,2
207,WEST 79TH STREET ,4B,10024,3,4
230,CENTRAL PARK WEST,PH16K,10024,3,3
215,WEST 78TH STREET ,2C,10024,2,2
255,WEST 85TH STREET ,7A,10024,4,3
101,WEST 79TH STREET ,3A,10024,1,1
110,RIVERSIDE DR,10D,10024,3,2
230,CENTRAL PARK,3B,10024,0,1
221,WEST 77TH STREET ,12E,10024,3,4
32,WEST 82ND STREET ,2D,10024,1,1
32,WEST 82ND STREET ,9D,10024,1,1
210,WEST 78TH STREET ,6D,10024,1,1
200,WEST 79TH STREET ,2RS,10024,2,2
23,WEST 83RD STREET ,3F,10024,1,1
186,WEST 80TH STREET ,6AB,10024,3,2
320,WEST 86TH STREET ,4B,10024,3,3
136,WEST 81ST STREET ,4FR,10024,3,2
52,RIVERSIDE DR,7C,10024,1,1
130,WEST 79TH STREET ,12E,10024,0,1
2250,BROADWAY,3L,10024,0,1
470,WEST END AVENUE ,7D,10024,2,2
186,WEST 80TH STREET ,3E,10024,0,1
225,WEST 83RD STREET ,7H,10024,1,1
200,WEST 78TH STREET ,2D,10024,2,2
114,WEST 80TH STREET ,4R,10024,1,1
505,WEST END AVENUE ,14D,10024,2,2
302,WEST 86TH STREET ,7C,10024,2,1
239,CENTRAL PARK,2A,10024,4,4
255,WEST 84TH STREET ,12C,10024,2,2
239,CENTRAL PARK WEST,3E,10024,2,3
164,WEST 79TH STREET ,11D,10024,2,3
320,WEST 86TH STREET ,5D,10024,2,1
252,WEST 85TH STREET ,9A,10024,4,3
255,WEST 85TH STREET ,5A,10024,0,1
465,WEST END AVENUE ,12-D,10024,2,2
215,WEST 78TH STREET ,1A,10024,2,2
257,CENTRAL PARK WEST,11G,10024,1,2
110,WEST 86TH STREET ,3B,10024,2,2
505,WEST END AVENUE ,11CD,10024,4,4
390,WEST END AVENUE ,11J,10024,4,4
390,WEST END AVENUE ,1/2F,10024,4,4
221,WEST 77TH STREET ,4W,10024,4,5
221,WEST 82ND STREET ,2G,10024,3,3
70,RIVERSIDE DR,4H,10024,1,1
223,WEST 80TH STREET  PENTHOUSE,12,10024,2,2
230,CENTRAL PARK,2C,10024,1,1
130,WEST 79TH STREET ,16B,10024,1,1
27,WEST 84TH STREET ,3RE,10024,1,1
207,WEST 79TH STREET ,5A,10024,4,4
127,WEST 82ND STREET ,8A,10024,3,1
340,WEST 86TH STREET ,12D,10024,1,1
136,WEST 81ST STREET ,4F,10024,1,1
145,WEST 79TH STREET ,9C,10024,1,1
465,WEST END AVENUE ,8B,10024,3,2
450,WEST END AVENUE ,18C,10024,2,2
71,WEST 83RD STREET ,5R,10024,1,2
223,WEST 80TH STREET ,1,10024,2,3
131,WEST 77TH STREET,,10024,8,7
127,WEST 82ND STREET,,10024,3,2
490,WEST END AVENUE ,3A,10024,5,3
170,WEST 81ST STREET ,4C,10024,1,1
100,WEST 80TH STREET ,2B,10024,4,3
230,WEST 78TH STREET ,6B,10024,2,2
101,WEST 78TH STREET ,4B,10024,4,3
207,WEST 79TH STREET ,12,10024,5,6
320,WEST 86TH STREET ,2B,10024,2,2
522,WEST END AVENUE ,4C,10024,2,1
225,WEST 83RD STREET ,9L,10024,2,2
127,WEST 82ND STREET ,3D,10024,2,1
101,WEST 79TH STREET ,7B,10024,1,1
118,RIVERSIDE DR,14B,10024,3,2
230,CENTRAL PARK WEST,3E,10024,1,1
490,WEST END AVENUE ,10C,10024,3,2
136,WEST 81ST STREET ,4R,10024,1,1
109,WEST 82ND STREET ,2A,10024,1,1
225,WEST 83RD STREET ,6W,10024,3,3
51,WEST 83RD STREET,,10024,6,9
200,WEST 86TH STREET ,PHLM,10024,4,4
219,WEST 81ST STREET ,11C,10024,1,1
200,WEST 86TH STREET  PENTHOUSE,L,10024,4,4
327,WEST 85TH STREET ,2C,10024,0,1
120,WEST 78TH STREET ,5A,10024,2,1
200,WEST 79TH STREET ,9E,10024,1,1
51,WEST 81ST STREET ,2L,10024,1,1
465,WEST END AVENUE ,7C,10024,3,2
473,WEST END AVENUE ,6B,10024,2,3
145,WEST 79TH STREET ,10D,10024,0,1
203-211,WEST 81ST STREET ,3F,10024,1,1
110,RIVERSIDE DR,14F,10024,4,3
473,WEST END AVENUE ,11B,10024,2,3
59,WEST 83RD STREET ,1R,10024,1,1
51,WEST 81ST STREET ,2CD,10024,2,2
110,RIVERSIDE DR,14C,10024,3,2
230,WEST 78TH STREET ,9A,10024,3,3
321,WEST 78TH STREET ,1B,10024,1,1
490,WEST END AVENUE ,9D,10024,3,2
225,WEST 83RD STREET ,15A,10024,1,1
498,WEST END AVENUE ,11B,10024,2,2
425,WEST END AVENUE ,PENTHOUSE,10024,3,2
176,WEST 86TH STREET ,2A,10024,1,1
145,WEST 79TH STREET ,3AB,10024,3,2
221,WEST 82ND STREET ,15C,10024,1,2
221,WEST 82ND STREET ,7B,10024,1,2
182,WEST 82ND STREET ,2N,10024,3,3
470,WEST END AVENUE ,15B,10024,2,2
239,CENTRAL PARK,8C,10024,2,3
30,WEST 86TH STREET ,7A,10024,3,3
110,WEST 86TH STREET ,3C,10024,1,1
302,WEST 86TH STREET ,4A,10024,3,2
248,CENTRAL PARK,W,10024,7,1
145,WEST 79TH STREET ,17D,10024,0,1
119,WEST 80TH STREET ,4F,10024,2,2
227,CENTRAL PARK WEST,4A,10024,4,3
252,WEST 85TH STREET ,3C,10024,2,1
227,CENTRAL PARK WEST,4AD,10024,4,3
203,WEST 80TH STREET,,10024,1,1
124,WEST 78TH STREET,,10024,1,1
259,WEST 85TH STREET ,6,10024,1,1
450,WEST END AVENUE ,11A,10024,3,3
225,WEST 83RD STREET ,4K,10024,4,3
221,WEST 77TH STREET ,3S,10024,3,4
171,WEST 79TH STREET ,52,10024,3,2
400,WEST END AVENUE ,19D,10024,1,1
55,WEST 83RD STREET ,4C,10024,0,1
102,WEST 85TH STREET ,6-H,10024,0,1
470,WEST END AVENUE ,4A,10024,3,3
313,WEST 80TH STREET,,10024,4,4
130,WEST 79TH STREET ,7A,10024,1,1
32,WEST 82ND STREET ,5C,10024,2,2
257,CENTRAL PARK WEST,8C,10024,2,2
145,WEST 79TH STREET ,6D,10024,0,1
127,WEST 79TH STREET ,12H,10024,0,1
400,WEST END AVENUE ,3D,10024,2,2
76,WEST 85TH STREET ,3C,10024,1,1
101,WEST 79TH STREET ,6E,10024,1,2
440,WEST END AVENUE ,7D,10024,2,2
176,WEST 86TH STREET ,5A,10024,1,1
230,CENTRAL PARK,2KLO,10024,3,3
320,WEST 84TH STREET ,3E,10024,1,1
257,CENTRAL PARK,10C,10024,2,2
302,WEST 79TH STREET ,8B,10024,3,1
210,WEST 78TH STREET ,8D,10024,2,1
327,WEST 85TH STREET ,4C,10024,0,1
498,WEST END AVENUE ,8A,10024,3,2
535,WEST END AVENUE ,10,10024,7,7
102,WEST 80TH STREET ,55,10024,0,1
52,RIVERSIDE DR,10BC,10024,2,2
10,WEST 86TH STREET ,4A,10024,3,3
135,WEST 78TH STREET,,10024,7,7
411,WEST END AVENUE ,5F,10024,1,1
200,WEST 86TH STREET ,19J,10024,2,2
250,WEST 81ST STREET ,4A,10024,3,4
230,WEST 78TH STREET ,6A,10024,3,3
473,WEST END AVENUE ,2A,10024,3,3
318,WEST 81ST STREET,,10024,6,6
250,WEST 81ST STREET ,6B,10024,2,2
101,WEST 79TH STREET ,16C,10024,1,1
200,WEST 86TH STREET ,20D,10024,3,2
211,CENTRAL PARK WEST,9H,10024,3,3
219,WEST 81ST STREET ,8E,10024,2,2
186,WEST 80TH STREET ,3C,10024,0,1
102,WEST 85TH STREET ,5B,10024,0,1
257,CENTRAL PARK,9F,10024,4,3
186,WEST 80TH STREET ,6D,10024,0,1
200,WEST 86TH STREET ,16L,10024,1,1
52,RIVERSIDE DR,15B,10024,2,2
101,WEST 79TH STREET ,16D,10024,1,1
470,WEST END AVENUE ,13F,10024,2,2
227,CENTRAL PARK WEST,2C,10024,1,1
2250,BROADWAY,6N,10024,2,2
411,WEST END AVENUE ,2E,10024,1,1
161,EAST 79TH STREET ,1RW,10075,2,1
250,WEST 82ND STREET ,41,10024,3,2
320,WEST 84TH STREET ,2B,10024,0,1
156,EAST 79TH STREET ,14AD,10075,3,3
58,WEST 85TH STREET,,10024,7,6
110,WEST 86TH STREET ,4E,10024,1,1
101,WEST 79TH STREET ,4E,10024,1,2
440,WEST END AVENUE ,11E,10024,2,1
121,WEST 78TH STREET ,4R,10024,1,1
100,RIVERSIDE DR,7A,10024,3,3
239,CENTRAL PARK WEST,8A,10024,3,4
470,WEST END AVENUE ,4G,10024,2,2
321,WEST 78TH STREET ,1E,10024,2,1
225,WEST 83RD STREET ,5V,10024,1,1
102,WEST 85TH STREET ,9CD,10024,3,2
137,RIVERSIDE DR,4A,10024,2,2
257,CENTRAL PARK WEST,#5B,10024,1,1
411,WEST END AVENUE ,4E,10024,1,1
202,WEST 78TH STREET ,1W,10024,3,2
123,WEST 82ND STREET ,2A,10024,0,1
390,WEST END AVENUE ,5BS,10024,2,2
500,WEST END AVENUE ,4A,10024,1,1
109,WEST 82ND STREET ,3C,10024,1,1
470,WEST END AVENUE ,8F,10024,2,2
130,WEST 79TH STREET ,11B,10024,1,1
210,WEST 78TH STREET ,8A,10024,2,2
2250,BROADWAY,3E,10024,1,1
219,WEST 81ST STREET ,1F,10024,1,1
127,WEST 79TH STREET ,12E,10024,0,1
45,WEST 84TH STREET,,10024,5,7
102,WEST 80TH STREET ,56,10024,1,1
110,WEST 86TH STREET ,15A,10024,3,2
320,WEST 84TH STREET ,1D,10024,1,1
155,WEST 80TH STREET ,1B,10024,2,2
323,WEST 83RD STREET ,2B,10024,2,1
514,WEST END AVENUE ,7B,10024,2,2
302,WEST 79TH STREET ,4C,10024,1,1
52,RIVERSIDE DR,5A,10024,3,2
20,WEST 84TH STREET ,1B/3C/3D,10024,7,7
118,WEST 79TH STREET ,4A,10024,4,3
311,WEST 83RD STREET ,C,10024,2,1
440,WEST END AVENUE ,1C,10024,2,1
225,WEST 83RD STREET ,16J,10024,1,1
411,WEST END AVENUE ,1C,10024,1,1
239,CENTRAL PARK WEST,9E,10024,2,3
381,WEST END AVENUE,,10024,5,5
10,WEST 86TH STREET,,10024,3,3
32,WEST 86TH STREET  PH,A,10024,2,2
223,WEST 80TH STREET ,11,10024,2,2
145,WEST 79TH STREET ,5C,10024,1,1
227,CENTRAL PARK WEST,5C,10024,1,1
148,80TH,#1FBF,10024,1,2
145,WEST 79TH STREET ,14A,10024,1,1
400,WEST END AVENUE ,PHB,10024,2,2
134,WEST 81ST STREET ,2F,10024,1,1
250,82ND STREET REET,#3BC,10025,3,2
255,WEST 85TH STREET ,8A,10024,2,2
252,WEST 85TH STREET ,2D,10024,2,1
211,CENTRAL PARK WEST,219,10024,3,3
219,WEST 79TH STREET,,10024,3,2
239,CENTRAL PARK WEST PENTHOUSE,B,10024,2,2
171,WEST 79TH STREET ,114,10024,2,1
90,RIVERSIDE DR,2D,10024,2,2
116,WEST 81ST STREET,,10024,4,1
100,RIVERSIDE DR,19B,10024,1,1
2250,BROADWAY,4E,10024,1,1
119,WEST 77TH STREET ,4,10024,2,1
151,WEST 80TH STREET ,4R,10024,1,1
140,WEST 80TH STREET ,2,10024,2,1
101,WEST 79TH STREET ,23A,10024,2,2
135,WEST 79TH STREET  PENTHOUSE,C,10024,0,1
135,WEST 79,#PHC,10024,1,1
250,WEST 81ST STREET ,5C,10024,3,3
323,WEST 83RD STREET ,4D,10024,2,1
40,WEST 84TH STREET,,10024,1,1
130,WEST 86TH STREET ,5B,10024,2,1
135,WEST 79TH STREET ,11A,10024,2,2
505,WEST END AVENUE ,4-A,10024,2,1
52,WEST 85TH STREET,,10024,6,7
327,WEST 83RD STREET ,6A,10024,1,1
102,WEST 85TH STREET  PENTHOUSE,A,10024,1,1
78,WEST 85TH STREET ,2B,10024,1,1
128,WEST 78TH STREET ,4A,10024,0,1
312,WEST 82ND STREET,,10024,5,7
390,WEST END AVENUE ,2KS,10024,2,2
390,WEST END AVENUE ,2LM2KS,10024,8,1
390,WEST END AVENUE ,2LM,10024,6,8
101,WEST 79TH STREET ,21C,10024,2,2
127,WEST 79TH STREET ,15E,10024,0,1
239,CENTRAL PARK WEST,1D,10024,1,1
215,WEST 78TH STREET ,4A,10024,3,2
498,WEST END AVENUE,,10024,5,5
54,RIVERSIDE DR,2A,10024,2,2
255,WEST 84TH STREET ,12F,10024,1,1
505,WEST END AVENUE ,12D,10024,2,2
200,WEST 86TH STREET ,3J,10024,2,2
135,WEST 79TH STREET ,1A,10024,1,1
498,WEST END AVENUE ,10B,10024,3,3
55,WEST 84TH STREET ,4B,10024,1,1
186,WEST 80TH STREET ,7H,10024,0,1
230,CENTRAL PARK WEST,12HI,10024,1,2
164,WEST 79TH STREET ,6A,10024,2,1
102,WEST 85TH STREET ,6B,10024,0,1
200,WEST 86TH STREET ,20F,10024,1,1
411,WEST END AVENUE ,1D,10024,1,1
492,AMSTERDAM AVENUE ,4S,10024,2,1
150,WEST 79TH STREET ,8B,10024,1,1
102,WEST 85TH STREET ,9B,10024,0,1
230,CENTRAL PARK WEST,6AB,10024,3,2
170,WEST 81ST STREET ,6E,10024,1,1
390,WEST END AVENUE ,PHK,10024,1,1
54,RIVERSIDE DR,11A,10024,2,2
334,WEST 85TH STREET ,5AB,10024,3,3
386-388,COLUMBUS AVENUE  UNIT,8A,10024,2,2
11,WEST 81ST STREET ,3C,10024,1,1
118,WEST 79TH STREET ,10C,10024,2,3
24,WEST 83RD STREET ,1F,10024,1,2
117,WEST 78TH STREET,,10024,5,4
522,WEST END AVENUE ,2B,10024,2,1
164,WEST 83RD STREET ,5F,10024,1,2
32,WEST 82ND STREET ,4E,10024,1,1
219,WEST 81ST STREET ,3J,10024,1,1
250,WEST 81ST STREET ,4B,10024,2,3
411,WEST END AVENUE ,16CD,10024,4,3
90,RIVERSIDE DR,10G,10024,4,2
514,WEST END AVENUE ,1B,10024,2,1
131,WEST 85TH STREET ,4D,10024,0,1
30,WEST 86TH STREET ,5A,10024,2,2
51,WEST 81ST STREET ,8J,10024,1,1
105,WEST 77TH STREET ,3D,10024,1,1
200,WEST 86TH STREET ,5D,10024,2,2
6,WEST 83RD STREET,,10024,4,5
145,WEST 79TH STREET ,15B,10024,2,1
210,WEST 78TH STREET ,9D,10024,1,1
257,CENTRAL PARK WEST,7G,10024,1,2
204,WEST 85TH STREET ,1,10024,3,2
470,WEST END AVENUE ,8A,10024,3,3
321,WEST 78TH STREET ,3C,10024,2,1
211,CENTRAL PARK WEST,5K,10024,3,2
110,WEST 86TH STREET ,11E,10024,1,1
230,CENTRAL PARK WEST,14LM,10024,2,2
101,WEST 79TH STREET ,3C,10024,2,2
223,WEST 80TH STREET ,6,10024,2,2
230,CENTRAL PARK WEST,10A,10024,2,2
2250,BROADWAY,15C,10024,3,3
186,WEST 80TH STREET ,5G,10024,0,1
440,WEST END AVENUE ,16E,10024,2,1
164,WEST 79TH STREET ,15B,10024,2,1
171,WEST 79TH STREET ,142,10024,3,2
225,WEST 83RD STREET ,11C,10024,1,1
11,WEST 81ST STREET ,2C,10024,1,1
70,RIVERSIDE DR,4BC,10024,2,2
131,RIVERSIDE DR,4A,10024,4,3
127,WEST 79TH STREET ,11B,10024,1,1
204,WEST 78TH STREET ,5A,10024,2,1
490,WEST END AVENUE ,9A,10024,4,3
157,WEST 79TH STREET ,1D,10024,1,1
219,WEST 80TH STREET ,3D,10024,2,2
52,RIVERSIDE DR,3A,10024,3,2
210,WEST 78TH STREET ,4D,10024,1,1
101,WEST 79TH STREET ,9F,10024,1,1
200,WEST 86TH STREET ,15K,10024,1,1
64,WEST 85TH STREET,,10024,1,1
210,WEST 78TH STREET ,6AB,10024,4,4
225,WEST 83RD STREET ,11A,10024,1,1
411,WEST END AVENUE ,17C,10024,1,1
219,WEST 81ST STREET ,4E,10024,2,2
171,WEST 79TH STREET ,41,10024,3,2
230,WEST 78TH STREET ,12A,10024,3,3
490,WEST END AVENUE ,2C,10024,2,2
200,WEST 86TH STREET ,18M,10024,3,2
118,WEST 79TH STREET ,6A,10024,3,3
230,CENTRAL PARK WEST,8KL,10024,2,2
127,WEST 79TH STREET ,9K,10024,0,1
127,WEST 82ND STREET ,1A,10024,1,1
223,WEST 80TH STREET ,3,10024,2,2
522,WEST END AVENUE ,9C,10024,2,1
514,WEST END AVENUE ,2B,10024,2,2
223,WEST 80TH STREET,,10024,2,2
2250,BROADWAY,3F,10024,1,1
164,WEST 79TH STREET ,3D,10024,2,2
440,WEST END AVENUE ,3A,10024,2,2
203-211,WEST 81ST STREET ,5A,10024,3,2
2250,BROADWAY,4G,10024,1,1
101,WEST 80TH STREET ,4B,10024,1,1
211,CENTRAL PARK WEST,14E,10024,3,4
48,WEST 85TH STREET,,10024,7,6
425,WEST END AVENUE ,3D,10024,2,2
505,WEST END AVENUE ,3B,10024,3,2
135,WEST 79TH STREET ,5C,10024,1,1
24,WEST 83RD STREET ,2F,10024,0,1
207,WEST 79TH STREET,,10024,4,4
211,CENTRAL PARK WEST,2G,10024,3,4
107,WEST 78TH STREET ,B,10024,2,2
101,WEST 78TH STREET,,10024,4,4
465,WEST END AVENUE ,10B,10024,2,2
323,WEST 83RD STREET ,1A,10024,1,1
145,WEST 79TH STREET ,12B,10024,2,1
157,WEST 79TH STREET ,12A,10024,1,1
211,CENTRAL PARK WEST,7E,10024,3,2
24,WEST 83RD STREET ,1R,10024,2,2
134,WEST 78TH STREET ,1,10024,4,2
90,RIVERSIDE DR,16B,10024,4,3
137,RIVERSIDE DR,6BC,10024,4,3
400,WEST END AVENUE ,1F,10024,0,1
225,WEST 83RD STREET ,11H,10024,1,1
122,WEST 80TH STREET ,1R,10024,1,1
375,WEST END AVENUE ,9AB,10024,4,3
498,WEST END AVENUE ,6C,10024,3,2
100,WEST 80TH STREET ,3E,10024,4,3
137,RIVERSIDE DR.,#6BC,10024,5,3
211,CENTRAL PARK WEST,3E,10024,4,3
110,WEST 86TH STREET ,10D,10024,1,1
100,RIVERSIDE DR,15C,10024,2,2
172,WEST 79TH STREET ,5C,10024,1,1
121,WEST 80TH STREET ,4,10024,2,1
66,WEST 83RD STREET ,1,10024,2,1
126,RIVERSIDE DR,6B,10024,1,1
110,WEST 86TH STREET ,17E,10024,1,1
320,WEST 84TH STREET ,6D,10024,1,1
2211,BROADWAY,5E,10024,3,3
110,RIVERSIDE DR,6E,10024,2,3
505,WEST END AVENUE ,8D,10024,3,2
440,WEA,#PH17B,10023,1,1
101,WEST 79TH STREET ,6C,10024,2,2
250,WEST 82ND STREET ,32,10024,4,2
515,WEST END AVENUE ,8A,10024,2,2
144,WEST 82ND STREET,,10024,6,1
225,WEST 83RD STREET ,14O,10024,2,2
203,WEST 81ST STREET ,9B,10024,2,1
102,WEST 85TH STREET ,6F,10024,0,1
134,WEST 82ND STREET ,4A,10024,1,1
110,RIVERSIDE DR,9D,10024,3,3
171,WEST 79TH STREET ,43,10024,2,1
225,WEST 83RD STREET ,6C,10024,1,1
171,WEST 79TH STREET ,134,10024,2,1
310,WEST 79TH STREET ,7E,10024,4,2
302,WEST 79TH STREET ,2B,10024,3,2
302,WEST 79TH STREET ,5CF,10024,3,2
101,WEST 79TH STREET ,23C,10024,2,2
120,WEST 78TH STREET ,1A,10024,0,1
110-118,RIVERSIDE DR,11B,10024,3,3
470,WEST END AVENUE ,4E,10024,3,2
150,WEST 79TH STREET ,4B,10024,1,1
230,CENTRAL PARK WEST,7H,10024,0,1
157,WEST 79TH STREET ,7B,10024,1,1
164,WEST 79TH STREET ,15A,10024,2,1
203-211,WEST 81ST STREET ,9B,10024,2,1
2250,BROADWAY,3G,10024,1,1
118,RIVERSIDE DR,13C,10024,2,2
172,WEST 79TH STREET ,7F,10024,1,1
151,WEST 82ND STREET ,7E,10024,1,1
200,WEST 86TH STREET ,20D,10024,2,2
135,WEST 79TH STREET ,12C,10024,1,1
302,WEST 86TH STREET ,2A,10024,3,2
400,WEST END AVENUE  PENTHOUSE,A,10024,2,3
100,RIVERSIDE DR,4D,10024,3,2
135,WEST 79TH STREET ,11C,10024,1,1
321,WEST 78TH STREET ,1A,10024,5,4
32,WEST 82ND STREET ,9A,10024,3,3
320,WEST 80TH STREET,,10024,6,5
186,WEST 80TH STREET ,4B,10024,1,1
118,WEST 79TH STREET ,6C,10024,4,3
204,WEST 78TH STREET ,1D,10024,2,2
219,WEST 80TH STREET ,6A,10024,2,2
465,WEST END AVENUE ,2A,10024,4,2
225,WEST 83RD STREET ,16Z,10024,1,1
255,WEST 85TH STREET ,9A,10024,4,4
157,WEST 79TH STREET,,10024,1,1
51,WEST 81ST STREET ,3G,10024,2,2
470,WEST END AVENUE ,13G,10024,2,2
131,RIVERSIDE DR,3D,10024,3,2
105,WEST 77TH STREET ,5E,10024,0,1
126,RIVERSIDE DR,2A,10024,2,1
310,WEST 79TH STREET ,2WR,10024,1,1
76,WEST 85TH STREET ,5B,10024,3,2
200,WEST 86TH STREET ,11M,10024,2,2
2250,BROADWAY,14B,10024,2,2
54,RIVERSIDE DR,11D,10024,2,2
32,WEST 82ND STREET  PENTHOUSE,AB,10024,2,2
225,WEST 83RD STREET ,8N,10024,1,1
131,WEST 85TH STREET ,6A,10024,0,1
515,WEST END AVENUE ,3B,10024,3,2
225,WEST 83RD STREET ,18O,10024,4,2
110,RIVERSIDE,DR,10024,2,1
70,RIVERSIDE DR,5H,10024,1,1
186,WEST 80TH STREET ,6J,10024,1,1
505,WEST END AVENUE ,12AA,10024,1,1
55,WEST 84TH STREET ,8,10024,1,1
490,WEST END AVENUE ,4C,10024,2,2
211,CENTRAL PARK WEST,10J,10024,3,2
71,WEST 83RD STREET ,3R,10024,2,2
126,RIVERSIDE DR,3B,10024,1,1
239,CENTRAL PARK WEST,9B,10024,4,4
66,WEST 84TH STREET ,3F,10024,1,1
320,WEST 84TH STREET ,2C,10024,1,1
130,WEST 86TH STREET ,2C,10024,2,1
90,RIVERSIDE DR,10B,10024,4,4
90,RIVERSIDE DR,11C,10024,2,2
214,WEST 85TH STREET ,4W,10024,3,2
51,WEST 81ST STREET ,9E,10024,0,1
230,CENTRAL PARK WEST,2HIJ,10024,2,2
170,WEST 81ST STREET ,1D,10024,1,1
203-211,WEST 81ST STREET ,4A,10024,2,2
430,AMSTERDAM AVENUE ,4D,10024,1,1
172,WEST 79TH STREET ,3F,10024,1,1
320,WEST 84TH STREET,,10024,1,1
219,WEST 81ST STREET ,6A,10024,4,3
71,WEST 83RD STREET ,5F,10024,2,2
137,RIVERSIDE DR,8A,10024,2,2
