StreetNum,StreetName,AptNum,ZipCode,Beds,Baths
13,EAST 11TH STREET ,3C,10003,0,1
175,WEST 12TH STREET ,3H,10011,1,1
136,WAVERLY PL,4D,10014,1,1
13,WEST 13TH STREET ,6BS,10011,2,2
149,WEST 12TH STREET ,06-Jun,10011,1,1
59,WEST 12TH STREET ,5E,10011,2,2
30,WEST 13TH STREET ,PH6C,10011,3,3
175,WEST 12TH STREET ,16E,10011,2,1
122,WAVERLY,PL,10011,4,6
35,EAST 10TH STREET ,2K,10003,0,1
11,WEST 11TH STREET ,2,10011,3,2
7,EAST 14TH STREET ,1525,10003,0,1
1,5TH AVENUE ,5B,10003,2,2
80,WASHINGTON,PL,10011,6,9
14,WEST 14TH STREET ,PHA,10011,2,2
49,WEST 9TH STREET ,4AB,10011,3,3
50,EAST 8TH STREET ,5M,10003,0,1
39,5TH AVENUE ,7C,10003,1,1
115,EAST 9TH STREET ,15B,10003,1,1
60,EAST 9TH STREET ,531,10003,0,1
70,EAST 10TH STREET ,11P,10003,1,1
32,GRAMERCY PARK SOUTH 2D,2D,10003,1,1
50,WEST 9TH STREET ,5C,10011,1,1
144,WAVERLY,PL,10014,9,5
11,5TH AVENUE ,7M,10003,0,1
7,EAST 14TH STREET ,912,10003,1,1
67,EAST 11TH STREET ,101,10003,1,1
180,THOMPSON STREET ,5A,10012,0,1
200,WEST HOUSTON STREET ,1A,10014,2,2
41,5TH AVENUE ,5A,10003,2,2
25,5TH AVENUE ,8H,10003,1,1
110,WASHINGTON,PL,10014,5,6
350,BLEECKER STREET,,10014,1,1
40,5TH AVENUE ,14E,10011,3,3
211,THOMPSON STREET ,6C,10012,1,1
184,THOMPSON STREET ,6S,10012,1,1
3,SHERIDAN SQ,10E,10014,2,1
40,5TH AVENUE ,8E,10011,3,3
105,WEST 13TH STREET ,16E,10011,2,2
59,WEST 12TH STREET ,4G,10011,1,1
63-77,UNIVERSITY,PL,10003,1,1
20,EAST 9TH STREET ,24F,10003,3,2
13,WEST 13TH STREET ,2AS,10011,1,1
16,MORTON STREET,,10014,5,4
45,EAST 9TH STREET ,10,10003,2,2
160,WEST 12TH STREET ,44,10011,4,5
211,THOMPSON STREET ,5K,10012,0,1
171,WEST 12TH STREET ,3A,10011,2,1
20,EAST 9TH STREET ,3S,10003,1,1
7,EAST 14TH STREET ,907,10003,1,1
20,EAST 9TH STREET  UNIT,3-G,10003,0,1
62,WEST 11TH STREET ,2R,10011,1,1
2,5TH AVENUE ,16AB,10011,3,3
28,EAST 10TH STREET ,4E,10003,4,4
41,5TH AVENUE ,14B,10003,1,1
7,EAST 14TH STREET ,1619,10003,1,1
21,EAST 12TH STREET ,15C,10003,2,2
1,5TH AVENUE ,9B,10003,2,2
43,WEST 12TH STREET,,10011,4,4
70,EAST 10TH STREET ,7G,10003,1,1
2,5TH AVENUE ,20L,10011,1,1
7,EAST 14TH STREET ,709,10003,2,1
49,WEST 12TH STREET ,7F,10011,1,1
3,SHERIDAN SQ,5H,10014,2,2
70,EAST 10TH STREET ,2L,10003,2,2
70,EAST 10TH STREET ,18F,10003,2,2
43,EAST 10TH STREET ,1K,10003,2,2
1,IRVING PL,U17H,10003,0,1
32,JONES STREET ,2A,10014,1,1
45,CHRISTOPHER STREET ,4F,10014,1,1
135,WEST 11TH STREET,,10011,5,6
26,EAST 10TH STREET ,7D,10003,0,1
148,WAVERLY,PL,10014,2,2
24,5TH AVENUE ,407,10011,0,1
40,5TH AVENUE ,8C,10011,2,2
11,5TH AVENUE ,14K,10003,1,1
67,EAST 11TH STREET ,417,10003,1,1
25,5TH AVENUE ,12H,10003,1,1
60,EAST 9TH STREET ,528,10003,1,1
63,EAST 9TH STREET ,10L,10003,1,1
211,THOMPSON STREET ,3M,10012,0,1
43,WEST 13TH STREET ,7F,10011,2,2
45,WEST 11TH STREET ,6CD,10011,3,2
45,5TH AVENUE ,3C,10003,1,1
41,5TH AVENUE ,PHA,10003,2,1
41,5TH AVENUE  PENTHOUSE,A,10003,2,1
48,EAST 13TH STREET ,8B,10003,4,2
23,EAST 10TH STREET ,310,10003,1,1
50,EAST 8TH STREET ,5S,10003,1,1
150,WEST 12TH STREET ,M5,10011,5,1
39,5TH AVENUE ,12B,10003,1,1
1,IRVING PL,P28CD,10003,3,3
1,IRVING PL,U18F,10003,1,1
2,5TH AVENUE ,3R,10011,1,1
2,5TH AVENUE ,5E,10011,0,1
115,EAST 9TH STREET ,18D,10003,1,1
49,WEST 12TH STREET ,3H,10011,1,1
40,5TH AVENUE ,7C,10011,2,2
175,WEST 12TH STREET ,5J,10011,1,1
70,EAST 10TH STREET ,6R,10003,2,2
303,MERCER STREET ,A306,10003,1,1
552,LAGUARDIA PL,3FLR,10012,2,2
552,LAGUARDIA PL,3,10012,2,2
15,WEST 12TH STREET ,12A,10011,1,1
178,BLEECKER,#4F,10012,2,2
63,EAST 9TH STREET ,12Y,10003,0,1
118,WAVERLY PL,1B,10011,0,1
70,EAST 10TH STREET ,14W,10003,0,1
50,EAST 10TH STREET ,3B,10003,2,1
8,UNION SQ S,7B,10003,2,2
115,EAST 9TH STREET ,20D,10003,2,1
45,WEST 12TH STREET,,10011,3,3
100,WEST 12TH STREET ,3G,10011,1,1
13,WEST 13TH STREET ,2CS,10011,1,1
2,5TH AVENUE ,2U,10011,0,1
10,CHRISTOPHER STREET,,10014,1,1
77,EAST 12TH STREET ,10JH,10003,2,2
70,EAST 10TH STREET ,14H,10003,2,2
2,5TH AVENUE ,2S,10011,1,1
2,5TH AVENUE ,6L,10011,0,1
145,WEST 12TH STREET ,06-Apr,10011,0,1
55,EAST 9TH STREET ,11A,10003,1,1
43,5TH AVENUE ,10NW,10003,2,2
1,5TH AVENUE ,4A,10003,1,1
111,4TH AVENUE ,4O,10003,0,1
125,EAST 12TH STREET ,4H,10003,1,1
49,EAST 12TH STREET ,3C,10003,1,1
101,WEST 12TH STREET ,9N,10011,2,2
15,WEST 12TH STREET ,9B,10011,0,1
24,5TH AVENUE ,718,10011,0,1
145,WEST 13TH STREET ,102,10011,2,2
175,WEST 13TH STREET ,15B,10011,1,1
152,WEST 11TH STREET,,10011,3,3
55,EAST 11TH STREET ,3,10003,3,2
39,5TH AVENUE ,2C,10003,1,1
290,AVENUE NUE OF THE AMERICAS,2A,10014,1,1
141,MACDOUGAL STREET ,10,10012,2,1
11,5TH AVENUE ,OFF7,10003,1,1
130,EAST 12TH STREET ,6A,10003,2,3
21,EAST 10TH STREET ,7D,10003,2,2
100,WEST 12TH STREET ,6T,10011,0,1
840,BROADWAY,3,10003,3,2
7,EAST 9TH STREET ,4,10003,2,2
130,EAST 12TH STREET ,6A7AB,10003,4,6
33,5TH AVENUE ,1A,10003,0,1
7,EAST 14TH STREET ,217,10003,1,1
65,WEST 13TH STREET ,3H,10011,2,2
1,LEROY STREET ,5C,10014,3,3
42,WEST 13TH STREET ,3E,10011,1,1
67,EAST 11TH STREET ,302,10003,0,2
1,SHERIDAN SQ,3C,10014,0,1
7,EAST 14TH STREET ,1004,10003,0,1
115,EAST 9TH STREET ,8J,10003,1,1
7,EAST 14TH STREET ,920,10003,1,1
1,5TH AVENUE ,13H,10003,1,1
30,5TH AVENUE ,4H,10011,1,1
13,WEST 13TH STREET ,7ES,10011,0,1
67,EAST 11TH STREET ,612,10003,0,1
211,THOMPSON STREET,,10012,1,1
69,5TH AVENUE ,7F,10003,2,1
45,CHRISTOPHER STREET ,2E,10014,2,2
2,CORNELIA STREET ,601,10014,1,1
70,EAST 10TH STREET ,5E,10003,3,2
59,WEST 12TH STREET ,6F,10011,0,1
70,EAST 10TH STREET ,16K,10003,1,1
40-50,EAST 10TH STREET ,#1E,10003,1,2
Nov-13,WEST 10TH STREET ,TH,10011,8,9
115,EAST 9TH STREET ,6M,10003,0,1
67,EAST 11TH STREET ,705,10003,2,1
11,LEROY STREET,,10014,5,3
115,EAST 9TH STREET ,15G,10003,1,1
40,5TH AVENUE ,4B,10011,2,2
50,EAST 10TH STREET ,4A,10003,1,1
9,BARROW STREET ,5G,10014,0,1
1,5TH AVENUE ,3-K,10003,1,1
28,EAST 10TH STREET ,10H,10003,3,3
20,EAST 9TH STREET ,7N,10003,0,1
10,EAST 14TH STREET,,10003,3,3
69,WEST 9TH STREET ,12B,10011,2,2
42,WEST 13TH STREET ,3AFG,10011,3,2
20,EAST 9TH STREET ,11H,10003,1,1
28,EAST 10TH STREET ,2H,10003,2,2
1,5TH AVENUE ,18A,10003,4,4
115,EAST 9TH STREET ,9N,10003,0,1
13,WEST 13TH STREET ,6CS,10011,2,1
121,WEST 11TH STREET,,10011,4,5
59,WEST 12TH STREET ,7D,10011,1,1
60,WEST 13TH STREET ,10E,10011,0,1
1,SHERIDAN SQ,5D,10014,0,1
11,5TH AVENUE ,20L,10003,2,2
175,WEST 12TH STREET ,11J,10011,1,1
70,EAST 10TH STREET ,4V,10003,2,2
15,9TH,#9N,10003,1,1
542,LAGUARDIA PL,4B,10012,3,3
13,EAST 11TH STREET ,6L,10003,0,1
101,WEST 12TH STREET ,9X,10011,1,1
105,WEST 13TH STREET ,16F,10011,1,1
175,WEST 12TH STREET ,2D,10011,3,2
136,WEST 13TH STREET ,C,10011,1,1
70,EAST 10TH STREET ,15EF,10003,4,4
54,EAST 8TH STREET ,2I,10003,0,1
13,WEST 13TH STREET ,5FS,10011,1,1
21,ASTOR PL,7D,10003,4,4
80,EAST 10TH STREET ,6,10003,4,4
51,5TH AVENUE ,15BF,10003,2,3
7,EAST 14TH STREET ,21G,10003,2,2
160,WEST 12TH STREET ,82,10011,2,3
20,EAST 9TH STREET ,6-S,10003,1,1
70,EAST 10TH STREET  PENTHOUSE,B,10003,1,1
178,BLEECKER STREET REET,#4,10003,2,2
23,EAST 10TH STREET ,231,10003,2,2
25,BARROW STREET,,10014,4,5
160,EAST 3RD STREET ,3H,10009,1,1
2,5TH AVENUE ,11DE,10011,3,3
69,5TH AVENUE ,8G,10003,3,2
20,EAST 9TH STREET ,11C,10003,2,2
115,EAST 9TH STREET ,12H,10003,2,2
24,5TH AVENUE ,915,10011,2,2
7,EAST 14TH STREET ,1217,10003,1,1
7,EAST 14TH STREET ,1108,10003,1,1
9,BARROW STREET ,2J,10014,0,1
105,WEST 13TH STREET ,7A,10011,1,1
1,5TH AVENUE ,6B,10003,2,2
70,EAST 10TH STREET ,5U,10003,2,2
7,EAST 14TH STREET ,321,10003,0,1
65,WEST 13TH STREET ,6E,10011,4,3
61,WEST 9TH STREET ,6E,10011,1,1
77,EAST 12TH STREET ,16EF,10003,3,2
58,WEST 9TH STREET,,10011,4,6
35,EAST 10TH STREET ,5F,10003,0,1
77,EAST 12TH STREET ,17D,10003,1,1
35,EAST 10TH STREET ,5E,10003,0,1
67,EAST 11TH STREET ,218,10003,0,1
127,WEST 12TH STREET,,10011,8,8
115,EAST 9TH STREET ,5R,10003,1,1
20,EAST 9TH STREET ,2N,10003,0,1
70,EAST 10TH STREET ,4H,10003,2,1
101,WEST 12TH STREET ,16C,10011,1,1
15,JONES STREET ,3B,10014,1,1
101,WEST 12TH STREET ,5Z,10011,1,1
3,SHERIDAN SQ,2FG,10014,2,2
43,EAST 10TH STREET ,2E,10003,1,1
105,WEST 13TH STREET ,8BC,10011,3,2
70,EAST 10TH STREET ,14-S,10003,2,2
101,WEST 12TH STREET ,3S,10011,1,1
23,EAST 10TH STREET ,1103,10003,1,1
70,EAST 10TH STREET ,10P,10003,1,1
ONE,FIFTH AVENUE ,#18AB/19B,10003,4,4
23,EAST 10TH STREET ,5H,10003,1,1
31,WEST 12TH STREET ,4E,10011,3,1
7,EAST 14TH STREET ,21C,10003,1,1
101,WEST 12TH STREET ,5-A,10011,0,1
100,WEST 12TH STREET ,1A,10011,0,1
28,EAST 10TH STREET ,3H,10003,2,2
70,EAST 10TH STREET  PENTHOUSE,A,10003,3,2
40,EAST 10TH STREET ,PHE,10003,1,1
30,5TH AVENUE ,15B,10011,1,1
28,EAST 10TH STREET ,4H,10003,2,2
15,WEST 12TH STREET ,6G,10011,0,1
126-128,WEST 11TH STREET ,31-128,10011,2,1
20,EAST 9TH STREET ,21-A,10003,1,1
11,5TH AVENUE ,17C,10003,2,2
24,5TH AVENUE ,302,10011,0,1
101,WEST 12TH STREET  PENTHOUSE,D,10011,1,1
21,EAST 10TH STREET ,8B,10003,1,1
111,4TH AVENUE ,2C,10003,1,1
7,EAST 14TH STREET ,1227,10003,1,1
184,THOMPSON STREET,,10012,1,1
60,EAST 9TH STREET ,521,10003,0,1
11,5TH AVENUE ,4H,10003,1,1
101,WEST 12TH STREET ,8Z,10011,0,1
39,EAST 10TH STREET ,3W,10003,3,1
290,AVENUE NUE OF THE AMERICAS,4L5L,10014,2,2
55,EAST 9TH STREET ,4D,10003,1,1
49,EAST 12TH STREET ,6D,10003,1,2
8,UNION SQ S,6B,10003,2,2
60,WEST 13TH STREET ,4C,10011,1,1
50,EAST 8TH STREET ,1R,10003,0,1
2600,7TH AVENUE ,5C,10039,2,2
229,WEST 138TH STREET,,10030,5,0
310,WEST 113TH STREET ,201,10026,2,2
310,WEST 113TH STREET ,202,10026,3,3
2322,ADAM C POWELL BLVD,3F,10030,2,1
2903,FREDERICK DOUGLASS,BLVD,10039,2,2
2903,FREDERICK DOUGLASS BLVD,1B,10039,0,1
2903,FREDERICK DOUGLASS BLVD,2C,10039,1,1
2903,FREDERICK DOUGLASS BLVD,3C,10039,1,1
2903,FREDERICK DOUGLASS BLVD,5A,10039,1,1
238,WEST 132ND STREET,,10027,4,5
204,WEST 140TH STREET ,5DD,10030,1,1
204,WEST 140TH STREET ,4DD,10030,1,1
248,WEST 121ST STREET,,10027,6,6
251,WEST 138TH STREET,,10030,5,4
122,WEST 131ST STREET ,01-Apr,10027,7,4
156,WEST 123RD STREET,,10027,6,9
2600,7TH AVENUE ,2A,10039,2,2
2600,7TH AVENUE ,2D,10039,1,1
2600,7TH AVENUE ,2F,10039,1,1
2600,7TH AVENUE ,2J,10039,1,1
2600,7TH AVENUE ,3D,10039,1,1
2600,7TH AVENUE ,3C,10039,2,2
161,WEST 129TH STREET,,10027,6,4
250,MANHATTAN AVENUE ,3A,10026,2,2
70,WEST 139TH STREET ,7I,10037,1,1
70,WEST 139TH STREET ,8C,10037,3,2
70,WEST 139TH STREET ,3B,10037,2,2
9,WEST 131ST STREET ,PHB4,10037,2,3
10,LENOX AVENUE ,6E,10026,2,2
1330,,5TH,10026,1,1
80,SAINT NICHOLAS PL,6W,10032,3,1
1330,5TH AVENUE ,6F,10026,1,1
1845,ADAM CLAYTON POWELL JR BLVD,A1A,10026,2,2
33,MOUNT MORRIS PARK,W,10027,5,7
305,WEST 150TH STREET ,104,10039,1,1
111,CENTRAL PARK N,3B,10026,3,3
155,WEST 126TH STREET ,4B,10027,1,2
104,WEST 121ST STREET ,MULTI-FAMI,10027,4,4
285,WEST 110TH STREET ,6D,10026,3,3
285,WEST 110TH STREET ,8B,10026,3,3
159,WEST 118TH STREET ,2H,10026,3,2
51,SAINT NICHOLAS AVENUE ,2A,10026,3,2
250,WEST 132ND STREET ,11,10027,1,4
310,WEST 114TH STREET ,5,10026,1,1
1400,5TH AVENUE ,8E,10026,2,2
300,WEST 137TH STREET ,2547D,10030,2,1
161,WEST 133RD STREET ,1D,10030,0,2
60-126,WEST 126TH STREET ,1,10027,3,3
2579,FREDERICK DOUGLASS BLVD,B,10030,2,2
80,SAINT NICHOLAS AVENUE ,2D,10026,0,1
2300,FREDERICK DOUGLASS BLVD,8A,10027,1,1
10,LENOX AVENUE ,6A,10026,1,1
10,LENOX AVENUE ,7D,10026,2,2
320,SAINT NICHOLAS AVENUE,,10027,2,1
70,WEST 139TH STREET ,7G,10037,1,1
70,WEST 139TH STREET ,7D,10037,2,2
1890,ADAM CLAYTON POWELL JR BLVD,2B,10026,3,2
380,LENOX AVENUE ,6J,10027,3,2
123,WEST 131ST STREET ,4,10027,0,1
171,WEST 131ST STREET ,PH9,10027,1,1
321,WEST 110TH STREET ,8D,10026,2,2
70,WEST 139TH STREET ,8G,10037,1,1
1885,ADAM C POWELL BLVD,5C,10026,4,2
106,WEST 116TH STREET ,5A,10026,2,2
3,WEST 122ND STREET ,1C,10027,2,1
41,BRADHURST AVENUE,,10030,4,5
40,WEST 116TH STREET ,B804,10026,0,1
2579,FREDERICK DOUGLASS B,B,10030,2,2
228,LENOX AVENUE,,10027,1,8
59,WEST 119TH STREET,,10026,7,4
117,WEST 131ST STREET,,10027,6,5
180,SAINT NICHOLAS AVENUE ,33,10026,3,1
2460,7TH AVENUE ,57,10030,4,1
258,WEST 117TH STREET ,54W,10026,1,1
1833,7TH AVENUE ,1C,10026,1,1
226,WEST 113TH STREET ,12A,10026,3,1
129,WEST 117TH STREET,,10026,6,5
221,WEST 137TH STREET,,10030,5,6
43,WEST 127TH STREET,,10027,6,4
313,WEST 121ST STREET ,GARDEN,10027,3,3
219,WEST 144TH STREET ,44,10030,2,1
1400,5TH AVENUE ,4S,10026,3,2
105,WEST 119TH STREET ,C,10026,3,2
258,SAINT NICHOLAS AVENUE ,9DD,10027,1,2
163,SAINT NICHOLAS AVENUE ,2I,10026,1,1
1864,ADAM C POWELL BLVD,51,10026,3,1
157,WEST 123RD STREET ,2C,10027,1,1
157,WEST 123RD STREET ,5-C,10027,1,1
157,WEST 123RD STREET ,4C,10027,1,1
2235,FREDERICK DOUGLASS BLVD,3G,10027,2,2
34,WEST 128TH STREET,,10027,8,5
3,WEST 122ND STREET ,4B,10027,2,1
1845,SEVENTH AVENUE,,10025,6,1
300,WEST 145TH STREET ,3T,10039,3,2
301,WEST 110TH STREET ,15E,10026,1,1
300,WEST 135TH STREET ,2T,10030,2,2
128,WEST 111TH STREET ,2,10026,2,2
1845,7TH AVENUE,,10026,6,7
117,WEST 123RD STREET REET 5D,5D,10027,2,2
241,LENOX AVENUE ,3,10027,2,2
242,WEST 132ND STREET,,10027,2,2
16,WEST 131ST STREET,,10037,5,3
824,SAINT NICHOLAS AVENUE ,23,10031,3,1
161,WEST 133RD STREET ,3A,10030,2,1
106,WEST 116TH STREET ,2A,10026,2,2
2098,FREDERICK DOUGLASS BLVD,7N,10026,2,3
159,WEST 118TH STREET ,4H,10026,3,2
100,WEST 141ST STREET ,76,10030,4,1
1890,ADAM CLAYTON POWELL JR BLVD,6E,10026,3,2
152,WEST 122ND STREET,,10027,8,5
1486,5TH AVENUE ,2S,10035,3,1
207,WEST 136TH STREET,,10030,6,4
2300,FREDERICK DOUGLASS BLVD,9F,10027,3,3
239,WEST 120TH STREET ,TWNHS,10027,7,5
239,WEST 120TH STREET,,10027,7,4
257,WEST 117TH STREET ,2D,10026,2,2
1400,5TH AVENUE ,5O,10026,2,2
105,WEST 117TH STREET ,105C,10026,2,2
111,CENTRAL PARK N,9AA,10026,3,3
305,WEST 123RD STREET,,10027,4,4
678,SAINT NICHOLAS AVENUE ,64,10030,2,1
40,WEST 116TH STREET ,A307,10026,2,2
307,WEST 126TH STREET ,2A,10027,2,2
23,WEST 116TH STREET ,5-D,10026,2,2
80,SAINT NICHOLAS AVENUE ,7F,10026,1,1
2460,ADAM C POWELL BLVD,66,10030,4,1
10,LENOX AVENUE ,PHA,10026,3,3
1400,5TH AVENUE ,2P,10026,2,2
106,WEST 123RD STREET ,4,10027,2,3
220,WEST 111TH STREET ,4D,10026,2,2
45,CENTRAL PARK N,6B,10026,3,2
300,WEST 135TH STREET ,5G,10030,2,2
159,WEST 126TH STREET ,3A,10027,2,2
325,WEST 112TH STREET ,GARDEN,10026,3,4
2351,ADAM CLAYTON POWELL JR BLVD,315,10030,1,1
2351,ADAM CLAYTON POWELL JR BLVD,216,10030,1,1
10,LENOX AVENUE ,4E,10026,2,2
130,BRADHURST AVENUE ,20,10039,3,2
2351,ADAM CLAYTON POWELL JR BLVD,217,10030,0,1
2351,ADAM CLAYTON POWELL JR BLVD,617,10030,0,1
2351,ADAM CLAYTON POWELL JR BLVD,201,10030,1,1
2351,ADAM CLAYTON POWELL JR BLVD,213,10030,2,2
2351,ADAM CLAYTON POWELL JR BLVD,PH20,10030,1,1
2351,ADAM CLAYTON POWELL JR BLVD,309,10030,2,2
2351,ADAM CLAYTON POWELL JR BLVD,PH11,10030,2,2
2351,ADAM CLAYTON POWELL JR BLVD,PH4,10030,3,2
137,WEST 142ND STREET ,3A,10030,2,1
234,WEST 139TH STREET,,10030,4,4
380,LENOX AVENUE ,7E,10027,2,2
30,MACOMBS,PL,10039,1,1
130,BRADHURST AVENUE ,703,10039,2,2
2235,FREDERICK DOUGLASS BLVD,2F,10027,2,2
126,WEST 130TH STREET ,TH1,10027,3,4
313,WEST 121ST STREET,,10027,3,3
252,WEST 123RD STREET ,2NDFLOOR,10027,2,2
1855,7TH AVENUE ,1D,10026,3,1
100,WEST 118TH STREET ,2A,10026,2,1
100,WEST 119TH STREET ,4B,10026,4,2
316,WEST 116TH STREET ,5A,10026,3,3
111,CENTRAL PARK N,9B,10026,3,3
105,WEST 117TH STREET ,2,10026,2,2
10,LENOX AVENUE ,6C,10026,2,2
10,LENOX AVENUE ,3B,10026,0,1
300,WEST 135TH STREET ,9C,10030,2,2
362,SAINT NICHOLAS AVENUE ,3A,10027,2,2
345,WEST 145TH STREET ,10C1,10031,1,1
30,WEST 126TH STREET ,1,10027,2,3
255,WEST 132ND STREET,,10027,5,6
274,WEST 132ND STREET,,10027,6,4
225,CENTRAL PARK WEST,1018,10024,2,2
108,WEST 120TH STREET,,10027,7,4
130,LENOX AVENUE ,806,10026,2,1
210,WEST 136TH STREET ,TWNHSE,10030,4,5
254,WEST 123RD STREET ,GARDEN,10027,3,3
7,MOUNT MORRIS PARK WEST,A,10027,2,2
203,WEST 144TH STREET ,18,10030,3,1
213,WEST 139TH STREET ,4R,10030,1,1
206,SAINT NICHOLAS AVENUE ,5S,10027,2,2
116,WEST 127TH STREET ,TH1,10027,2,4
116,WEST 127TH STREET ,TH2,10027,3,4
120,WEST 118TH STREET APT,3,10026,2,2
229,WEST 144TH STREET ,53,10030,2,1
2053,ADAM CLAYTON POWELL JR BLVD,5C,10027,2,1
118,WEST 112TH STREET ,5B,10026,3,2
261,WEST 112TH STREET ,1B,10026,2,2
5,WEST 119TH STREET,,10026,5,4
2056,5TH AVENUE ,6B,10035,2,2
36,WEST 138TH STREET ,34,10037,4,2
104,WEST 120TH STREET,,10027,7,5
70,WEST 139TH STREET ,8I,10037,1,1
70,WEST 139TH STREET ,7C,10037,3,2
70,WEST 139TH STREET ,8D,10037,2,2
130,LENOX AVENUE ,533,10026,2,2
48,WEST 138TH STREET ,5D,10037,0,1
313,WEST 119TH STREET ,3I,10026,3,2
128,WEST 138TH STREET ,3B,10030,1,1
32,MOUNT MORRIS PARK WEST,TH,10027,5,7
310,WEST 114TH STREET ,2,10026,1,1
45,CENTRAL PARK N,4E,10026,3,1
247,WEST 115TH STREET ,4A,10026,1,2
157,WEST 123RD STREET ,2G,10027,2,1
380,LENOX AVENUE ,9B,10027,2,2
2001,ADAM CLAYTON POWELL JR,BLVD,10027,8,8
301,WEST 115TH STREET ,6G,10026,2,2
40,WEST 116TH STREET ,B501,10026,1,1
40,WEST 116TH STREET ,A413,10026,2,2
11,WEST 131ST STREET ,1C,10037,3,3
235,WEST 137TH STREET,,10030,1,2
141,WEST 129TH STREET,,10027,4,3
235,WEST 137TH STREET ,1F,10030,1,2
300,WEST 135TH STREET ,6H,10030,2,2
128,WEST 138TH STREET ,3A,10030,1,1
245,WEST 115TH STREET ,13,10026,1,1
300,WEST 135TH STREET ,10A,10030,1,1
1864,ADAM C POWELL BLVD,73,10026,3,2
210,WEST 122ND STREET,,10027,6,7
211,WEST 144TH STREET ,6A,10030,2,1
2066,5TH AVENUE ,1D,10035,1,1
2457,FREDERICK DOUGLASS BLVD,2A,10027,1,1
250,WEST 139TH STREET,,10030,5,5
237,WEST 115TH STREET ,6A,10026,2,2
68,BRADHURST AVENUE ,8U,10039,2,2
100,WEST 119TH STREET ,2A,10026,4,2
157,WEST 123RD STREET ,2D,10027,2,1
274,WEST 127TH STREET,,10027,7,2
100-106,WEST 141ST STREET ,58,10030,2,1
151,LENOX AVENUE ,2,10026,2,2
2460,ADAM CLAYTON POWELL JR BLVD,42,10030,4,1
159,WEST 118TH STREET ,THB,10026,2,2
2816,8TH AVENUE ,5EB,10039,1,1
40,WEST 116TH STREET  PENTHOUSE,A1217,10026,1,1
23,WEST 116TH STREET ,7J,10026,3,2
285,WEST 110TH STREET ,3C,10026,1,1
345,WEST 145TH STREET ,5C3,10031,2,1
29,MOUNT MORRIS PARK,W,10027,4,4
258,WEST 117TH STREET ,23E,10026,3,1
128,WEST 138TH STREET ,1G,10030,2,1
313,WEST 121ST STREET ,4,10027,2,2
40,WEST 116TH STREET ,A917,10026,1,1
1400,5TH AVENUE ,7A,10026,3,3
296,WEST 137TH STREET ,296C,10030,3,2
345,WEST 145TH STREET ,5B1,10031,1,1
133,WEST 131ST STREET,,10027,5,4
254,WEST 136TH STREET,,10030,4,2
135,WEST 136TH STREET,,10030,3,2
135,WEST 126TH STREET,REET,10027,5,3
310,WEST 114TH STREET ,3,10026,3,3
1330,5TH AVENUE ,4H,10026,1,1
2460,ADAM CLAYTON POWELL JR BLVD,63,10030,4,1
1330,5TH AVENUE ,5O,10026,1,1
301,WEST 110TH STREET ,18D,10026,1,1
67,SAINT NICHOLAS AVENUE ,69,10026,3,1
23,WEST 116TH STREET ,7F,10026,1,1
305,WEST 143RD STREET ,4,10030,3,2
310,WEST 114TH STREET ,1,10026,2,2
2101,FREDERICK DOUGLASS BLVD,3C,10026,1,1
258,SAINT NICHOLAS AVENUE ,8B,10027,3,2
305,WEST 150TH STREET ,311,10039,1,1
51,SAINT NICHOLAS AVENUE ,7A,10026,1,1
245,WEST 123RD STREET ,01-Apr,10027,6,4
108,WEST 131ST STREET,,10027,5,1
159,WEST 118TH STREET ,4A,10026,2,2
1801-05,ADAM CLAYTON POWELL JR BLVD,4C,10026,3,1
24,WEST 126TH STREET,,10027,7,5
2101,FREDERICK DOUGLASS BLVD,3D,10026,1,1
530,MANHATTAN AVENUE ,56,10027,2,1
48,WEST 138TH STREET ,6J,10037,0,1
2816,8TH AVENUE ,1E,10039,2,1
210,WEST 133RD STREET ,C5,10030,2,1
226,WEST 150TH STREET ,1G,10039,1,1
329,LENOX AVENUE ,3B,10027,0,1
118,WEST 112TH STREET ,1D,10026,2,1
48,WEST 138TH STREET ,3G,10037,0,1
660,STREET  NICHOLAS AVENUE ,63,10030,1,1
234,WEST 148TH STREET ,5E,10039,1,1
100,WEST 141ST STREET ,15,10030,4,1
350,WEST 145TH STREET,,10039,4,5
118,WEST 112TH STREET ,6C,10026,2,1
300,WEST 135TH STREET ,12H,10030,2,2
128,WEST 138TH STREET ,5I,10030,1,1
32,WEST 130TH STREET ,32,10037,1,5
301,CATHEDRAL PKWY,1E,10026,1,1
48,WEST 138TH STREET ,1F,10037,0,1
106,WEST 116TH STREET ,7A,10026,3,3
100,WEST 141ST STREET ,74,10030,3,1
100,WEST 119TH STREET ,7D,10026,3,2
160,WEST 120TH STREET,,10027,1,3
301,WEST 110TH STREET ,3M,10026,2,1
246,WEST 139TH STREET,,10030,4,5
678,SAINT NICHOLAS AVENUE ,54,10030,2,1
233,LENOX AVENUE ,T,10027,6,4
1878,ADAM CLAYTON POWELL JR BLVD,60,10026,2,1
137-139,WEST 142ND STREET ,1D,10030,2,1
1330,5TH AVENUE ,3H,10026,1,1
48,WEST 138TH STREET ,1B,10037,1,1
301,WEST 115TH STREET  PH,1E,10026,3,3
2002,5TH AVENUE ,PENTHOUSE,10035,3,2
121,EDGECOMBE AVENUE ,4,10030,2,2
231,WEST 148TH STREET ,3M,10039,3,1
