Inc_ID,Year,Neighborhood,BuildingCategoryNum,BuildingCategoryDes,TaxClassAtPresent,Block,Lot,BuildingClassAtPresent,StreetNum,StreetName,AptNum,ZipCode,ResidentialUnits,CommercialUnits,TotalUnits,LandSquareFeet,GrossSquareFeet,YearBuilt,TaxClassAtTimeOfSale,BuildingClassAtTimeOfSale,SalePrice,SaleDate,Beds,Baths,StreetAddress,GeoCode,LEASED
3848,2017,UPPER WEST SIDE (79-96),1,ONE FAMILY DWELLINGS          ,1,1251,15,A9,311,WEST 90TH STREET,House,10024,1,0,1,1997,5377,1899,1,A9,12235640,1/13/2017,5,8,311 WEST 90TH STREET,"(-73.9764487, 40.7918314)",0
1523,2018,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1227,1018,R4,207,WEST 79TH STREET,House,10024,1,0,19,6743,4205,2015,2,R4,12094468,4/26/2018,4,4,207 WEST 79TH STREET,"(-73.9788272, 40.783522)",0
496,2016,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,637,1715,R4,166,PERRY STREET,House,10014,1,0,1,0,0,1905,2,R4,12000000,8/10/2016,5,1,166 PERRY STREET,"(-74.0093375, 40.73450020000001)",0
9403,2019,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1494,32,D4,960,PARK AVENUE,2E,10028,0,0,0,0,0,1915,2,D4,12000000,05/13/2019,6,6,960 PARK AVENUE,"(-73.959448, 40.7779497)",0
3890,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1200,31,D4,262,CENTRAL PARK WEST,10E,10024,0,0,0,0,0,1927,2,D4,11875000,6/20/2017,4,4,262 CENTRAL PARK WEST,"(-73.96934329999999, 40.785778799999996)",0
6923,2018,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1150,1307,R4,101,WEST 78TH STREET,House,10024,1,0,1,10217,4820,1900,2,R4,11858187,6/27/2018,4,4,101 WEST 78TH STREET,"(-73.9762063, 40.7815071)",0
3847,2017,UPPER WEST SIDE (79-96),1,ONE FAMILY DWELLINGS          ,1,1250,20,A4,323,WEST 88TH STREET,House,10024,1,0,1,2013,8500,1910,1,A4,11850000,6/20/2017,5,1,323 WEST 88TH STREET,"(-73.9777573, 40.7907831)",0
834,2015,SOHO                     ,15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,485,1204,R1,70,GREENE STREET,House,10012,1,0,1,0,0,1900,2,R1,11800000,4/24/2015,5,5,70 GREENE STREET,"(-74.00065090000001, 40.7231683)",0
8015,2019,GREENWICH VILLAGE-CENTRAL,3,THREE FAMILY DWELLINGS,1,575,68,C0,37,WEST 11TH STREET,House,10011,3,0,3,"2,220","3,696",1901,1,C0,11800000,06/27/2019,5,3,37 WEST 11TH STREET,"(-73.99650749999999, 40.734750700000006)",0
5593,2018,TRIBECA,2,TWO FAMILY DWELLINGS,1,137,26,S2,162,CHAMBERS STREET,House,10007,2,1,3,2180,10020,1915,1,S2,11700000,11/14/2018,5,7,162 CHAMBERS STREET,"(-74.01048, 40.715849600000006)",0
5594,2019,TRIBECA,2,TWO FAMILY DWELLINGS,1,137,26,S2,162,CHAMBERS STREET,House,10007,2,1,3,"2,180","10,020",1915,1,S2,11700000,11/14/2018,5,7,162 CHAMBERS STREET,"(-74.01048, 40.715849600000006)",0
6037,2018,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1504,62,A4,14,EAST 93RD STREET,House,10128,1,0,1,2013,4950,1899,1,A4,11550000,8/20/2018,5,6,14 EAST 93RD STREET,"(-73.9562911, 40.7853985)",0
9773,2019,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1577,1421,R4,20,EAST END AVENUE,7C,10028,0,0,0,0,"3,985",2014,2,R4,11350000,02/01/2019,4,4,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
1884,2017,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1347,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,11269149,3/3/2017,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
4651,2018,GREENWICH VILLAGE-WEST,2,TWO FAMILY DWELLINGS,1,586,74,B3,11,LEROY STREET,House,10014,2,0,2,2250,4880,1899,1,B3,11250000,11/15/2018,5,3,11 LEROY STREET,"(-74.0034103, 40.7308354)",0
4652,2019,GREENWICH VILLAGE-WEST,2,TWO FAMILY DWELLINGS,1,586,74,B3,11,LEROY STREET,House,10014,2,0,2,"2,250","4,880",1899,1,B3,11250000,11/15/2018,5,3,11 LEROY STREET,"(-74.0034103, 40.7308354)",0
4838,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1333,R4,160,LEROY STREET,House,10014,1,0,1,0,2792,2016,2,R4,11250000,6/28/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
2195,2017,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS      ,2,1577,1441,R4,20,EAST END AVENUE,House,10028,1,0,1,0,0,2014,2,R4,11149837,5/12/2017,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
907,2019,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1409,46,B3,182,EAST 75TH STREET,House,10021,2,0,2,"1,839","4,320",1920,1,B3,11125000,06/03/2019,6,7,182 EAST 75TH STREET,"(-73.96021209999999, 40.7719097)",0
1873,2016,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1355,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,11070918,4/28/2016,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
5648,2018,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1376,15,D4,21,EAST 61ST STREET,6B,10065,0,0,0,0,0,1951,2,D4,11051262,5/18/2018,4,4,21 EAST 61ST STREET,"(-73.9708546, 40.7651814)",0
3098,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1393,33,D4,888,PARK AVENUE,12B,10075,0,0,0,0,0,1926,2,D4,11025000,6/29/2017,5,4,888 PARK AVENUE,"(-73.9612618, 40.7752951)",0
8256,2019,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,631,1249,R4,275,WEST 10TH STREET,11D,10014,0,0,0,0,"3,765",1895,2,R4,11000000,06/12/2019,4,4,275 WEST 10TH STREET,"(-74.00796120000001, 40.733687700000004)",0
4837,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1327,R4,160,LEROY STREET,House,10014,1,0,1,0,2792,2016,2,R4,10949437,6/1/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
547,2015,LITTLE ITALY             ,13,CONDOS - ELEVATOR APARTMENTS      ,2,480,1213,R4,199,MOTT STREET,House,10012,1,0,1,0,0,2012,2,R4,10793450,8/25/2015,3,3,199 MOTT STREET,"(-73.99579279999999, 40.721262599999996)",0
8500,2019,MIDTOWN CBD,13,CONDOS - ELEVATOR APARTMENTS,2,1292,1393,R4,432,PARK AVENUE,53A,10022,0,0,0,0,"1,789",2012,2,R4,10785833,06/19/2019,2,2,432 PARK AVENUE,"(-73.9717602, 40.761648)",0
101,2015,CHELSEA                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1544,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,10750000,1/15/2015,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
4836,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1345,R4,160,LEROY STREET,House,10014,1,0,1,0,2792,2016,2,R4,10750000,7/17/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
9055,2019,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1376,15,D4,21,EAST 61ST STREET,6E,10065,0,0,0,0,0,1951,2,D4,10694875,05/10/2019,5,5,21 EAST 61ST STREET,"(-73.9708546, 40.7651814)",0
4522,2018,GREENWICH VILLAGE-CENTRAL,1,ONE FAMILY DWELLINGS,1,572,13,A4,58,WEST 9TH STREET,House,10011,1,0,1,1565,3944,1900,1,A4,10630000,9/14/2018,4,6,58 WEST 9TH STREET,"(-73.99858540000001, 40.7337961)",0
107,2017,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1541,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,10600000,9/15/2017,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
2202,2018,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1577,1415,R4,20,EAST END AVENUE,House,10028,1,0,1,15121,4299,2014,2,R4,10600000,7/10/2018,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
3827,2018,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1171,4529,R4,1,WEST END AVENUE,House,10023,1,0,1,72099,4127,2014,2,R4,10523139,9/25/2018,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
826,2015,SOHO                     ,10,COOPS - ELEVATOR APARTMENTS       ,2C,475,53,D0,41,GREENE STREET,1,10013,0,0,0,0,0,1910,2,D0,10500000,3/9/2015,2,2,41 GREENE STREET,"(-74.0021248, 40.72208070000001)",0
3162,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1413,1,D4,885,PARK AVENUE,7A,10075,0,0,0,0,0,1927,2,D4,10500000,7/28/2017,4,5,885 PARK AVENUE,"(-73.9605093, 40.7750092)",0
4835,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1339,R4,160,LEROY STREET,House,10014,1,0,1,0,2792,2016,2,R4,10500000,7/10/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
5592,2018,TRIBECA,1,ONE FAMILY DWELLINGS,1,141,10,A7,150,READE STREET,House,10013,1,0,1,1356,6250,1999,1,A7,10500000,7/11/2018,0,6,150 READE STREET,"(-74.010258, 40.7167854)",0
6922,2018,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1150,1302,R4,101,WEST 78TH STREET,House,10024,1,0,24,10217,4050,1900,2,R4,10500000,6/18/2018,4,4,101 WEST 78TH STREET,"(-73.9762063, 40.7815071)",0
8116,2019,GREENWICH VILLAGE-CENTRAL,15,CONDOS - 2-10 UNIT RESIDENTIAL,2C,570,1305,R1,17,EAST 12TH STREET,6,10003,0,0,0,0,"4,514",1929,2,R1,10500000,06/13/2019,4,4,17 EAST 12TH STREET,"(-73.993134, 40.734374)",0
4660,2018,GREENWICH VILLAGE-WEST,3,THREE FAMILY DWELLINGS,1,632,30,C0,131,CHARLES STREET,House,10014,3,0,3,1525,2362,1899,1,C0,10486000,6/18/2018,6,4,131 CHARLES STREET,"(-74.0076338, 40.7343299)",0
100,2015,CHELSEA                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1546,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,10414000,9/10/2015,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
8260,2019,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,636,1209,R4,150,CHARLES STREET,M8,10014,0,0,0,0,"3,959",1938,2,R4,10300000,08/13/2019,3,5,150 CHARLES STREET,"(-74.00899659999999, 40.7338121)",0
9917,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1113,1402,R4,1,CENTRAL PARK WEST,30A,10023,0,0,0,0,"2,094",0,2,R4,10300000,01/11/2019,3,3,1 CENTRAL PARK WEST,"(-73.9816255, 40.7690255)",0
8928,2019,SOHO,13,CONDOS - ELEVATOR APARTMENTS,2,490,1114,R4,10,SULLIVAN STREET,6A,10012,0,0,0,0,"3,122",2016,2,R4,10250000,01/09/2019,3,3,10 SULLIVAN STREET,"(-74.004173, 40.724558)",0
6921,2018,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1150,1308,R4,101,WEST 78TH STREET,House,10024,1,0,1,10217,4477,1900,2,R4,10200000,2/1/2018,4,4,101 WEST 78TH STREET,"(-73.9762063, 40.7815071)",0
1315,2015,UPPER EAST SIDE (79-96)  ,15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,1501,1101,R1,1110,PARK AVENUE,House,10128,1,0,1,0,0,2013,2,R1,10182500,11/13/2015,5,1,1110 PARK AVENUE,"(-73.95573929999999, 40.7826083)",0
2194,2017,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS      ,2,1577,1436,R4,20,EAST END AVENUE,House,10028,1,0,1,0,0,2014,2,R4,10157043,3/15/2017,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
1522,2018,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1227,1003,R4,207,WEST 79TH STREET,House,10024,1,0,19,6743,4061,2015,2,R4,10119063,7/9/2018,4,4,207 WEST 79TH STREET,"(-73.9788272, 40.783522)",0
106,2017,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1547,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,10000000,2/24/2017,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
497,2015,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,637,1489,R4,165,CHARLES STREET,House,10014,1,0,1,0,0,2004,2,R4,10000000,6/18/2015,2,2,165 CHARLES STREET,"(-74.0096815, 40.7341445)",0
498,2015,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,637,1491,R4,165,CHARLES STREET,House,10014,1,0,1,0,0,2004,2,R4,10000000,6/1/2015,2,2,165 CHARLES STREET,"(-74.0096815, 40.7341445)",0
905,2015,UPPER EAST SIDE (59-79)  ,2,TWO FAMILY DWELLINGS          ,1,1378,46,B9,36,EAST 64TH STREET,House,10065,2,0,2,1707,5805,1905,1,B9,10000000,4/15/2015,5,1,36 EAST 64TH STREET,"(-73.968651, 40.766290500000004)",0
9033,2019,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1416,8,A4,215,EAST 61ST STREET,House,10065,1,0,1,"1,808","5,045",1905,1,A4,9999999,06/25/2019,5,7,215 EAST 61ST STREET,"(-73.9647929, 40.7626133)",0
9027,2019,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1395,45,A4,160,EAST 61ST STREET,House,10065,1,0,1,"1,908","4,750",1899,1,A4,9995000,06/27/2019,5,7,160 EAST 61ST STREET,"(-73.9666032, 40.763015100000004)",0
5557,2018,SOHO,10,COOPS - ELEVATOR APARTMENTS,2,484,1,D0,84,MERCER STREET,4E,10012,0,0,0,0,0,1880,2,D0,9950000,2/5/2018,4,4,84 MERCER STREET,"(-73.9996429, 40.7229276)",0
9057,2019,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1378,48,D4,32,EAST 64TH STREET,9E,10065,0,0,0,0,0,1910,2,D4,9950000,06/11/2019,4,3,32 EAST 64TH STREET,"(-73.96887579999999, 40.766463200000004)",0
1550,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1204,29,D4,300,CENTRAL PARK WEST,4D,10024,0,0,0,0,0,1930,2,D4,9900000,12/12/2017,3,3,300 CENTRAL PARK WEST,"(-73.9674607, 40.7882884)",0
1521,2018,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1227,1002,R4,207,WEST 79TH STREET,House,10024,1,0,19,6743,4013,2015,2,R4,9892175,7/13/2018,4,4,207 WEST 79TH STREET,"(-73.9788272, 40.783522)",0
3034,2017,SOHO,10,COOPS - ELEVATOR APARTMENTS       ,2,484,1,D0,84,MERCER STREET,5E,10012,0,0,0,0,0,1880,2,D0,9847500,7/25/2017,3,3,84 MERCER STREET,"(-73.9996429, 40.7229276)",0
8012,2019,GREENWICH VILLAGE-CENTRAL,1,ONE FAMILY DWELLINGS,1,572,12,A4,60,WEST 9TH STREET,House,10011,1,0,1,"2,348","5,065",1900,1,A4,9800000,06/27/2019,5,7,60 WEST 9TH STREET,"(-73.9986428, 40.73383320000001)",0
2885,2017,MURRAY HILL,1,ONE FAMILY DWELLINGS          ,1,893,55,A9,154-156,EAST 38TH STREET,House,10016,1,0,1,4296,8004,1915,1,A9,9750000,11/1/2017,0,1,154-156 EAST 38TH STREET,"(-73.9770753, 40.7483394)",0
3029,2017,SOHO,10,COOPS - ELEVATOR APARTMENTS       ,2,229,22,D4,85,GRAND STREET,2,10013,0,0,0,0,0,1915,2,D4,9750000,11/29/2017,2,3,85 GRAND STREET,"(-74.0025069, 40.7216559)",0
4834,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1321,R4,160,LEROY STREET,House,10014,1,0,1,0,2792,2016,2,R4,9750000,5/17/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
8129,2019,GREENWICH VILLAGE-WEST,1,ONE FAMILY DWELLINGS,1,620,64,A4,66,CHARLES STREET,House,10014,1,0,1,910,"2,880",1899,1,A4,9750000,04/08/2019,4,4,66 CHARLES STREET,"(-74.00331109999999, 40.7347606)",0
9029,2019,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1399,146,A4,140,EAST 65TH STREET,House,10065,1,0,1,"2,008","6,200",1899,1,A4,9750000,06/19/2019,5,7,140 EAST 65TH STREET,"(-73.964936, 40.765518)",0
2313,2016,UPPER WEST SIDE (79-96)  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1231,1431,R4,498,WEST END AVENUE,House,10024,1,0,1,0,0,1912,2,R4,9673375,7/28/2016,5,5,498 WEST END AVENUE,"(-73.97866409999999, 40.7873345)",0
3893,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1202,36,D4,285,CENTRAL PARK WEST,10N,10024,0,0,0,0,0,1905,2,D4,9650000,1/3/2017,4,4,285 CENTRAL PARK WEST,"(-73.9683561, 40.7872392)",0
3758,2017,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS      , ,1171,4670, ,1,WEST END AVENUE,House,10023,0,0,0,0,0,0,2,R4,9617096,10/11/2017,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
464,2015,GREENWICH VILLAGE-WEST   ,2,TWO FAMILY DWELLINGS          ,1,608,33,B1,112,WEST 13TH STREET,House,10011,2,0,2,2065,4256,1899,1,B1,9500000,2/5/2015,4,6,112 WEST 13TH STREET,"(-73.99821109999999, 40.7368453)",0
6605,2018,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1540,1345,R4,200,EAST 95TH STREET,House,10128,1,0,1,0,3564,2016,2,R4,9483946,9/5/2018,5,3,200 EAST 95TH STREET,"(-73.94959820000001, 40.784282399999995)",0
6733,2018,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1125,25,D4,1,WEST 72ND STREET,77,10023,0,0,0,0,0,1900,2,D4,9475000,2/20/2018,3,3,1 WEST 72ND STREET,"(-73.9760699, 40.77699439999999)",0
4640,2018,GREENWICH VILLAGE-WEST,1,ONE FAMILY DWELLINGS,1,607,56,S1,121,WEST 11TH STREET,House,10011,1,1,2,2168,4704,1899,1,S1,9450000,10/25/2018,4,5,121 WEST 11TH STREET,"(-73.9991464, 40.73595220000001)",0
4641,2019,GREENWICH VILLAGE-WEST,1,ONE FAMILY DWELLINGS,1,607,56,S1,121,WEST 11TH STREET,House,10011,1,1,2,"2,168","4,704",1899,1,S1,9450000,10/25/2018,4,5,121 WEST 11TH STREET,"(-73.9991464, 40.73595220000001)",0
6950,2018,UPPER WEST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1198,53,A5,52,WEST 85TH STREET,House,10024,1,0,1,2043,6266,1900,1,A5,9395000,11/7/2018,6,7,52 WEST 85TH STREET,"(-73.9716735, 40.785174600000005)",0
6951,2019,UPPER WEST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1198,53,A5,52,WEST 85TH STREET,House,10024,1,0,1,"2,043","6,266",1900,1,A5,9395000,11/07/2018,6,7,52 WEST 85TH STREET,"(-73.9716735, 40.785174600000005)",0
9928,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1114,1372,R4,15,CENTRAL PARK WEST,14G,10023,0,0,0,0,"2,242",2005,2,R4,9350000,06/10/2019,3,3,15 CENTRAL PARK WEST,"(-73.9810746, 40.7697189)",0
2021,2017,SOHO,16,CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,474,1201,R8,47,MERCER STREET,House,10013,0,1,1,0,0,0,2,R8,9300000,7/10/2017,3,3,47 MERCER STREET,"(-74.00132140000001, 40.7217544)",0
906,2015,UPPER EAST SIDE (59-79)  ,2,TWO FAMILY DWELLINGS          ,1,1409,46,B3,182,EAST 75TH STREET,House,10021,2,0,2,1839,4320,1920,1,B3,9280000,5/8/2015,6,7,182 EAST 75TH STREET,"(-73.96021209999999, 40.7719097)",0
2312,2016,UPPER WEST SIDE (79-96)  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1231,1426,R4,498,WEST END AVENUE,House,10024,1,0,1,0,0,1912,2,R4,9266075,7/6/2016,5,5,498 WEST END AVENUE,"(-73.97866409999999, 40.7873345)",0
99,2015,CHELSEA                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1535,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,9250000,7/30/2015,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
9002,2019,TRIBECA,13,CONDOS - ELEVATOR APARTMENTS,2,214,1142,R4,145,HUDSON STREET,7A,10013,0,0,0,0,"3,908",0,2,R4,9250000,06/24/2019,4,4,145 HUDSON STREET,"(-74.0086732, 40.7211037)",0
9375,2019,UPPER EAST SIDE (79-96),2,TWO FAMILY DWELLINGS,1,1504,10,B1,15,EAST 92ND STREET,House,10128,2,0,2,"1,971","4,590",1899,1,B1,9250000,06/25/2019,6,6,15 EAST 92ND STREET,"(-73.9566125, 40.7851164)",0
2193,2017,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS      ,2,1577,1440,R4,20,EAST END AVENUE,House,10028,1,0,1,0,0,2014,2,R4,9103155,3/30/2017,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
4647,2018,GREENWICH VILLAGE-WEST,1,ONE FAMILY DWELLINGS,1,619,20,A4,230,WEST 10TH STREET,House,10014,1,0,1,2113,4800,1905,1,A4,9055786,1/29/2018,4,3,230 WEST 10TH STREET,"(-74.0052062, 40.733643900000004)",0
9001,2019,TRIBECA,13,CONDOS - ELEVATOR APARTMENTS,2,214,1226,R4,7,HUBERT STREET,8B,10013,0,0,0,0,"3,253",0,2,R4,9050000,09/18/2019,4,4,7 HUBERT STREET,"(-74.0087798, 40.721181)",0
8658,2019,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS,2,1010,1718,R4,157,WEST 57TH STREET,35F,10019,0,0,0,0,"2,482",2009,2,R4,9020030,02/06/2019,3,3,157 WEST 57TH STREET,"(-73.9791558, 40.7654184)",0
1834,2017,GREENWICH VILLAGE-CENTRAL,15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,562,1202,R1,66,EAST 11TH STREET,House,10003,1,0,1,0,0,1929,2,R1,9000000,12/18/2017,4,7,66 EAST 11TH STREET,"(-73.9923283, 40.7326867)",0
3900,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1204,29,D4,300,CENTRAL PARK WEST,15G,10024,0,0,0,0,0,1930,2,D4,9000000,3/23/2017,3,4,300 CENTRAL PARK WEST,"(-73.9674607, 40.7882884)",0
5610,2018,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1408,149,A4,154,EAST 74TH STREET,House,10021,1,0,1,1916,3800,1910,1,A4,9000000,9/18/2018,4,5,154 EAST 74TH STREET,"(-73.96090600000001, 40.771415600000005)",0
5611,2018,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1408,149,A4,154,EAST 74TH STREET,House,10021,1,0,1,1916,3800,1910,1,A4,9000000,9/18/2018,4,4,154 EAST 74TH STREET,"(-73.96090600000001, 40.771415600000005)",0
6953,2018,UPPER WEST SIDE (79-96),2,TWO FAMILY DWELLINGS,1,1198,51,B1,48,WEST 85TH STREET,House,10024,2,0,2,2043,7375,1900,1,B1,9000000,4/30/2018,7,6,48 WEST 85TH STREET,"(-73.9715587, 40.7851197)",0
9378,2019,UPPER EAST SIDE (79-96),3,THREE FAMILY DWELLINGS,1,1491,46,C0,54,EAST 80TH STREET,House,10075,3,0,3,"1,839","4,974",1899,1,C0,8975000,02/14/2019,7,7,54 EAST 80TH STREET,"(-73.9610667, 40.7765693)",0
1872,2016,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1339,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,8928187,8/4/2016,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
2448,2017,CIVIC CENTER,15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,177,1008,R1,51-53,LEONARD STREET,House,10013,1,0,1,0,0,0,2,R1,8900000,12/28/2017,4,3,51-53 LEONARD STREET,"(-74.0062825, 40.717930100000004)",0
3311,2017,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS          ,1,1504,164,A4,8,EAST 93RD STREET,House,10128,1,0,1,1963,4501,1899,1,A4,8900000,8/1/2017,9,4,8 EAST 93RD STREET,"(-73.95649770000001, 40.7854858)",0
2205,2016,UPPER EAST SIDE (79-96)  ,15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,1513,1605,R1,157,EAST 84TH STREET,House,10028,1,0,1,0,0,0,2,R1,8884231,7/28/2016,5,6,157 EAST 84TH STREET,"(-73.9557975, 40.7781056)",0
10043,2019,UPPER WEST SIDE (79-96),3,THREE FAMILY DWELLINGS,1,1202,17,C0,37,WEST 88TH STREET,House,10024,3,0,3,"2,114","6,689",1899,1,C0,8875000,05/15/2019,8,7,37 WEST 88TH STREET,"(-73.96961879999999, 40.787360799999995)",0
1017,2018,UPPER EAST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1397,1585,R4,140,EAST 63RD STREET,House,10065,1,0,1,0,5345,1927,2,R4,8858775,3/29/2018,3,2,140 EAST 63RD STREET,"(-73.9662417, 40.7644486)",0
2201,2018,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1577,1417,R4,20,EAST END AVENUE,House,10028,1,0,1,15121,3341,2014,2,R4,8850000,6/21/2018,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
14,2015,CHELSEA                  ,1,ONE FAMILY DWELLINGS          ,1,771,52,A9,224,WEST 22ND STREET,House,10011,1,0,1,1975,3855,1901,1,A9,8800000,12/11/2015,6,6,224 WEST 22ND STREET,"(-73.997166, 40.743608)",0
