Inc_ID,Year,Neighborhood,BuildingCategoryNum,BuildingCategoryDes,TaxClassAtPresent,Block,Lot,BuildingClassAtPresent,StreetNum,StreetName,AptNum,ZipCode,ResidentialUnits,CommercialUnits,TotalUnits,LandSquareFeet,GrossSquareFeet,YearBuilt,TaxClassAtTimeOfSale,BuildingClassAtTimeOfSale,SalePrice,SaleDate,Beds,Baths,StreetAddress,GeoCode,LEASED
146,2015,CLINTON                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,1051,1152,RR,460,WEST 42ND STREET,House,10036,88,0,88,0,83988,2008,2,R4,260800000,12/21/2015,1,1,460 WEST 42ND STREET,"(-73.9950519, 40.759308600000004)",0
105,2016,CHELSEA                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1555,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,45000000,6/10/2016,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
4844,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1355,R4,160,LEROY STREET,House,10014,1,0,1,0,8075,2016,2,R4,43503250,7/23/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
5612,2018,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1410,68,A7,110,EAST 76TH STREET,House,10021,1,0,1,3678,11991,2012,1,A7,40250000,8/16/2018,8,1,110 EAST 76TH STREET,"(-73.961522, 40.773251)",0
1511,2015,UPPER WEST SIDE (79-96)  ,8,RENTALS - ELEVATOR APARTMENTS      ,2,1227,27,D6,207,WEST 79TH STREET,House,10024,24,1,25,10437,71578,2015,2,D9,39000000,4/9/2015,4,4,207 WEST 79TH STREET,"(-73.9788272, 40.783522)",0
111,2018,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS,2,767,1554,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,7058,1929,2,R4,31000000,6/18/2018,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
8504,2019,MIDTOWN CBD,13,CONDOS - ELEVATOR APARTMENTS,2,1292,1456,R4,432,PARK AVENUE,95,10022,0,0,0,0,"3,952",2012,2,R4,30691657,01/29/2019,6,8,432 PARK AVENUE,"(-73.9717602, 40.761648)",0
9370,2019,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1494,11,A4,11,EAST 82ND STREET,House,10028,1,0,1,"2,554","7,340",1899,1,A4,30139360,03/04/2019,9,9,11 EAST 82ND STREET,"(-73.96117, 40.7786768)",0
4955,2018,LITTLE ITALY,15,CONDOS - 2-10 UNIT RESIDENTIAL,2C,478,1208,R1,152,ELIZABETH STREET,House,10012,1,0,1,4462,5603,1918,2,R1,29950000,7/12/2018,4,5,152 ELIZABETH STREET,"(-73.99478140000001, 40.7202881)",0
5608,2018,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1382,8,A4,7,EAST 67TH STREET,House,10065,1,0,1,2510,7786,1910,1,A4,28500000,4/4/2018,7,7,7 EAST 67TH STREET,"(-73.9684677, 40.769153499999994)",0
4843,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1356,R4,160,LEROY STREET,House,10014,1,0,1,0,5114,2016,2,R4,28000000,8/24/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
2204,2018,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1577,1442,R4,20,EAST END AVENUE,House,10028,1,0,1,15121,6292,2014,2,R4,26300000,4/17/2018,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
1833,2016,GREENWICH VILLAGE-CENTRAL,15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,562,1207,R1,66,EAST 11TH STREET,House,10003,1,0,1,0,0,1929,2,R1,26122156,3/24/2016,4,7,66 EAST 11TH STREET,"(-73.9923283, 40.7326867)",0
4633,2018,GREENWICH VILLAGE-WEST,1,ONE FAMILY DWELLINGS,1,585,23,A5,18,GROVE STREET,House,10014,1,0,1,1368,3840,1910,1,A5,24500000,7/17/2018,3,5,18 GROVE STREET,"(-74.0054761, 40.7322866)",0
104,2016,CHELSEA                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1545,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,24000000,8/5/2016,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
6743,2018,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1127,29,D4,145,CENTRAL PARK WEST,5C,10023,0,0,0,0,0,1930,2,D4,24000000,6/5/2018,5,7,145 CENTRAL PARK WEST,"(-73.9750554, 40.7779719)",0
501,2017,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS      ,2,637,1495,R4,165,CHARLES STREET,House,10014,1,0,1,0,0,2004,2,R4,23700000,12/12/2017,2,2,165 CHARLES STREET,"(-74.0096815, 40.7341445)",0
9374,2019,UPPER EAST SIDE (79-96),2,TWO FAMILY DWELLINGS,1,1492,64,B1,12,EAST 81ST STREET,House,10028,2,0,2,"2,086","6,840",1901,1,B1,23000000,06/25/2019,6,7,12 EAST 81ST STREET,"(-73.96204240000002, 40.7778364)",0
463,2015,GREENWICH VILLAGE-WEST   ,1,ONE FAMILY DWELLINGS          ,1,608,68,A4,157,WEST 12TH STREET,House,10011,1,0,1,2151,3200,1899,1,A4,22300000,7/17/2015,4,7,157 WEST 12TH STREET,"(-73.99955390000001, 40.736891)",0
8660,2019,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS,2,1010,1671,R4,157,WEST 57TH STREET,60B,10019,0,0,0,0,"4,193",2009,2,R4,22158995,01/29/2019,3,3,157 WEST 57TH STREET,"(-73.9791558, 40.7654184)",0
9368,2019,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1492,125,A4,51,EAST 80TH STREET,House,10075,1,0,1,"2,350","8,876",1899,1,A4,21500000,04/15/2019,6,8,51 EAST 80TH STREET,"(-73.960945, 40.776963)",0
4946,2018,LITTLE ITALY,1,ONE FAMILY DWELLINGS,1,494,22,A7,38,PRINCE STREET,House,10012,1,0,1,3309,8069,1900,1,A7,21000000,8/30/2018,7,8,38 PRINCE STREET,"(-73.99525899999999, 40.722876)",0
394,2015,GREENWICH VILLAGE-CENTRAL,10,COOPS - ELEVATOR APARTMENTS       ,2,532,20,D0,77,BLEECKER STREET,House,10012,0,0,0,0,0,1930,2,D0,20900000,5/29/2015,2,2,77 BLEECKER STREET,"(-73.9960934, 40.726966)",0
6924,2018,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1150,1322,R4,101,WEST 78TH STREET,House,10024,1,0,1,10217,4742,1900,2,R4,20520987,4/18/2018,4,4,101 WEST 78TH STREET,"(-73.9762063, 40.7815071)",0
4842,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1352,R4,160,LEROY STREET,House,10014,1,0,1,0,4557,2016,2,R4,20120000,8/10/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
8659,2019,MIDTOWN WEST,13,CONDOS - ELEVATOR APARTMENTS,2,1010,1673,R4,157,WEST 57TH STREET,61B,10019,0,0,0,0,"4,193",2009,2,R4,19913000,09/27/2019,3,4,157 WEST 57TH STREET,"(-73.9791558, 40.7654184)",0
8014,2019,GREENWICH VILLAGE-CENTRAL,1,ONE FAMILY DWELLINGS,1,576,48,A4,11,WEST 12TH STREET,House,10011,1,0,1,"2,581","8,125",1910,1,A4,19900000,06/14/2019,5,6,11 WEST 12TH STREET,"(-73.99505, 40.735118)",0
8503,2019,MIDTOWN CBD,13,CONDOS - ELEVATOR APARTMENTS,2,1292,1368,R4,432,PARK AVENUE,40A,10022,0,0,0,0,"4,430",2012,2,R4,19603872,04/09/2019,4,4,432 PARK AVENUE,"(-73.9717602, 40.761648)",0
2582,2017,GREENWICH VILLAGE-WEST,1,ONE FAMILY DWELLINGS          ,1,615,21,A4,252,WEST 12TH STREET,House,10014,1,0,1,1764,4073,1910,1,A4,19000000,5/2/2017,6,7,252 WEST 12TH STREET,"(-74.00272159999999, 40.7374559)",0
3117,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1407,1,D4,765,PARK AVENUE,11B,10021,0,0,0,0,0,1927,2,D4,19000000,7/20/2017,5,6,765 PARK AVENUE,"(-73.96346679999999, 40.7710766)",0
9371,2019,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1496,9,A4,9,EAST 84TH STREET,House,10028,1,0,1,"2,554","10,250",1930,1,A4,19000000,06/12/2019,7,6,9 EAST 84TH STREET,"(-73.9604353, 40.7800767)",0
1885,2017,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1390,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,18940564,8/1/2017,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
1316,2015,UPPER EAST SIDE (79-96)  ,15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,1501,1105,R1,1110,PARK AVENUE,House,10128,1,0,1,0,0,2013,2,R1,18583062,10/27/2015,5,1,1110 PARK AVENUE,"(-73.95573929999999, 40.7826083)",0
3310,2017,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS          ,1,1495,11,A7,17,EAST 83RD STREET,House,10028,1,0,1,2043,5900,1925,1,A7,18500000,7/14/2017,4,7,17 EAST 83RD STREET,"(-73.9607452, 40.7793589)",0
5609,2018,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1392,63,A4,16,EAST 78TH STREET,House,10075,1,0,1,2043,5100,1901,1,A4,18375000,5/9/2018,4,7,16 EAST 78TH STREET,"(-73.963414, 40.77575)",0
1877,2016,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1358,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,18361923,7/7/2016,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
383,2015,GREENWICH VILLAGE-CENTRAL,1,ONE FAMILY DWELLINGS          ,1,567,16,A9,20,EAST 10TH STREET,House,10003,1,0,1,2307,5178,1900,1,A9,18250000,6/9/2015,6,7,20 EAST 10TH STREET,"(-73.9944579, 40.7328093)",0
9028,2019,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1398,5,A4,101,EAST 63RD STREET,House,10065,1,0,1,"2,510","7,349",1970,1,A4,18000000,01/15/2019,4,4,101 EAST 63RD STREET,"(-73.967277, 40.7653475)",0
9919,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1113,1523,R4,1,CENTRAL PARK WEST,45C,10023,0,0,0,0,"4,415",0,2,R4,18000000,06/21/2019,4,4,1 CENTRAL PARK WEST,"(-73.9816255, 40.7690255)",0
3829,2018,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1171,4752,R4,1,WEST END AVENUE,House,10023,1,0,1,72099,5988,2014,2,R4,17936142,9/12/2018,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
1876,2016,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1382,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,17870617,11/23/2016,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
9026,2019,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1380,48,A4,46,EAST 66TH STREET,House,10065,1,0,1,"2,008","5,900",1920,1,A4,17700000,05/08/2019,6,9,46 EAST 66TH STREET,"(-73.96785859999999, 40.767629)",0
1319,2016,UPPER EAST SIDE (79-96)  ,15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,1501,1106,R1,1110,PARK AVENUE,House,10128,1,0,1,0,0,2013,2,R1,17615815,7/1/2016,5,1,1110 PARK AVENUE,"(-73.95573929999999, 40.7826083)",0
110,2017,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1550,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,17500000,3/8/2017,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
3060,2017,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS          ,1,1388,47,B1,34,EAST 74TH STREET,House,10021,2,0,2,2043,6216,1901,1,B1,17500000,3/16/2017,5,7,34 EAST 74TH STREET,"(-73.9640244, 40.772760999999996)",0
3061,2017,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS          ,1,1388,47,B1,34,EAST 74TH STREET,House,10021,2,0,2,2043,6216,1901,1,B1,17500000,3/16/2017,5,6,34 EAST 74TH STREET,"(-73.9640244, 40.772760999999996)",0
8132,2019,GREENWICH VILLAGE-WEST,2,TWO FAMILY DWELLINGS,1,614,21,B1,22,BANK STREET,House,10014,2,0,2,"1,784","3,200",1910,1,B1,17425000,06/03/2019,2,1,22 BANK STREET,"(-74.0024003, 40.736831200000005)",0
827,2019,SOHO,10,COOPS - ELEVATOR APARTMENTS,2C,475,53,D0,41,GREENE STREET,1,10013,0,0,0,0,0,1910,2,D0,17156100,05/29/2019,2,2,41 GREENE STREET,"(-74.0021248, 40.72208070000001)",0
9918,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1113,1520,R4,1,CENTRAL PARK WEST,42C,10023,0,0,0,0,"4,415",0,2,R4,17100000,06/26/2019,4,4,1 CENTRAL PARK WEST,"(-73.9816255, 40.7690255)",0
465,2015,GREENWICH VILLAGE-WEST   ,3,THREE FAMILY DWELLINGS         ,1,583,11,C0,66,MORTON STREET,House,10014,3,0,3,2500,5328,1901,1,C0,17000000,2/12/2015,5,6,66 MORTON STREET,"(-74.00625649999999, 40.730736900000004)",0
828,2015,SOHO                     ,10,COOPS - ELEVATOR APARTMENTS       ,2C,502,4,D4,420,WEST BROADWAY,PHB,10012,0,0,0,0,0,1900,2,D4,17000000,5/28/2015,2,3,420 WEST BROADWAY,"(-74.0017447, 40.7251385)",0
1321,2017,UPPER EAST SIDE (79-96),15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,1501,1106,R1,1110,PARK AVENUE,House,10128,1,0,1,0,0,2013,2,R1,17000000,8/25/2017,5,1,1110 PARK AVENUE,"(-73.95573929999999, 40.7826083)",0
109,2017,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1523,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,16900000,1/13/2017,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
1875,2016,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1374,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,16852122,9/22/2016,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
4841,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1354,R4,160,LEROY STREET,House,10014,1,0,1,0,3808,2016,2,R4,16804375,8/27/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
9369,2019,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1494,44,A4,60,EAST 83RD STREET,House,10028,1,0,1,"1,992","6,400",1923,1,A4,16750000,06/20/2019,6,9,60 EAST 83RD STREET,"(-73.959535, 40.778352000000005)",0
9786,2019,UPPER WEST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1129,21,A4,15,WEST 76TH STREET,House,10023,1,0,1,"2,554","8,204",1910,1,A4,16500000,06/27/2019,6,7,15 WEST 76TH STREET,"(-73.97500059999999, 40.7794516)",0
1322,2015,UPPER WEST SIDE (59-79)  ,2,TWO FAMILY DWELLINGS          ,1,1123,15,A4,37,WEST 70TH STREET,House,10023,1,0,1,2008,6540,1890,1,B3,16350000,8/7/2015,6,4,37 WEST 70TH STREET,"(-73.9782623, 40.7757144)",0
6038,2018,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1508,7,A4,115,EAST 79TH STREET,House,10075,1,0,1,2043,4293,1901,1,A4,16250000,5/10/2018,6,5,115 EAST 79TH STREET,"(-73.95968909999999, 40.7756212)",0
8262,2019,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,636,1260,R4,150,CHARLES STREET,6BS,10014,0,0,0,0,"3,463",1938,2,R4,16200000,03/12/2019,3,3,150 CHARLES STREET,"(-74.00899659999999, 40.7338121)",0
6036,2018,UPPER EAST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1503,30,A4,69,EAST 91ST STREET,House,10128,1,0,1,1913,4070,1899,1,A4,15925000,9/5/2018,5,7,69 EAST 91ST STREET,"(-73.9554186, 40.78380870000001)",0
7733,2019,EAST VILLAGE,1,ONE FAMILY DWELLINGS,1,448,16,A4,64,EAST 7TH STREET,House,10003,1,0,1,"2,271","5,299",1899,1,A4,15750000,05/14/2019,5,6,64 EAST 7TH STREET,"(-73.9870777, 40.7273703)",0
8236,2019,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,607,1309,R4,145,WEST 11TH STREET,4,10011,0,0,0,0,"4,529",2013,2,R4,15750000,06/26/2019,5,4,145 WEST 11TH STREET,"(-73.9999728, 40.7363782)",0
8502,2019,MIDTOWN CBD,13,CONDOS - ELEVATOR APARTMENTS,2,1292,1358,R4,432,PARK AVENUE,36A,10022,0,0,0,0,"4,003",2012,2,R4,15750000,06/18/2019,3,4,432 PARK AVENUE,"(-73.9717602, 40.761648)",0
6626,2018,UPPER WEST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1128,16,B1,29,WEST 75TH STREET,House,10023,2,0,2,2256,7698,1910,1,B1,15749500,2/14/2018,8,8,29 WEST 75TH STREET,"(-73.97581740000001, 40.7789453)",0
10253,2019,UPPER WEST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1247,1122,R4,535,WEST END AVENUE,10,10024,0,0,0,0,"8,451",2008,2,R4,15650000,05/16/2019,7,7,535 WEST END AVENUE,"(-73.9782968, 40.7888251)",0
2203,2018,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS,2,1577,1431,R4,20,EAST END AVENUE,House,10028,1,0,1,15121,2845,2014,2,R4,15586418,6/6/2018,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
466,2018,GREENWICH VILLAGE-WEST,3,THREE FAMILY DWELLINGS,1,583,11,C0,66,MORTON STREET,House,10014,3,0,3,2500,5328,1901,1,C0,15500000,7/31/2018,5,6,66 MORTON STREET,"(-74.00625649999999, 40.730736900000004)",0
4840,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1353,R4,160,LEROY STREET,House,10014,1,0,1,0,3808,2016,2,R4,15500000,8/28/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
3417,2017,UPPER WEST SIDE (59-79),1,ONE FAMILY DWELLINGS          ,1,1123,114,A4,39,WEST 70TH STREET,House,10023,1,0,1,2008,6580,1910,1,A4,15000000,12/1/2017,5,5,39 WEST 70TH STREET,"(-73.9783312, 40.7757435)",0
7038,2018,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1205,34,D4,320,CENTRAL PARK WEST,22B,10025,0,0,0,0,0,1931,2,D4,15000000,3/22/2018,5,4,320 CENTRAL PARK WEST,"(-73.96752959999999, 40.7893588)",0
8501,2019,MIDTOWN CBD,13,CONDOS - ELEVATOR APARTMENTS,2,1292,1357,R4,432,PARK AVENUE,35B,10022,0,0,0,0,"4,003",2012,2,R4,15000000,02/19/2019,3,4,432 PARK AVENUE,"(-73.9717602, 40.761648)",0
2198,2017,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS      ,2,1577,1434,R4,20,EAST END AVENUE,House,10028,1,0,1,0,0,2014,2,R4,14784990,4/11/2017,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
108,2017,CHELSEA,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1532,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,14750000,7/25/2017,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
4954,2018,LITTLE ITALY,15,CONDOS - 2-10 UNIT RESIDENTIAL,2C,478,1207,R1,152,ELIZABETH STREET,House,10012,1,0,1,4462,4080,1918,2,R1,14652653,3/23/2018,4,5,152 ELIZABETH STREET,"(-73.99478140000001, 40.7202881)",0
2197,2017,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS      ,2,1577,1437,R4,20,EAST END AVENUE,House,10028,1,0,1,0,0,2014,2,R4,14601705,3/29/2017,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
6106,2018,UPPER EAST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS,2,1494,32,D4,960,PARK AVENUE,6E,10028,0,0,0,0,0,1915,2,D4,14500000,5/30/2018,5,4,960 PARK AVENUE,"(-73.959448, 40.7779497)",0
8127,2019,GREENWICH VILLAGE-WEST,1,ONE FAMILY DWELLINGS,1,586,55,S1,16,MORTON STREET,House,10014,1,1,2,"2,250","5,662",1905,1,S1,14150000,03/25/2019,5,4,16 MORTON STREET,"(-74.0037316, 40.731035399999996)",0
103,2015,CHELSEA                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1536,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,14000000,5/19/2015,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
6689,2018,UPPER WEST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS,2,1123,29,D4,101,CENTRAL PARK WEST,10E,10023,0,0,0,0,0,1930,2,D4,13955000,2/15/2018,4,4,101 CENTRAL PARK WEST,"(-73.97691929999999, 40.77539829999999)",0
3099,2017,UPPER EAST SIDE (59-79),10,COOPS - ELEVATOR APARTMENTS       ,2,1393,33,D4,888,PARK AVENUE,14A,10075,0,0,0,0,0,1926,2,D4,13750000,8/9/2017,4,5,888 PARK AVENUE,"(-73.9612618, 40.7752951)",0
9940,2019,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1115,1366,R4,25,CENTRAL PARK WEST,19J,10023,0,0,0,0,"1,962",1932,2,R4,13750000,05/22/2019,3,4,25 CENTRAL PARK WEST,"(-73.98054559999999, 40.770290100000004)",0
102,2015,CHELSEA                  ,13,CONDOS - ELEVATOR APARTMENTS      ,2,767,1536,R4,212,WEST 18TH STREET,House,10011,1,0,1,0,0,1929,2,R4,13725000,4/30/2015,4,4,212 WEST 18TH STREET,"(-73.99877409999999, 40.741226700000006)",0
1874,2016,GREENWICH VILLAGE-WEST   ,13,CONDOS - ELEVATOR APARTMENTS      ,2,607,1346,R4,155,WEST 11TH STREET,House,10011,1,0,1,0,0,2013,2,R4,13615524,7/27/2016,5,1,155 WEST 11TH STREET,"(-74.000562, 40.7365354)",0
3882,2017,UPPER WEST SIDE (79-96),10,COOPS - ELEVATOR APARTMENTS       ,2,1195,29,D4,211,CENTRAL PARK WEST,8F,10024,0,0,0,0,0,1929,2,D4,13500000,5/25/2017,3,3,211 CENTRAL PARK WEST,"(-73.9719375, 40.7825795)",0
4657,2018,GREENWICH VILLAGE-WEST,2,TWO FAMILY DWELLINGS,1,636,38,B9,181,CHRISTOPHER STREET,House,10014,2,0,2,1472,3726,1899,1,B9,13500000,5/2/2018,3,2,181 CHRISTOPHER STREET,"(-74.00956190000001, 40.7327111)",0
1320,2017,UPPER EAST SIDE (79-96),15,CONDOS - 2-10 UNIT RESIDENTIAL     ,2C,1501,1107,R1,1110,PARK AVENUE,House,10128,1,0,1,0,0,2013,2,R1,13491812,4/12/2017,5,1,1110 PARK AVENUE,"(-73.95573929999999, 40.7826083)",0
8261,2019,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,636,1281,R4,150,CHARLES STREET,10B,10014,0,0,0,0,"3,396",1938,2,R4,12992500,06/05/2019,4,4,150 CHARLES STREET,"(-74.00899659999999, 40.7338121)",0
4632,2018,GREENWICH VILLAGE-WEST,1,ONE FAMILY DWELLINGS,1,583,53,A4,83,LEROY STREET,House,10014,1,0,1,2167,4368,1901,1,A4,12900000,2/14/2018,2,3,83 LEROY STREET,"(-74.006027, 40.730318200000006)",0
4839,2018,GREENWICH VILLAGE-WEST,13,CONDOS - ELEVATOR APARTMENTS,2,601,1349,R4,160,LEROY STREET,House,10014,1,0,1,0,3562,2016,2,R4,12900000,8/9/2018,3,3,160 LEROY STREET,"(-74.0100209, 40.730189200000005)",0
1549,2015,UPPER WEST SIDE (79-96)  ,10,COOPS - ELEVATOR APARTMENTS       ,2,1204,29,D4,300,CENTRAL PARK WEST,4D,10024,0,0,0,0,0,1930,2,D4,12750000,3/17/2015,3,3,300 CENTRAL PARK WEST,"(-73.9674607, 40.7882884)",0
3059,2017,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS          ,1,1398,145,A4,174,EAST 64TH STREET,House,10065,1,0,1,2092,6440,1910,1,A4,12750000,11/13/2017,4,5,174 EAST 64TH STREET,"(-73.9652659, 40.7649102)",0
9003,2019,TRIBECA,13,CONDOS - ELEVATOR APARTMENTS,2,214,1221,R4,7,HUBERT STREET,6B,10013,0,0,0,0,"4,016",2004,2,R4,12750000,02/05/2019,4,3,7 HUBERT STREET,"(-74.0087798, 40.721181)",0
7472,2019,CHELSEA,1,ONE FAMILY DWELLINGS,1,768,8,A4,253,WEST 18TH STREET,House,10011,1,0,1,"1,521","6,984",1901,1,A4,12709140,04/11/2019,7,7,253 WEST 18TH STREET,"(-74.00001379999999, 40.7421402)",0
1018,2018,UPPER EAST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1397,1583,R4,140,EAST 63RD STREET,House,10065,1,0,1,0,3252,1927,2,R4,12500000,1/24/2018,3,2,140 EAST 63RD STREET,"(-73.9662417, 40.7644486)",0
6952,2018,UPPER WEST SIDE (79-96),1,ONE FAMILY DWELLINGS,1,1249,38,A4,308,WEST 88TH STREET,House,10024,1,0,1,2114,6306,1900,1,A4,12500000,1/10/2018,5,8,308 WEST 88TH STREET,"(-73.9776425, 40.7903039)",0
306,2019,EAST VILLAGE,8,RENTALS - ELEVATOR APARTMENTS,2A,440,26,D3,436,EAST 13TH STREET,House,10009,6,0,6,"2,504","12,722",2017,2,D3,12370800,03/29/2019,3,3,436 EAST 13TH STREET,"(-73.98176, 40.7298549)",0
8954,2019,SOUTHBRIDGE,2,TWO FAMILY DWELLINGS,1,97,55,B1,245,WATER STREET,House,10038,2,0,2,"2,820","13,015",1900,1,B1,12300000,08/14/2019,7,7,245 WATER STREET,"(-74.0022625, 40.7079258)",0
3828,2018,UPPER WEST SIDE (59-79),13,CONDOS - ELEVATOR APARTMENTS,2,1171,4753,R4,1,WEST END AVENUE,House,10023,1,0,1,72099,3999,2014,2,R4,12273520,7/25/2018,2,3,1 WEST END AVENUE,"(-73.990666, 40.7718029)",0
2196,2017,UPPER EAST SIDE (79-96),13,CONDOS - ELEVATOR APARTMENTS      ,2,1577,1439,R4,20,EAST END AVENUE,House,10028,1,0,1,0,0,2014,2,R4,12267876,4/14/2017,5,6,20 EAST END AVENUE,"(-73.9477655, 40.7714157)",0
