Address,latitude,longitude
"29 EAST 9TH STREET, New York, NY",40.7321826,-73.9939185
"55 EAST9TH STREET, New York, NY",40.7317415,-73.9927822
"35 EAST 9TH STREET, New York, NY",40.7320353,-73.9933561
"49 EAST 9TH STREET, New York, NY",40.731828,-73.9930639
"23 EAST 10 STREET, New York, NY",40.732778,-73.9934805
"801 BROADWAY, New York, NY",40.7327546,-73.9915409
"67 EAST11TH STREET, New York, NY",40.7328398,-73.9917774
"31 EAST 12TH STREET, New York, NY",40.733948,-73.9924671
"825 BROADWAY, New York, NY",40.7335632,-73.9912955
"11 FIFTH AVE, New York, NY",40.732438,-73.9961538
"26 EAST 10 STREET, New York, NY",40.7327641,-73.9941621
"25 EAST 9TH STREET, New York, NY",40.7323627,-73.9944168
"41 5 AVENUE, New York, NY",40.7337881,-73.9948252
"39 FIFTH AVE, New York, NY",40.7336532,-73.9949629
"43 FIFTH AVENUE, New York, NY",40.7340159,-73.9946266
"51 5TH AVENUE, New York, NY",40.7344021,-73.9943645
"38 WEST 9TH STREET, New York, NY",40.7335142,-73.9979325
"42 WEST 9TH STREET, New York, NY",40.733583,-73.9980597
"45 WEST 10TH STREET, New York, NY",40.7345713,-73.9976257
"15 WEST 12 STREET, New York, NY",40.7351207,-73.9952384
"42 WEST 13 STREET, New York, NY",40.7360889,-73.9963428
"79 WEST 12TH, New York, NY",40.7360136,-73.997394
"15 WEST 12 ST, New York, NY",40.7351207,-73.9952384
"31 WEST 12TH STREET, New York, NY",40.7353468,-73.9957434
"13 WEST 13 STREET, New York, NY",40.7360052,-73.9950777
"74 FIFTH AVENUE, New York, NY",40.7357336,-73.9942513
"43 WEST 13TH STREET, New York, NY",40.7363801,-73.9960877
"100 WEST HOUSTON STREET, New York, NY",40.727368,-74.0001966
"21 BOND STREET, New York, NY",40.726296,-73.9939988
"3 GREAT JONES STREET, New York, NY",40.727337,-73.9943009
"39 GREAT JONES STREET, New York, NY",40.7266869,-73.9929429
"55 GREAT JONES STREET, New York, NY",40.7264287,-73.9924838
"17 WEST 10TH STREET, New York, NY",40.7340094,-73.9963862
"306 MOTT STREET, New York, NY",40.7250022,-73.9938611
"25 BOND STREET, New York, NY",40.7261542,-73.9938152
"126 WAVERLY PLACE, New York, NY",40.7326682,-73.9999112
"88 WEST WASHINGTON PLCE, New York, NY",40.7320141,-74.0003529
"835 BROADWAY, New York, NY",40.7339404,-73.9911536
"25 5TH, New York, NY",40.7328142,-73.995445
"16 EAST 12TH STREET, New York, NY",40.7340627,-73.9937314
"13 EAST 11TH STREET, New York, NY",40.733822,-73.994036
"31 WEST 11TH STREET, New York, NY",40.7347556,-73.9962025
"31 WEST 11, New York, NY",40.7347556,-73.9962025
"65 WEST 13TH STREET, New York, NY",40.7366739,-73.9966616
"209 SULLIVAN STREET, New York, NY",40.7291147,-73.9998523
"37 EAST 12TH STREET, New York, NY",40.7338218,-73.9920301
"17 EAST 12TH STREET, New York, NY",40.734374,-73.993134
"175 SULLIVAN STREET, New York, NY",40.728087,-74.000732
"133 WEST 4TH STREET, New York, NY",40.7313527,-73.9999097
"135 WEST 4, New York, NY",40.731576,-73.99993
"66 EAST 11TH STREET, New York, NY",40.7326867,-73.9923283
"56 EAST 13TH STREET, New York, NY",40.7340721,-73.9916169
"126 UNIVERSITY PLACE, New York, NY",40.7349487,-73.9923537
"36-40 WEST 13TH STREET, New York, NY",40.7359234,-73.9961834
"156 BLEECKER STREET, New York, NY",40.7282848,-73.9996575
"175 BLEECKER STREET, New York, NY",40.7290712,-74.0005943
"60 E 8TH STREET, New York, NY",40.7306031,-73.9930165
"7-11 EAST 13TH STREET, New York, NY",40.735405,-73.993067
"12 WEST 9TH STREET, New York, NY",40.7330583,-73.9969901
"8 WEST 13 STREET, New York, NY",40.7356084,-73.9949916
"36 COMMERCE STREET, New York, NY",40.7313274,-74.0052466
"2 GROVE COURT, New York, NY",40.732017,-74.005768
"41 BARROW, New York, NY",40.7320736,-74.0040415
"152 WEST 13TH STREET, New York, NY",40.737446,-73.9995883
"111 WEST 13 STREET, New York, NY",40.7371023,-73.9979073
"41 CHARLES STREET, New York, NY",40.7350962,-74.0028554
"243 WEST 12TH STREET, New York, NY",40.7377756,-74.0024577
"278 WEST 11 STREET, New York, NY",40.735908,-74.004603
"400 WEST STREET, New York, NY",40.7335617,-74.0097971
"29 DOWNING ST, New York, NY",40.7295178,-74.0034447
"31 MORTON STREET, New York, NY",40.7309897,-74.0049507
"517 AVENUE OF THE AMER, New York, NY",40.7370691,-73.9973388
"231 WEST 11TH STREET, New York, NY",40.7364825,-74.0025954
"394 BLEECKER STREET, New York, NY",40.7355896,-74.0051709
"64 HORATIO STREET, New York, NY",40.738614,-74.006264
"8 PERRY STREET, New York, NY",40.7357108,-74.0012579
"21 PERRY STREET, New York, NY",40.7358864,-74.0020674
"327 WEST 4TH STREET, New York, NY",40.7379291,-74.0037348
"387 BLEECKER STREET, New York, NY",40.7354858,-74.0048347
"25 LEROY STREET, New York, NY",40.7306921,-74.0040116
"114 CHRISTOPHER STREET, New York, NY",40.7330387,-74.0052985
"22 CORNELIA STREET, New York, NY",40.7312645,-74.0020789
"24 CORNELIA STREET, New York, NY",40.7313168,-74.0022227
"129 BARROW STREET, New York, NY",40.731826,-74.0091497
"626 WASHINGTON STREET, New York, NY",40.7315302,-74.0089898
"618 WASHINGTON STREET, New York, NY",40.7313051,-74.0089917
"105 MORTON STREET, New York, NY",40.7313007,-74.0093197
"115 MORTON STREET, New York, NY",40.7313618,-74.009752
"634 WASHINGTON STREET, New York, NY",40.732216,-74.0089362
"111 WEST 11TH STREET, New York, NY",40.735855,-73.9987333
"138 WEST 10 STREET, New York, NY",40.7344539,-74.0006098
"7 CHARLES STREET, New York, NY",40.7353569,-74.0008655
"5 CHARLES STREET, New York, NY",40.7353678,-74.000638
"237 WEST 11TH STREET, New York, NY",40.7364716,-74.0028594
"2 JANE STREET, New York, NY",40.7380261,-74.0022115
"20 JANE STREET, New York, NY",40.7379892,-74.0030557
"105 CHRISTOPHER STREET, New York, NY",40.7334635,-74.0050225
"77 PERRY STREET, New York, NY",40.7355792,-74.0044106
"281 WEST 11TH STREET, New York, NY",40.7362044,-74.0047875
"799 GREENWICH STREET, New York, NY",40.7377383,-74.0063484
"69 8TH AVENUE, New York, NY",40.7393928,-74.0030476
"713 WASHINGTON STREET, New York, NY",40.7352367,-74.0082085
"715 WASHINGTON STREET, New York, NY",40.735309,-74.0082765
"325 WEST 11TH STREET, New York, NY",40.7358593,-74.0075131
"304 WEST 10TH STREET, New York, NY",40.7331424,-74.0096078
"704 WASHINGTON STREET, New York, NY",40.734926,-74.008623
"690 WASHINGTON STREET, New York, NY",40.7341819,-74.0088552
"151-157 CHARLES STREET, New York, NY",40.7342214,-74.0090989
"142 BANK STREET, New York, NY",40.7360927,-74.0085566
"352 WEST 12TH STREET, New York, NY",40.7373895,-74.0075649
"68 BARROW STREET, New York, NY",40.731781,-74.0056166
"102 BEDFORD STREET, New York, NY",40.7327478,-74.0054936
"459 HUDSON STREET, New York, NY",40.731523,-74.0068992
"104 WEST 13TH STREET, New York, NY",40.7367323,-73.9979586
"226 WEST 11TH STREET, New York, NY",40.7362135,-74.0024003
"345 WEST 4TH STREET, New York, NY",40.7390335,-74.003734
"288 WEST 12TH STREET, New York, NY",40.7373809,-74.0040989
"53 HORATIO STREET, New York, NY",40.738864,-74.0061188
"21 BETHUNE STREET, New York, NY",40.7368339,-74.0071173
"36 BETHUNE STREET, New York, NY",40.7370581,-74.007542
"204 WEST HOUSTON STREET, New York, NY",40.7286453,-74.0041677
"200 WEST HOUSTON STREET, New York, NY",40.728687,-74.004053
"79 BARROW STREET, New York, NY",40.7313911,-74.0059008
"106 BEDFORD STREET, New York, NY",40.7328154,-74.0055745
"104 BEDFORD STREET, New York, NY",40.732833,-74.0054821
"104-106 BEDFORD STREET, New York, NY",40.7328359,-74.0054559
"644 GREENWICH ST, New York, NY",40.7314765,-74.0081565
"475 6TH AVENUE, New York, NY",40.7359028,-73.9981213
"149 WEST 12TH STREET, New York, NY",40.7368306,-73.9993215
"137-149 WEST 12TH STREET, New York, NY",40.7368367,-73.9991296
"101 WEST 12TH, New York, NY",40.7364731,-73.9978323
"101 WEST 12 STREET, New York, NY",40.7364731,-73.9978323
"171 WEST 12TH STREET, New York, NY",40.7372359,-73.9999441
"54 8TH AVENUE, New York, NY",40.7385422,-74.0034792
"31 JANE ST, New York, NY",40.738297,-74.0036168
"14 HORATIO, New York, NY",40.7385669,-74.0033414
"131 PERRY STREET, New York, NY",40.7350926,-74.0076617
"61 HORATIO STREET, New York, NY",40.7388809,-74.0066468
"27 COMMERCE STREET, New York, NY",40.7316907,-74.0047491
"225 WEST 10TH STREET, New York, NY",40.7340058,-74.0051845
"223 WEST 10TH STREET, New York, NY",40.7340288,-74.0051757
"92 PERRY STREET, New York, NY",40.7351397,-74.0051671
"63 DOWNING STREET, New York, NY",40.729277,-74.0048104
"155 WEST 11, New York, NY",40.7365354,-74.000562
"155 WEST 11TH STREET, New York, NY",40.7365354,-74.000562
"155 WEST 11TH, New York, NY",40.7365354,-74.000562
"160 WEST 12, New York, NY",40.7368274,-74.0001581
"150 WEST 12TH STREET, New York, NY",40.7365227,-73.9997662
"160 WEST 12TH, New York, NY",40.7368274,-74.0001581
"160 WEST 12TH STREE, New York, NY",40.7368274,-74.0001581
"160 WEST12TH STREET, New York, NY",40.7368274,-74.0001581
"150 WEST 12 STREET, New York, NY",40.7365227,-73.9997662
"150 WEST 12, New York, NY",40.7365227,-73.9997662
"139 WEST 11TH STREET, New York, NY",40.7361496,-73.9998561
"116 WEST 14TH STREET, New York, NY",40.7374869,-73.9980389
"45 CHRISTOPHER ST, New York, NY",40.733877,-74.001795
"222 WEST 14TH, New York, NY",40.7389431,-74.0012691
"302 WEST 12 STREET, New York, NY",40.7373796,-74.004651
"345 WEST 13 STREET, New York, NY",40.7400496,-74.0047703
"300 WEST 14TH STREET, New York, NY",40.7397342,-74.0029971
"140 CHARLES STREET, New York, NY",40.7338968,-74.0079383
"5 WEEHAWKEN STREET, New York, NY",40.7330452,-74.009562
"359 WEST 11TH STREET, New York, NY",40.7355941,-74.0091526
"357 WEST 12TH STREET, New York, NY",40.7376875,-74.007491
"13 MORTON STREET, New York, NY",40.7312264,-74.0036669
"95 CHARLES STREET, New York, NY",40.7348065,-74.0053055
"369 BLEECKER STREET, New York, NY",40.7348657,-74.0046039
"325 WEST 13TH STREET, New York, NY",40.7397815,-74.0041047
"442 HUDSON STREET, New York, NY",40.731125,-74.0065183
"419 BLEECKER STREET, New York, NY",40.7366101,-74.0053071
"75 BANK STREET, New York, NY",40.7368196,-74.0051777
"273 LENOX AVENUE, New York, NY",40.8069834,-73.9464641
"136 WEST 130TH STREET, New York, NY",40.811327,-73.944702
"288 WEST 137TH STREET, New York, NY",40.817322,-73.945085
"401 MANHATTAN AVENUE, New York, NY",40.8056037,-73.9566308
"221 WEST 137 STREET, New York, NY",40.817253,-73.943724
"203 WEST 138 STREET, New York, NY",40.817626,-73.942674
"243 WEST 139 STREET, New York, NY",40.8187629,-73.9435021
"209 WEST 139 STREET, New York, NY",40.8183361,-73.9423999
"9 HAMILTON TERRACE, New York, NY",40.8219958,-73.9468544
"227 EDGECOMBE AVENUE, New York, NY",40.8233147,-73.9442713
"39 WEST 131 STREET, New York, NY",40.811114,-73.941069
"2022 MADISON AVENUE, New York, NY",40.8078763,-73.9393407
"230 WEST 112 STREET, New York, NY",40.8010411,-73.9557522
"112 WEST 118TH STREET, New York, NY",40.8035313,-73.9496
"121 WEST 118 STREET, New York, NY",40.8039759,-73.9497819
"142 WEST 132 ST, New York, NY",40.812647,-73.943951
"2289 ADAM C POWELL BLVD, New York, NY",40.814814,-73.943596
"131 WEST 136TH STREET, New York, NY",40.815491,-73.9415044
"139 WEST 136 STREET, New York, NY",40.8155783,-73.9417111
"247 WEST 121 STREET, New York, NY",40.8072755,-73.951768
"252 WEST 132 STREET, New York, NY",40.813907,-73.946939
"209 WEST 136 STREET, New York, NY",40.8164766,-73.9438235
"242 WEST 137TH STREET, New York, NY",40.8171787,-73.9445583
"206 WEST 137 STREET, New York, NY",40.816749,-73.943571
"355 WEST 122ND STREET, New York, NY",40.809336,-73.9546687
"360 WEST 123 STREET, New York, NY",40.8096896,-73.9545352
"269 WEST 138 STREET, New York, NY",40.8184445,-73.9446501
"268 WEST 139 STREET, New York, NY",40.8187235,-73.9444435
"320 WEST 138 STREET, New York, NY",40.8186701,-73.9462345
"75 WEST 119TH STREET, New York, NY",40.8037078,-73.9471529
"202 LENOX AVENUE, New York, NY",40.8045883,-73.9473495
"30 EAST 129TH STREET, New York, NY",40.8082603,-73.9391853
"29 EAST 129TH STREET, New York, NY",40.808632,-73.939042
"229 WEST 112 STREET, New York, NY",40.8012222,-73.9552696
"129 WEST 126TH STREET, New York, NY",40.80915,-73.946067
"125 WEST 126TH STREET, New York, NY",40.8090737,-73.9459819
"120 WEST 132ND STREET, New York, NY",40.812474,-73.9433822
"164 WEST 133RD STREET, New York, NY",40.8135897,-73.9440678
"292 WEST 137 STREET, New York, NY",40.817366,-73.945183
"399 MANHATTAN AVENUE, New York, NY",40.8055648,-73.9566814
"355 WEST 123 STREET, New York, NY",40.809954,-73.954113
"253 WEST 138 STREET, New York, NY",40.818275,-73.944198
"423 WEST 141 STREET, New York, NY",40.8217874,-73.9470151
"200 EDGECOMBE AVENUE, New York, NY",40.822511,-73.9442075
"46 WEST 126 STREET, New York, NY",40.8076873,-73.9436147
"254 WEST 139 STREET, New York, NY",40.818643,-73.9440598
"104 EDGECOMBE AVENUE, New York, NY",40.819695,-73.945697
"29-35 WEST 119 STREET, New York, NY",40.8032381,-73.9459534
"42 WEST 138TH STREET, New York, NY",40.815244,-73.938215
"139 WEST 116TH STREET, New York, NY",40.8029982,-73.9512593
"371 WEST 120TH STREET, New York, NY",40.808177,-73.9559355
"145-57 MORNINGSIDE AVENUE, New York, NY",40.8116538,-73.9534785
"145 MORNINGSIDE AVE, New York, NY",40.8116538,-73.9534785
"137-139 WEST 142 STREET, New York, NY",40.8193082,-73.9389157
"219 WEST 144TH STREET, New York, NY",40.8214586,-73.9405592
"219 WEST 144 STREET, New York, NY",40.8214586,-73.9405592
"219-229 WEST 144TH STREET, New York, NY",40.8214586,-73.9405592
"323 EDGECOMBE, New York, NY",40.8257707,-73.9425721
"371 EDGECOMBE AVENUE, New York, NY",40.827983,-73.9410567
"152 WEST 131ST STREET, New York, NY",40.812251,-73.944946
"56-60 WEST 119TH STREET, New York, NY",40.8032346,-73.947155
"35 MOUNT MORRIS PARK WE, New York, NY",40.8044257,-73.9437629
"1809 7TH AVENUE, New York, NY",40.799677,-73.9545974
"1801 7TH AVE, New York, NY",40.7995278,-73.9548331
"1867-69 7TH AVENUE, New York, NY",40.7668311,-73.979077
"92 SAINT NICHOLAS AVENU, New York, NY",40.8020037,-73.9522304
"135 WEST 115TH STREET, New York, NY",40.8022856,-73.9519989
"1864 7TH AVENUE, New York, NY",40.8015796,-73.9542132
"1878 7TH AVENUE, New York, NY",40.8018715,-73.9539607
"208 WEST 119 STREET, New York, NY",40.8055143,-73.952149
"303 WEST 122 STREET, New York, NY",40.8088388,-73.953203
"448-50 ST. NICHOLAS AVENUE, New York, NY",40.815182,-73.9485542
"128 WEST 138TH STREET, New York, NY",40.8165004,-73.9411037
"100 WEST 141ST STREET, New York, NY",40.8178849,-73.938649
"385 WEST 145 STREET, New York, NY",40.8242234,-73.9440076
"345 WEST145TH STREET, New York, NY",40.8240535,-73.9440646
"409 EDGECOMB AVENUE, New York, NY",40.829362,-73.940078
"245 WEST 115TH ST, New York, NY",40.8036477,-73.9550627
"159 WEST 126 STREET, New York, NY",40.809486,-73.946856
"155 WEST 126 STREET, New York, NY",40.809443,-73.94675
"155 WEST 126TH STREET, New York, NY",40.809443,-73.94675
"252 WEST 123RD STREET, New York, NY",40.8082574,-73.9512169
"202-204 WEST 140TH STREET, New York, NY",40.8185628,-73.9422026
"202 WEST 140TH STREET, New York, NY",40.818541,-73.942142
"300 WEST 138 STREET, New York, NY",40.8183239,-73.945595
"139 WEST 126 STREET, New York, NY",40.809263,-73.94633
"139-141 WEST 126TH STREET, New York, NY",40.809263,-73.94633
"40 WEST 116TH, New York, NY",40.8010883,-73.9481662
"42 WEST 120TH STREET, New York, NY",40.8037811,-73.9462459
"2056 FIFTH AVENUE, New York, NY",40.807698,-73.941739
"51 WEST 131ST STREET, New York, NY",40.8111376,-73.9413744
"48 WEST 138TH STREET, New York, NY",40.8153693,-73.9384161
"1485 5 AVENUE, New York, NY",40.8027463,-73.944352
"1485 5TH AVENUE, New York, NY",40.8027463,-73.944352
"1485 FIFTH AVE, New York, NY",40.8027463,-73.944352
"2077 FIFTH AVENUE, New York, NY",40.8083637,-73.940461
"125 CENTRAL PARK NORTH, New York, NY",40.798742,-73.9532789
"111 CENTRAL PARK NORTH, New York, NY",40.7988277,-73.9528272
"118 WEST 112 STREET, New York, NY",40.7998099,-73.9529576
"118 WEST 112TH STREET, New York, NY",40.7998099,-73.9529576
"61-63 LENOX AVE, New York, NY",40.8003857,-73.9513909
"66 ST NICHOLAS AVENUE, New York, NY",40.8012311,-73.9521698
"66-72 ST NICHOLAS AVENUE, New York, NY",40.8011432,-73.9521929
"106 WEST 116 STREET, New York, NY",40.802069,-73.9504707
"247 WEST 115TH ST, New York, NY",40.803685,-73.955127
"159 WEST 118TH STREET, New York, NY",40.804556,-73.9510196
"100 WEST 119TH STREET, New York, NY",40.8040587,-73.9487622
"117 WEST 123RD STREET, New York, NY",40.8070901,-73.9474169
"138 WEST 124TH STREET, New York, NY",40.8075848,-73.9475377
"2257 ADAM CLAYTON POWELL, New York, NY",40.8137399,-73.9444884
"163 SAINT NICHOLAS AVENU, New York, NY",40.8054103,-73.9530882
"2322 ADAM C POWELL BLVD, New York, NY",40.8163897,-73.9433768
"2322-2328 7TH AVENUE, New York, NY",40.8163897,-73.9433768
"301 WEST 118TH STREET, New York, NY",40.8059941,-73.9546827
"310 WEST 120TH STREET, New York, NY",40.8071355,-73.9543739
"258 SAINT NICHOLAS AVE, New York, NY",40.8093161,-73.952629
"362 ST. NICHOLAS AVENUE, New York, NY",40.8126235,-73.9505396
"220 WEST 148TH STREET, New York, NY",40.8240212,-73.9394064
"220 WEST 148 ST, New York, NY",40.8240212,-73.9394064
"305 WEST 143RD STREET, New York, NY",40.8219374,-73.943261
"303 WEST 146TH STREET, New York, NY",40.8238932,-73.9418374
"303 WEST 146 STREET, New York, NY",40.8238932,-73.9418374
"68 BRADHURST AVE, New York, NY",40.8235498,-73.9424785
"171 WEST 131 STREET, New York, NY",40.8126388,-73.9450178
"151 LENOX AVENUE, New York, NY",40.8031855,-73.9492945
"151 LENOX AVE, New York, NY",40.8031649,-73.9492308
"5 WEST 120TH STREET, New York, NY",40.804251,-73.9465674
"5 WEST 120 STREET, New York, NY",40.804251,-73.9465674
"30 WEST 126TH STREET, New York, NY",40.8073914,-73.9431691
"32 WEST 128 STREET, New York, NY",40.8088381,-73.9424388
"13 EAST 131 STREET, New York, NY",40.8100274,-73.9384538
"51 ST NICHOLAS AVENUE, New York, NY",40.8004808,-73.9528586
"103 WEST 117TH STREET, New York, NY",40.803095,-73.9495523
"129 WEST 118TH STREET, New York, NY",40.8041243,-73.9500115
"148 WEST 121 STREET, New York, NY",40.8058562,-73.9493801
"123 WEST 131 STREET, New York, NY",40.8121855,-73.9436725
"121 WEST 131 STREET, New York, NY",40.8121489,-73.9436169
"199 WEST 134 STREET, New York, NY",40.8146112,-73.9437775
"203 WEST 122 STREET, New York, NY",40.8074291,-73.9501378
"233 WEST 134 STREET, New York, NY",40.8153449,-73.9454193
"233 WEST 134TH STREET, New York, NY",40.8153449,-73.9454193
"394 MANHATTAN AVENUE, New York, NY",40.8055053,-73.9562876
"302 WEST 122 STREET, New York, NY",40.8083928,-73.9534555
"307 WEST 126 STREET, New York, NY",40.8113063,-73.9512399
"101 WEST 117 STREET, New York, NY",40.80304,-73.949476
"2235 FREDRICK DOUGLASS BL, New York, NY",40.807426,-73.9535703
"231 WEST 148TH STREET, New York, NY",40.824468,-73.9393657
"300 WEST 145 STREET, New York, NY",40.8228307,-73.9426355
"103 EAST 101 STREET, New York, NY",40.7897452,-73.9498393
"416 EAST 115 STREET, New York, NY",40.794926,-73.9353047
"352 EAST 119 STREET, New York, NY",40.7979832,-73.9345699
"11 EAST 117TH STREET, New York, NY",40.8011482,-73.9450175
"223 EAST 110 STREET, New York, NY",40.7938959,-73.941657
"220 EAST 116TH STREET, New York, NY",40.797323,-73.939296
"310 EAST 120TH STREET, New York, NY",40.7991483,-73.9353047
"154 EAST 97TH STREET, New York, NY",40.786007,-73.949762
"114 EAST 98TH STREET, New York, NY",40.787376,-73.951083
"112 EAST 98TH STREET, New York, NY",40.7874839,-73.9510906
"205 EAST 124TH STREET, New York, NY",40.8029624,-73.9356343
"186 EAST111TH STREET, New York, NY",40.794798,-73.9429124
"186 EAST 111 STREET, New York, NY",40.794798,-73.9429124
"152 EAST 118TH STREET, New York, NY",40.7995607,-73.940299
"152 EAST 118 STREET, New York, NY",40.7995607,-73.940299
"169 EAST 102 STREET, New York, NY",40.7895181,-73.9473069
"169 EAST 102ND STREET, New York, NY",40.7895181,-73.9473069
"206 EAST 124TH STREET, New York, NY",40.8026108,-73.9358497
"77 EAST 110 STREET, New York, NY",40.7958546,-73.9464985
"77 EAST 110TH STREET, New York, NY",40.7958546,-73.9464985
"158 EAST 100TH STREET, New York, NY",40.7879956,-73.9485879
"161 EAST 110TH ST, New York, NY",40.794665,-73.9435595
"225 EAST 111 STREET, New York, NY",40.7944677,-73.9411187
"2021 FIRST AVENUE, New York, NY",40.7886721,-73.9411485
"2019-2021 1 AVENUE, New York, NY",40.7886015,-73.9411945
"2019 FIRST AVENUE, New York, NY",40.7886015,-73.9411945
"319 EAST 105TH STREET, New York, NY",40.7897278,-73.9417915
"319 EAST 105TH, New York, NY",40.7897278,-73.9417915
"330 E 109TH STREET, New York, NY",40.7918318,-73.9397922
"305 EAST 108 STREET, New York, NY",40.7918049,-73.9406039
"2132 2ND AVE, New York, NY",40.7929253,-73.9404138
"2132 SECOND AVENUE, New York, NY",40.7929253,-73.9404138
"342 EAST 110TH STREET, New York, NY",40.792237,-73.938936
"324 EAST 112 STREET, New York, NY",40.7938337,-73.9386687
"324 EAST 112TH STREET, New York, NY",40.7938337,-73.9386687
"249 EAST 118TH STREET, New York, NY",40.798534,-73.9370154
"2279 THIRD AVENUE, New York, NY",40.8027536,-73.936051
"2279 3 AVENUE, New York, NY",40.8027536,-73.936051
"346 EAST 119 STREET, New York, NY",40.7980592,-73.9347651
"1810 3 AVENUE, New York, NY",40.7882177,-73.9474302
"1810 THIRD AVENUE, New York, NY",40.7882177,-73.9474302
"194 EAST 101 STREET, New York, NY",40.7883907,-73.9475217
"1810 3RD AVENUE, New York, NY",40.7882177,-73.9474302
"194 EAST 101ST STREET, New York, NY",40.7883907,-73.9475217
"306 EAST 105TH STREET, New York, NY",40.7895173,-73.9424803
"450 EAST 117 STREET, New York, NY",40.795796,-73.933306
"465 WEST 141 STREET, New York, NY",40.822634,-73.948739
"458 WEST 144 STREET, New York, NY",40.824048,-73.947486
"413 WEST 145 STREET, New York, NY",40.8245625,-73.945457
"850 ST NICHOLAS AVENUE, New York, NY",40.829042,-73.9418023
"611 WEST 147 STREET, New York, NY",40.8281606,-73.9501964
"472 WEST 145 STREET, New York, NY",40.824901,-73.9473595
"473 WEST 146TH STREET, New York, NY",40.8258574,-73.9464296
"457 WEST 147 STREET, New York, NY",40.826352,-73.945656
"541 WEST 141ST STREET, New York, NY",40.823616,-73.951066
"522 WEST 150TH STREET, New York, NY",40.8286626,-73.9463033
"547 WEST 152 STREET, New York, NY",40.8306892,-73.9463263
"625 WEST 142ND STREET, New York, NY",40.8251972,-73.9529619
"611 146 STREET, New York, NY",40.8276135,-73.9507118
"616 WEST 148TH STREET, New York, NY",40.8285398,-73.9499082
"404 WEST 147TH STREET, New York, NY",40.825355,-73.94448
"733 ST. NICHOLAS AVENUE, New York, NY",40.8252273,-73.9442368
"529 WEST 141 STREET, New York, NY",40.82348,-73.9507807
"547 WEST 149 STREET, New York, NY",40.8287231,-73.9474055
"475 WEST 143RD ST, New York, NY",40.823994,-73.9481632
"464 WEST 152 STREET, New York, NY",40.8290674,-73.9435836
"507 WEST 140TH STREET, New York, NY",40.8225397,-73.9504707
"517 WEST 144 STREET, New York, NY",40.8251567,-73.9488175
"522 WEST 152 STREET, New York, NY",40.8299942,-73.9456884
"655 RIVERSIDE DRIVE, New York, NY",40.8255972,-73.9529963
"270 CONVENT AVENUE, New York, NY",40.8221036,-73.9484164
"450 WEST 147 STREET, New York, NY",40.8258278,-73.9457375
"400 CONVENT AVENUE, New York, NY",40.8262597,-73.9454653
"849 ST NICHOLAS AVE, New York, NY",40.829169,-73.942156
"402 WEST 153RD, New York, NY",40.8294563,-73.9422654
"96 HAMILTON PLACE, New York, NY",40.8233961,-73.9503071
"501 WEST 143RD STREET, New York, NY",40.824412,-73.9490012
"604 RIVERSIDE DRIVE, New York, NY",40.8225938,-73.9555908
"443 WEST 151ST STREET, New York, NY",40.828719,-73.94345
"680 RIVERSIDE DRIVE, New York, NY",40.8272061,-73.9515728
"458 WEST 146TH STREET, New York, NY",40.8253237,-73.9462
"458 WEST 146 STREET, New York, NY",40.8253237,-73.9462
"555 WEST 149 STREET, New York, NY",40.8287943,-73.9476351
"516 WEST 140TH STREET, New York, NY",40.822248,-73.950959
"52 HAMILTON PLACE, New York, NY",40.8225831,-73.9517909
"540 WEST 140 STREET, New York, NY",40.8227245,-73.9518368
"29 CONVENT AVE, New York, NY",40.8139049,-73.952899
"33 CONVENT AVENUE, New York, NY",40.81405,-73.9529391
"518 WEST 134 STREET, New York, NY",40.818652,-73.954326
"504 WEST 135TH STREET, New York, NY",40.8189893,-73.953108
"525 WEST 138 STREET, New York, NY",40.821567,-73.952032
"41 CONVENT AVENUE, New York, NY",40.8146333,-73.9527438
"1580 AMSTERDAM AVENUE, New York, NY",40.821224,-73.9509758
"504 WEST 136 STREET, New York, NY",40.8197051,-73.9524912
"519 WEST 135TH STREET, New York, NY",40.8196946,-73.9535015
"49 MARBLE HILL AVE, New York, NY",40.8757921,-73.9099741
"92 TERRACE VIEW AVENUE, New York, NY",40.8769933,-73.9120411
"96 MARBLE HILL AVENUE, New York, NY",40.8767891,-73.9092455
"163A WEST 228TH STREET, New York, NY",40.877719,-73.90937
"73 ADRIAN AVENUE, New York, NY",40.8777698,-73.9103809
"117 SEAMAN AVENUE, New York, NY",40.8685255,-73.9235156
"109 SEAMAN AVENUE, New York, NY",40.8683456,-73.9235428
"687 WEST 204 STREET, New York, NY",40.8680854,-73.9235446
"45 PARK TERRACE W, New York, NY",40.870933,-73.918317
"270 SEAMAN AVE, New York, NY",40.8724576,-73.9175674
"581 ACADEMY, New York, NY",40.8639668,-73.9230769
"571 ACADEMY ST, New York, NY",40.8637771,-73.9229621
"175 PAYSON AVENUE, New York, NY",40.868818,-73.9237429
"433 WEST 34, New York, NY",40.754253,-73.9978162
"448 WEST 37, New York, NY",40.7558778,-73.9970557
"340 EAST 19TH STREET, New York, NY",40.7346678,-73.98132
"313 EAST 18TH STREET, New York, NY",40.7346728,-73.9823072
"353 EAST 19TH STREET, New York, NY",40.7348606,-73.9809059
"324 EAST 30TH STREET, New York, NY",40.7415779,-73.976695
"300 EAST 23RD ST, New York, NY",40.7375213,-73.980868
"350 EAST 30TH STREET, New York, NY",40.7410902,-73.9758898
"333 EAST 30TH ST, New York, NY",40.7420749,-73.9757973
